Estimated.age,root.age,div,turnover,number.sp,mode,true.age
0.414234635936757,7.0644065709649,0.683110056677833,0.591147009748966,97,0,1.58916030840841
0.125433834692145,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.548053450649354
0.0915169999575646,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.0915169999575651
0.293781581498742,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.293781581498742
0.55728966120007,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.274286521941212
0.0960184524543147,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.0960184524543184
0.0882406887535011,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.0882406887535012
0.336503786028703,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.336503786028704
0.0845808123205017,7.0644065709649,0.683110056677833,0.591147009748966,97,0,1.72450795326794
0.729597218976957,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.827195587740604
0.0944501721077514,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.0944501721077531
0.162701509413187,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.557289661200071
0.140323762454257,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.140323762454258
0.221843510510547,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.221843510510548
0.282510946178263,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.282510946178263
0.554263863002078,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.441060803602334
0.815469090589255,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.764477984022143
0.140323762454257,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.567324470687201
0.189188074062895,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.28208559556644
0.468550887499905,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.468550887499907
0.189188074062895,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.189188074062896
0.223181902174657,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.223181902174657
0.939735491772703,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.470551459205817
0.0409156964568866,7.0644065709649,0.683110056677833,0.591147009748966,97,0,0.0409156964568869
