"","True.age"
"1",1.58916030840841
"2",0.548053450649354
"3",0.0915169999575651
"4",0.293781581498742
"5",0.274286521941212
"6",0.0960184524543184
"7",0.0882406887535012
"8",0.336503786028704
"9",1.72450795326794
"10",0.827195587740604
"11",0.0944501721077531
"12",0.557289661200071
"13",0.140323762454257
"14",0.221843510510548
"15",0.282510946178263
"16",0.441060803602334
"17",0.764477984022143
"18",0.5673244706872
"19",0.28208559556644
"20",0.468550887499907
"21",0.189188074062896
"22",0.223181902174657
"23",0.470551459205817
"24",0.0409156964568869
"25",0.870889073904231
"26",0.215160923665725
"27",0.581113374709697
"28",0.0556008746329484
"29",0.50876897053237
"30",0.413303670144051
"31",0.190933002742485
"32",0.444641808613657
"33",0.045888225043254
"34",0.431306874804689
"35",0.856888141207917
"36",0.098961111958606
"37",0.219792000897202
"38",0.414234635936756
"39",0.542252105674895
"40",1.0836240045539
"41",0.0247751279424921
"42",0.184509638491428
"43",0.0718207468916905
"44",0.729597218976958
"45",0.279857893954637
"46",1.8802883392405
"47",0.59266002055817
"48",1.05190479221785
"49",0.528049222932887
"50",1.17989514676939
"51",0.125433834692146
"52",0.703872011790728
"53",0.641928725027747
"54",1.03655129167376
"55",0.830352145283162
"56",0.798046957174114
"57",0.183103434202225
"58",0.35303698516608
"59",3.0779203721087
"60",0.0307032749536811
"61",1.09374845114736
"62",0.0348057392923309
"63",0.289691788873024
"64",0.162701509413187
"65",2.08859582808211
"66",0.145973269158172
"67",0.605816245699176
"68",1.00718837929274
"69",0.0397332005187687
"70",0.841736515790353
"71",0.927423010373082
"72",0.558038252192739
"73",0.641100985783235
"74",0.974527808246554
"75",0.0363819089976278
"76",1.83342180974122
"77",0.414673066878127
"78",0.0845808123205023
"79",1.9273296920528
"80",1.03461177060719
"81",0.727871833008676
"82",0.36786300440351
"83",0.815469090589255
"84",0.663756684412797
"85",0.0715751250821857
"86",0.698570945458924
"87",0.977338916606242
"88",0.951809613609255
"89",0.235186628916217
"90",0.560714448831733
"91",0.267007152600257
"92",0.0458387507791027
"93",1.06719881443392
"94",0.490527759754452
"95",0.259309161070516
"96",0.20960612069692
"97",0.0177628083727948
"98",1.87453777531988
"99",4.13054239886002
"100",2.87489100536526
"101",1.84958898768254
"102",9.52307088962744
"103",0.0864872723121195
"104",1.41717965323036
"105",6.63233836835916
"106",3.21150048246943
"107",0.694772624718262
"108",9.56018626122993
"109",2.11833444252315
"110",4.41995298480071
"111",2.04445854697322
"112",0.802153398986729
"113",1.13287285722039
"114",7.9857918694561
"115",13.1147031366925
"116",7.71534646245133
"117",0.259310790145152
"118",0.985784236497318
"119",7.93477053274099
"120",3.06368164540118
"121",7.55878392618052
"122",11.0416573623902
"123",0.901827583685447
"124",4.60780506872762
"125",0.135488064493527
"126",0.371630849620031
"127",0.363894774544486
"128",0.131164502952426
"129",0.0819387104747253
"130",0.0630610320456304
"131",1.43600032492316
"132",1.27505439973372
"133",0.470175209613452
"134",0.240651138192412
"135",0.786124437762744
"136",0.249064763246562
"137",0.279745571611513
"138",1.39328729338851
"139",0.161385824627886
"140",0.347888496019486
"141",1.35227027983351
"142",1.08599347585943
"143",0.676287926994169
"144",0.350348769912459
"145",0.241919102027801
"146",0.21525460074701
"147",0.534214007750902
"148",0.116361365977444
"149",1.14894661076377
"150",0.126390507488802
"151",3.25555253265416
"152",0.423099750592797
"153",0.837931452007664
"154",0.0104479370589718
"155",0.556028814492651
"156",1.20342656667509
"157",0.206031390170553
"158",0.181668954449844
"159",0.180666643699648
"160",1.54956269166946
"161",0.0676610903813728
"162",0.76787860777524
"163",0.159736820864997
"164",0.0379567183602116
"165",0.253399834923264
"166",0.789007644054577
"167",0.489308180343104
"168",1.78445219881628
"169",1.18775482474678
"170",1.2428005421799
"171",0.173464766675249
"172",0.179303987861814
"173",0.677147504473922
"174",0.285771928535167
"175",0.225499304002248
"176",0.0270620147764014
"177",0.188515096217859
"178",0.148447913954987
"179",0.145959545589955
"180",0.340023945741383
"181",0.154480886547486
"182",0.151313660051547
"183",0.299765647518256
"184",0.349374728995202
"185",1.11331516127746
"186",0.114750424572517
"187",0.604640163649312
"188",0.0327309570995657
"189",0.428169368752831
"190",0.676815752349537
"191",0.42432611392228
"192",0.77062554470923
"193",0.890259581429167
"194",1.00561338853777
"195",2.64668877769475
"196",0.603214237563495
"197",0.584266675322178
"198",0.0421825687337201
"199",0.00219414373630489
"200",0.64542064480668
"201",1.92155483818557
"202",1.5182392558691
"203",1.95600668023938
"204",1.9627342222142
"205",14.3795205071019
"206",6.71532694210913
"207",3.18418865926213
"208",7.05653461971541
"209",0.852735432041262
"210",0.833222187880999
"211",2.98878242454101
"212",0.267054515621695
"213",0.141486647965012
"214",2.70179978340012
"215",5.75503622966551
"216",0.309635219055307
"217",1.96019726439095
"218",8.51224438646188
"219",1.86804244561723
"220",1.68159146241332
"221",0.616437112147819
"222",2.24346905004392
"223",0.707208141869605
"224",0.451954049872697
"225",0.216314943683914
"226",0.31148136044469
"227",4.71550688186676
"228",0.798006980989387
"229",2.65182909956202
"230",1.61341292502257
"231",4.29743569588286
"232",3.51035336932047
"233",0.362025038942541
"234",4.16520655227572
"235",2.84084086006344
"236",1.94566582460145
"237",0.0370180821537254
"238",3.29002513175008
"239",0.192836304876966
"240",2.46593496545203
"241",2.47773659786419
"242",0.159464326773042
"243",1.59950502803764
"244",5.38594329253724
"245",2.01098674222219
"246",5.70826316381508
"247",0.994913824485751
"248",0.482016038821202
"249",0.0502856300813894
"250",0.0833335484790529
"251",0.184522199330864
"252",0.285768677884379
"253",0.038901436299362
"254",0.0679745075162725
"255",0.563687999526029
"256",0.0331423317056632
"257",0.0265970057156935
"258",0.198672593803792
"259",0.210987668253848
"260",0.113622724052556
"261",0.618177982001711
"262",0.982659731782364
"263",0.102350190834198
"264",0.444028650425145
"265",0.0333852145423847
"266",0.00478295759526226
"267",0.100618446092058
"268",0.156621790269207
"269",0.969826085562338
"270",0.865882879733769
"271",0.0189387608642329
"272",0.178562634738176
"273",0.0514981029949633
