"","True.age"
"274",0.0906961778746926
"275",0.205969022096783
"276",0.00106093733206292
"277",0.0951224552137511
"278",0.309211703693149
"279",0.0636787025628776
"280",0.272800613235343
"281",0.220502249378585
"282",0.240009153475227
"283",0.100588556863447
"284",0.0624824127169976
"285",0.0499596748586484
"286",0.0272108153122277
"287",0.531697971323786
"288",0.527128985575296
"289",0.287376358187361
"290",0.024155865670485
"291",0.0402022426449227
"292",0.0558168217814705
"293",0.103378895300408
"294",0.0632550091836759
"295",0.505153945935043
"296",0.0740231775878448
"297",0.0601478463696323
"298",0.146505913014308
"299",0.824958006847954
"300",0.148929495070819
"301",0.227738055579322
"302",0.100227326665491
"303",0.103016668158826
"304",0.467872794366094
"305",0.0622550585089052
"306",0.207361326891728
"307",0.496048263671206
"308",0.277655980104242
"309",0.036241562781838
"310",0.1163603399633
"311",0.41641860506316
"312",0.0131160268043224
"313",0.0881976800228479
"314",0.113873061420206
"315",0.651860863040802
"316",0.0754282197799325
"317",0.0697162095333086
"318",0.0398693128133694
"319",0.137750563428908
"320",0.153827620098448
"321",0.238984136036613
"322",0.228872364995009
"323",0.130074304109887
"324",0.0245600123901699
"325",0.331171500955705
"326",0.134378818409869
"327",0.0907633978902473
"328",0.321688491545627
"329",0.0584806615580007
"330",0.493257187136074
"331",0.118243960107861
"332",0.0374997712457503
"333",0.203480208511904
"334",0.252471142125298
"335",0.142847256325142
"336",0.500859347629982
"337",0.117738361736179
"338",0.26419894059118
"339",0.520124295353179
"340",0.203674851844345
"341",0.457046088959673
"342",0.0451744779376169
"343",0.506278532743457
"344",0.0955772174242182
"345",0.0978173708154109
"346",0.490817467544696
"347",0.544679305939805
"348",0.163715613545648
"349",0.827999012500058
"350",0.177469603613261
"351",0.204630527083317
"352",0.286051978668846
"353",0.446626645917757
"354",0.29163735126593
"355",0.212924700218315
"356",1.73218464328117
"357",0.594043979436025
"358",0.29496209512536
"359",0.408383571837089
"360",0.179316411105004
"361",0.255655869043261
"362",0.434238383529458
"363",0.584447349025204
"364",0.210762244025128
"365",1.9553155277505
"366",0.114090122639583
"367",0.180362288630258
"368",0.399615286542177
"369",1.37611663720986
"370",0.14641275305728
"371",0.0346221224524932
"372",0.421658177396802
"373",0.500136731284134
"374",0.00676528330259352
"375",0.138309240132132
"376",0.683467808135086
"377",0.130305217654357
"378",0.808698789126053
"379",0.138284400248983
"380",0.341332021891745
"381",0.609963066301721
"382",0.0625488586960667
"383",0.0263506109330258
"384",1.42768548687743
"385",1.19183403822845
"386",0.212822945373448
"387",1.43488094590326
"388",0.851715868820551
"389",0.0555716813178684
"390",0.397661438044931
"391",0.163986594563053
"392",0.321318248010614
"393",0.422547522311318
"394",0.132616749403695
"395",1.55502969500688
"396",0.0826416946023567
"397",0.434387918202292
"398",1.6047315110075
"399",1.27974577027354
"400",1.02536588417144
"401",0.19154064782599
"402",2.14659594175762
"403",0.526005037311567
"404",0.892760813635753
"405",1.11861864264575
"406",0.885040154354819
"407",6.28923982534356
"408",0.287773857730699
"409",4.56899787854181
"410",1.03548523266419
"411",0.548066928736759
"412",0.114804306084643
"413",4.92069448437239
"414",2.20614429105098
"415",1.39516282311151
"416",5.24473019588638
"417",0.231905029090022
"418",6.45434397277167
"419",0.133312180462376
"420",0.298218703526253
"421",0.666258309586269
"422",0.515323776808877
"423",0.0239061052199929
"424",1.31048202379954
"425",0.601230503266471
"426",3.93345100267732
"427",6.79143517288609
"428",1.10007326998528
"429",1.19751341828275
"430",0.496843624609546
"431",1.22172612079332
"432",0.362184112819449
"433",3.26601455805076
"434",1.37241552017049
"435",1.19683395652944
"436",0.89959863887578
"437",6.30038928131413
"438",0.426232961358366
"439",3.63580027965408
"440",1.50339155299123
"441",7.79802810847169
"442",4.88494828902942
"443",0.105470460251269
"444",4.79501484144031
"445",2.19265637891909
"446",1.3268686378829
"447",0.123179122214886
"448",7.56319355485937
"449",4.83905018837216
"450",0.885685759685032
"451",0.586476928505412
"452",4.98472151519478
"453",0.788112660228592
"454",0.33095185026955
"455",2.48033030072394
"456",1.74520149748878
"457",2.15031333786943
"458",2.07928174360284
"459",5.26360138662602
"460",1.26487418667858
"461",13.7523193294779
"462",1.09212144441902
"463",9.83048370527099
"464",2.34305894936103
"465",6.72982293796982
"466",0.658639688087256
"467",3.30465916232736
"468",9.79153235886746
"469",6.62520696102948
"470",1.25536335596594
"471",2.17147655116381
"472",3.53997397367842
"473",2.01583839223478
"474",5.62666774274364
"475",0.117560574577737
"476",3.68226298712074
"477",4.48824089984092
"478",1.61521985370147
"479",2.4480037028724
"480",0.249544756551033
"481",4.86841907951668
"482",0.418032901784693
"483",0.991707334442933
"484",1.25106323429069
"485",1.34840316203239
"486",0.267911909665785
"487",0.0102219435289985
"488",0.508631542064284
"489",1.53164593033256
"490",0.837342970804263
"491",0.292191931283093
"492",0.657713857815309
"493",0.45083137654947
"494",0.47319298893237
"495",0.700602397149749
"496",0.513442942301348
"497",0.107402522296636
"498",1.77902081754189
"499",0.120678020213019
"500",0.363253397576283
"501",0.0209034099127363
"502",0.280945576684125
"503",8.15146616904531
"504",0.565109981181797
"505",1.36763010464175
"506",3.16026887720808
"507",1.08925131994467
"508",1.72447972525149
"509",1.32846631923674
"510",0.16285689464822
"511",0.300147899732107
"512",0.855920062433421
"513",0.91865636599748
"514",0.548665309658163
"515",0.0482714103613464
"516",1.42085094984622
"517",0.12148986256721
"518",3.20653716028601
"519",0.568982751000322
"520",0.187014124055481
"521",1.62599894752398
"522",0.0153643018863416
"523",1.68377565371603
"524",0.985139273391074
"525",1.96907580884037
"526",0.218227782705345
"527",1.25669473776813
"528",0.503206124980359
"529",0.15304947782419
"530",0.14538806690954
"531",0.669412122428611
"532",1.54760971688636
"533",0.246424008251844
"534",0.165493968271099
"535",0.659111248937174
"536",1.04713328064134
"537",0.964441330292178
"538",1.06937354737809
"539",0.871041531309819
"540",0.417452155931906
"541",0.244459740125289
"542",0.814581099585236
"543",0.171978106255707
"544",0.181130603504795
"545",0.896702073312751
"546",0.201760994266478
"547",0.779171836103142
"548",0.276111751070028
"549",0.50340627315806
"550",0.624604216292331
"551",0.0297896727842808
"552",0.52216699868421
"553",0.178208408957295
"554",0.089188499608575
"555",1.24241232526072
"556",0.0936314137500567
"557",1.64336701612853
"558",0.0723146188179911
"559",0.717326267070336
"560",0.033471652944681
"561",0.0566359313061149
"562",0.623358003473709
"563",1.13599677472225
"564",0.434202253408468
"565",0.109351486589031
"566",2.21861416219886
"567",0.335858190846535
"568",1.19435976198686
"569",0.110443283670127
"570",1.17206118122599
"571",1.15540933039295
"572",3.39293480503153
"573",1.54207885748603
"574",0.333106013357705
"575",2.68202336532301
"576",2.84849088252374
"577",0.290826891294271
"578",0.270579327272272
"579",3.1472243367061
"580",0.0051192077980966
"581",0.104682990274296
"582",0.881032254985873
"583",0.0789749568354665
"584",0.484293736884596
"585",2.3974335069149
"586",0.247827338799982
"587",0.537678739788896
"588",0.857178794063254
"589",0.344711138291914
"590",2.45773942212436
"591",1.27544326031285
"592",1.75145285835083
"593",0.945526601572983
"594",1.69365351378128
"595",3.06173330948277
"596",2.34218060881897
"597",0.462061292045683
"598",0.0273877842235732
"599",0.618274668669889
"600",1.86390111953358
"601",0.0738827694795781
"602",0.713754646170166
"603",0.280822238955793
"604",0.582721118440796
"605",1.05577379074326
"606",3.65301619100082
"607",0.11753256473301
"608",0.563707350754932
"609",0.426727879517705
"610",0.876762851602564
"611",0.250485623526172
"612",0.195786701731842
"613",4.07892082985714
"614",0.270717913279001
"615",1.74917360629564
"616",0.854368221458857
"617",0.803768700163523
"618",0.930064232553695
"619",0.683443451042303
"620",1.78279179374222
"621",0.396562395904941
"622",1.72721752827225
"623",2.69006625474724
"624",0.889274233662982
"625",1.60797176456871
"626",0.142164836549664
"627",1.81778075729738
"628",1.28162403319918
"629",0.225382748741662
"630",0.404327081134622
"631",0.707313901522341
"632",0.394038650979939
"633",0.315389569702042
"634",6.13646751265714
"635",2.61986146180991
"636",4.73687007596711
"637",3.97685037189735
"638",2.03527373775142
"639",0.289340805048965
"640",0.901733811898779
"641",6.75407315317462
"642",6.2961636839269
"643",4.34285846949413
"644",1.09506996430078
"645",0.173848633013069
"646",0.188527107569453
"647",5.64638896702828
"648",4.30116607707068
"649",5.015049445305
"650",3.01926503460858
"651",1.0495545065002
"652",1.13886973148471
"653",0.559384463507257
"654",3.43505795299213
"655",0.415537231135488
"656",1.45597051348405
"657",0.298692153523771
"658",0.0325488763751309
"659",1.22666653613762
"660",0.366933370217685
"661",0.618009181620106
"662",0.0487655343893056
"663",1.18659985172649
"664",0.731939774218594
"665",0.747197977838402
"666",0.190907051765933
"667",1.39190371360025
"668",0.744618550645038
"669",1.45813975306892
"670",0.845765866912158
"671",1.61250070229447
"672",0.621000866556972
"673",0.435717983137648
"674",0.337493978796088
"675",0.457465594893932
"676",0.786780295964858
"677",0.572856480620459
"678",0.735126949639747
"679",1.40747290914585
"680",0.376215116596402
"681",0.0294559777202288
"682",0.0114877122358692
"683",0.10623699731981
"684",0.0815667595210545
"685",0.163640525606038
"686",0.0440166766029861
"687",0.282255601097896
"688",1.2587149349305
"689",0.13807757281424
"690",0.715039108231114
"691",0.722606180676205
"692",1.32636864711447
"693",0.177697073692869
"694",0.876149286683562
"695",0.109684897913731
"696",0.829009474993871
"697",0.256797984349502
"698",0.543404086340375
"699",0.303703355539921
"700",0.496261418166276
"701",0.63609734400326
"702",0.522485618662417
"703",0.0146184192054646
"704",0.778694061483705
"705",0.560940172274899
"706",0.0144706769970879
"707",0.198903120040232
"708",1.85442583704308
"709",0.085059311950725
"710",0.225356414178177
"711",1.94674533838791
"712",0.200006853001011
"713",0.236602763785217
"714",0.711163685948814
"715",0.0679102901026196
"716",0.228422509370869
"717",0.446693732573366
"718",0.173827121253875
"719",1.09697993002559
"720",0.275002464612832
"721",0.0529117134187373
"722",0.693197303283596
"723",0.01111541157458
"724",0.626682368976679
"725",0.00275424823250336
"726",0.304100386530751
"727",0.0156579492321791
"728",0.126425857838749
"729",0.732237066941257
"730",0.459260464695865
"731",0.0370369754348641
"732",0.270602259128068
"733",1.04354145524596
"734",0.309097370384708
"735",0.298176372043271
"736",0.0969304310006613
"737",0.408368866897032
"738",0.40040224807028
"739",0.435851521996692
"740",0.820516331273728
"741",0.616599594860719
"742",0.00702007534595328
"743",0.657830955734334
"744",0.0853131142373353
"745",0.481980313454888
"746",0.804170808116153
"747",0.669981588761869
"748",0.0463625803211647
"749",0.0503634944426121
"750",0.358627264582648
"751",0.723323087144744
"752",0.000669523030990327
"753",0.317571763867126
"754",0.76509550383465
"755",0.128700344201208
"756",0.145043696533165
"757",0.502387130468581
"758",0.579412423315965
"759",0.131100629927812
"760",1.10197930262404
"761",0.845246718076519
"762",0.694512061497596
"763",0.456851582474503
"764",0.927963994450085
"765",1.96988226728793
"766",0.632799907003076
"767",2.79424644744527
"768",0.521751293164099
"769",0.324864939838836
"770",1.20629605732501
"771",0.405232973580024
"772",0.0341192893417261
"773",0.547821425715934
"774",0.267495806629691
"775",0.838366527191052
"776",0.929988966398296
"777",0.140870313894872
"778",0.151260922540894
"779",0.608679393925955
"780",0.0817896542477996
"781",2.63398391920726
"782",0.00345197592242918
"783",0.217174685793482
"784",3.68369673168157
"785",1.20693795914764
"786",1.618733329481
"787",0.567502032289406
"788",1.17061832706145
"789",0.951786974581548
"790",0.601079927662573
"791",1.49280375894211
"792",0.462665392930319
"793",3.85579515874175
"794",0.12588670535167
"795",0.612340368320597
"796",0.127423887936914
"797",0.451389913690209
"798",1.02313516746598
"799",0.742912343558404
"800",2.39854240382141
"801",0.493464398900004
"802",0.134857767189008
"803",0.0587796390642179
"804",1.64791137085061
"805",0.128431168318212
"806",0.520573691691917
"807",0.373971598916301
"808",0.788670328525502
"809",1.52524008210958
"810",1.23440947318218
"811",1.89411292142149
"812",0.839512996438589
"813",0.962622618484936
"814",2.28045345120612
"815",3.18417529295227
"816",0.036456748097808
"817",0.0511030334092952
"818",1.02293181603279
"819",1.17127084119338
"820",0.103042159472894
"821",1.12934021525355
"822",0.406331090473008
"823",3.15255367353179
"824",0.926721379357543
"825",3.49060123922658
"826",1.3821628286163
"827",0.220344154997245
"828",0.46791449129719
"829",1.52545019083345
"830",0.366701970740809
"831",1.66106658227936
"832",1.70115841388291
"833",1.03804257126244
"834",3.39840309291358
"835",1.08377733816729
"836",2.48008763042279
"837",0.459535568713075
"838",3.39346982454443
"839",0.985609908065489
"840",0.78119283864807
"841",0.537500935397178
"842",0.0231909836814355
"843",0.63148232186955
"844",0.247969452969572
"845",0.913851454223124
"846",0.136296824330887
"847",0.166389849563399
"848",0.490748360948145
"849",0.744187282340755
"850",1.88669102054313
"851",0.305551265312539
"852",0.293701979548648
"853",0.241296546665903
"854",0.972867301625535
"855",0.143117624176545
"856",1.60499548505434
"857",0.070325708951632
"858",0.661053801633385
"859",0.356554977712466
"860",1.6501343035761
"861",0.379719084378921
"862",0.299092888496887
"863",0.0457115808147197
"864",2.19798966046551
"865",0.00635455076331137
"866",1.41731619170443
"867",0.642326596608191
"868",1.37579082449237
"869",2.60260014560355
"870",0.141353049685591
"871",0.601165072006912
"872",1.90247325672953
"873",10.1203590675056
"874",3.86903435152407
"875",0.842946747718377
"876",1.13562614732406
"877",1.74630362853747
"878",0.181234494890131
"879",3.63255558191663
"880",0.24378646133937
"881",2.36825067931485
"882",0.194098900080887
"883",2.91479434148677
"884",3.17794720168281
"885",0.679386060044463
"886",0.789862378519544
"887",0.962373310193374
"888",0.459649390360587
"889",1.17311866072981
"890",0.962076832720946
"891",0.917837936721078
"892",8.94736669351007
"893",1.25748319406217
"894",1.93732192944085
"895",0.959674383890418
"896",1.36980927976649
"897",5.68423556900781
"898",4.2819700323432
"899",0.519584157151314
"900",4.25745250819099
"901",2.85252808876054
"902",0.612620138292234
"903",0.565575861180358
"904",1.51589664961269
"905",8.02894598927813
"906",0.0139524584354938
"907",1.27124924199018
"908",1.8695765547082
"909",0.305913528522591
"910",2.38688676516557
"911",0.772599578358202
"912",0.617013555261279
"913",0.751097183023107
"914",1.79830414239326
"915",0.304243096662418
"916",0.751515518327842
"917",2.20289405407912
"918",1.3087808919868
"919",5.45259111114841
"920",0.917607544313054
"921",1.21797856482451
"922",1.5600020561818
"923",4.29462629186711
"924",4.56591002242365
"925",11.228961745271
"926",2.37032598842381
"927",2.84152623470105
"928",1.3444495019331
"929",0.637990433750154
"930",13.6424480727812
"931",5.49396717054423
"932",1.2054654439539
"933",0.238901481441687
"934",0.821990550037043
"935",2.89610458434493
"936",0.643598744389447
"937",8.02930502354575
"938",6.57732993220766
"939",0.924330704761832
"940",1.72791439833869
"941",0.115110839807773
"942",0.820001722707079
"943",5.32198691087726
"944",8.11208295485612
"945",4.03704206710479
"946",7.35154330118468
"947",6.55194183846694
"948",0.860181844199921
"949",1.64684131199457
"950",9.1846455053454
"951",11.4546786034654
"952",2.11725835344899
"953",2.36246260134826
"954",0.113054347925637
"955",0.0275748786043657
"956",0.361101370695142
"957",4.65230117610352
"958",19.3362102975392
"959",1.16774054744443
"960",2.20332619412061
"961",0.370486957932759
"962",7.70911988736594
"963",1.51596200981731
"964",1.1888040948433
"965",2.75284691622133
"966",8.85537645999369
"967",1.50431846832153
"968",6.94360868700851
"969",7.6379986441656
"970",1.66038008735821
"971",1.65181393052886
"972",2.19425112353877
"973",5.8293010271329
"974",8.51640628828234
"975",0.326630324066937
"976",3.0478707785757
"977",2.33066232510821
"978",0.607767880174617
"979",5.0663073194075
"980",3.40869715518702
"981",0.933108481888787
"982",7.64982559128245
"983",2.59562825655573
"984",1.09638371412539
"985",0.196282785500255
"986",2.39714556410577
"987",4.55088534478529
"988",1.50847291868205
"989",3.71854813070745
"990",4.27221191562318
"991",2.15827083838799
"992",0.00166124964272352
"993",0.000164376335535454
"994",0.00011782878175387
"995",6.53181489361776e-05
"996",4.69270469010963e-05
"997",0.000965226750682141
"998",0.0026878707188529
"999",0.000117653268982831
"1000",0.000948431678278072
"1001",0.00103337322220753
"1002",0.00171178756171234
"1003",3.70785240852711e-05
"1004",0.00341169088010546
"1005",0.000811910806654048
"1006",0.000339977264424141
"1007",0.0023251965980132
"1008",0.000955451147047925
"1009",0.000536003985382061
"1010",0.00061512515717041
"1011",0.000767632245611299
"1012",0.000202126694406807
"1013",0.000604155660346217
"1014",0.00022025424883898
"1015",0.000951198893474697
"1016",0.000101708693239055
"1017",0.000220266793178742
"1018",0.000875680159059561
"1019",0.000487221479977235
"1020",0.000423485022820275
"1021",0.000950203312271192
"1022",0.00154776452598129
"1023",0.000223483566123422
"1024",3.65126229247836e-05
"1025",0.000812041417535631
"1026",0.000229091496309508
"1027",0.00049915629108685
"1028",0.000232006587538414
"1029",0.000642083851171316
"1030",3.37849358378328e-07
"1031",0.000638876060765931
"1032",0.000381490035029936
"1033",0.000737238195494927
"1034",7.92253466616599e-05
"1035",0.000520025148216197
"1036",0.000138744945754443
"1037",0.000716728380022069
"1038",0.00102482260304448
"1039",0.00190274909195051
"1040",6.27365959910697e-05
"1041",0.000519857627801323
"1042",0.00222868213033314
"1043",0.000505201789803261
"1044",0.000668739426864212
"1045",0.000418064773581944
"1046",4.36244654124784e-05
"1047",0.000676375039558419
"1048",0.000956449030581591
"1049",0.00210106976440369
"1050",0.000345986804315496
"1051",0.000594293887769853
"1052",0.000131931773049321
"1053",5.61495296493297e-05
"1054",8.20909008460435e-05
"1055",0.000111733184280205
"1056",0.000320436079281838
"1057",0.00064701851653981
"1058",0.000173552353453177
"1059",0.000143447754174464
"1060",3.51536426285715e-05
"1061",0.000998912825236536
"1062",0.00105077981893739
"1063",0.00102906451220244
"1064",0.000114054951937642
"1065",0.000302196806411498
"1066",0.000369014672076839
"1067",0.000912278499541258
"1068",0.000191739718873984
"1069",0.00161461761298123
"1070",0.00107159730561768
"1071",0.00109221774945781
"1072",0.0010675568775653
"1073",0.000627125058405342
"1074",0.000294966659873663
"1075",0.0013226581102655
"1076",0.00124721282420664
"1077",0.000560574065648356
"1078",0.000655578315651856
"1079",0.000117617855153546
"1080",0.000957085841117339
"1081",0.00198455063783554
"1082",0.000267195134885573
"1083",0.00113779209386342
"1084",0.00048422683029592
"1085",0.00134812548554719
"1086",0.00182102136770401
"1087",0.000397376000271843
"1088",0.00289096914784151
"1089",0.00124603959681752
"1090",5.90687279903024e-05
"1091",0.108785163878188
"1092",0.117595181231314
"1093",0.149900775292851
"1094",0.0157696952910378
"1095",0.041522023876805
"1096",0.269834890103033
"1097",0.145017176946851
"1098",0.00365712937426821
"1099",0.0127931585442767
"1100",0.0561411087248409
"1101",0.0253009307359697
"1102",0.0778045682743453
"1103",0.0392453390099075
"1104",0.0572859856162395
"1105",0.193894668642768
"1106",0.0617546487254117
"1107",0.0188251407040969
"1108",0.0720216910398843
"1109",0.0346056387758011
"1110",0.00456470704348177
"1111",0.0251975027646996
"1112",0.0655498326712767
"1113",0.377553807971417
"1114",0.0448624207545798
"1115",0.126669382155782
"1116",0.256007206469615
"1117",0.663014451928191
"1118",0.0338138861105488
"1119",0.0916478595812151
"1120",0.0309113546228641
"1121",0.0566344482393433
"1122",0.417058984397508
"1123",0.00199788302009374
"1124",0.102669771011902
"1125",0.139385077677805
"1126",0.0831869586035783
"1127",0.134719448409607
"1128",0.0390811585847359
"1129",0.0270459150541207
"1130",0.267570976958311
"1131",0.0772248913173321
"1132",0.125332998519609
"1133",0.0057749459627594
"1134",0.054853832333329
"1135",0.0975271681885683
"1136",0.0127990594976062
"1137",0.00528413844262943
"1138",0.168073202625877
"1139",0.00703738105827156
"1140",0.0784167135910607
"1141",0.0259351019479279
"1142",0.0729491003710301
"1143",0.0845958518583938
"1144",0.0705351156178899
"1145",0.180022929867796
"1146",0.020945344819987
"1147",0.0490245303061183
"1148",0.0091830012209364
"1149",0.0441211424154542
"1150",0.0299659960082597
"1151",0.117088915550545
"1152",0.201387183779023
"1153",0.0901952220082833
"1154",0.1262736894159
"1155",0.0200710293274913
"1156",0.00845128942517626
"1157",0.00502201321355678
"1158",0.0122422896650463
"1159",0.0462792788432953
"1160",0.101996182757533
"1161",0.00661457118180842
"1162",0.0511973685066245
"1163",0.0230386417488901
"1164",0.107514532151564
"1165",0.797608385922713
"1166",0.306384172115921
"1167",0.0344575110477008
"1168",0.529477326873251
"1169",0.672317962347162
"1170",0.814750440713959
"1171",2.3293875457422
"1172",1.59361386068182
"1173",2.45997416259568
"1174",1.68570188261399
"1175",0.159720620755558
"1176",0.69866113655937
"1177",0.282827230949727
"1178",0.868837938681738
"1179",0.907604108178718
"1180",0.456572928387668
"1181",0.167836726885185
"1182",1.00885603929805
"1183",0.380469842471046
"1184",1.26956919737452
"1185",1.56845312574683
"1186",0.640458279898274
"1187",1.22120482859145
"1188",0.80361763547142
"1189",1.23701284062429
"1190",1.466955474403
"1191",1.03802481809294
"1192",0.925080754134734
"1193",0.925942397790489
"1194",0.48291349873127
"1195",0.697751892624806
"1196",0.194492707814287
"1197",0.557060398346988
"1198",0.174098605772847
"1199",0.955801342287453
"1200",0.931006157200841
"1201",0.770533855864111
"1202",0.00408267034305521
"1203",1.14679046873017
"1204",1.39161777612632
"1205",0.819469050044814
"1206",0.561562641147557
"1207",0.890204865213272
"1208",1.63901905491507
"1209",0.239286364036812
"1210",0.523391265321658
"1211",2.38672231558172
"1212",0.778513635811863
"1213",1.03299962464473
"1214",1.66005028421502
"1215",0.841948638444832
"1216",1.95860471917145
"1217",0.0574091101395107
"1218",1.01455463810125
"1219",0.403214331148312
"1220",0.14905075053064
"1221",7.0170514037989
"1222",2.16566864332256
"1223",0.631388917916472
"1224",2.38978906583537
"1225",1.14455156616606
