it	prior	PP_lik	BD_lik	q_0	q_1	q_2	root_age	death_age	w_shape	w_scale_0	mean_longevity_0	tot_length	
200	-13.241417	-6042.349207	-1203.322066	1.788374	0.912695	0.004897	24.480710	0.162839	0.870482	2.457675	2.635434	1720.416851
201	-12.323903	-5973.753690	-1191.769728	1.820345	0.762038	0.029646	25.117797	0.206889	0.707802	1.783470	2.234093	1684.194750
202	-12.431806	-5943.010197	-1195.578665	1.844301	0.704458	0.021891	24.410051	0.001380	0.694913	1.741039	2.219348	1685.698818
203	-12.289816	-5998.625410	-1189.840448	1.788988	0.891409	0.031091	24.042845	0.012930	0.773420	1.859137	2.159960	1701.916027
204	-12.530139	-6031.555102	-1202.654231	1.780028	0.816743	0.016852	23.923898	0.000144	0.727099	1.775330	2.170365	1729.285856
205	-12.151454	-6035.450239	-1219.982422	1.763819	0.761019	0.036069	24.377128	0.076224	0.811357	1.935955	2.171765	1732.107357
206	-12.703210	-5974.392782	-1207.798241	1.790864	0.812879	0.012626	24.468780	0.021328	0.742137	1.869857	2.245965	1702.211063
207	-12.649911	-6019.313775	-1201.889425	1.870440	0.895325	0.017061	24.064700	0.017891	0.786374	1.986215	2.278766	1719.356422
208	-13.366499	-6016.186528	-1210.804995	1.741341	0.734255	0.003015	25.252996	0.001209	0.756729	1.896305	2.241417	1740.140735
209	-13.378049	-6082.349752	-1209.212460	1.718596	0.869707	0.002885	24.145198	0.107599	0.788573	1.776693	2.034170	1757.541986
210	-13.435145	-6031.683039	-1213.867497	1.705637	0.782543	0.002374	24.337067	0.140706	0.752494	1.825632	2.167752	1740.321705
211	-12.633221	-6051.345751	-1209.323573	1.742084	0.722914	0.012615	24.857752	0.163230	0.761429	1.750647	2.058990	1740.941156
212	-13.178336	-6011.928809	-1183.901786	1.825507	0.991427	0.006209	24.497963	0.017700	0.782051	1.952432	2.249260	1698.602360
213	-13.472950	-5916.023063	-1183.444908	1.771998	0.782685	0.002524	24.678421	0.033137	0.680263	1.614464	2.101868	1665.450475
214	-13.588141	-6029.564159	-1209.182467	1.754030	0.875776	0.002050	24.305259	0.014193	0.756252	1.738809	2.056308	1734.138719
215	-13.161730	-5984.648411	-1204.447783	1.836140	0.740422	0.004751	23.871725	0.151761	0.788993	1.958681	2.241650	1709.129177
216	-12.421212	-5936.510361	-1194.581517	1.904625	0.856487	0.032426	25.808638	0.050113	0.667610	1.470546	1.951949	1685.593116
217	-12.368252	-5970.818261	-1196.182349	1.795908	0.882526	0.027726	24.555060	0.015360	0.651278	1.540579	2.100277	1691.820267
218	-12.473605	-5910.211044	-1188.417579	1.810245	0.837431	0.019967	23.784554	0.064806	0.650532	1.370563	1.870865	1661.317978
219	-12.130641	-5905.053035	-1193.647959	1.748175	1.008565	0.048152	24.209276	0.197147	0.628771	1.350917	1.917476	1659.553737
220	-12.651307	-5946.401292	-1197.217536	1.792132	0.969818	0.016890	24.511075	0.022182	0.642202	1.589729	2.201677	1681.614018
221	-12.594035	-5947.970595	-1204.673387	1.795984	0.904479	0.017716	24.700776	0.045650	0.700371	1.588303	2.009496	1692.246736
222	-12.734942	-5931.645034	-1192.796980	1.733162	0.845713	0.010822	24.361757	0.220758	0.648911	1.317672	1.803661	1679.304877
223	-12.381859	-5978.923974	-1204.795856	1.844130	0.768353	0.025783	24.368981	0.183223	0.707054	1.836093	2.302282	1705.070211
224	-12.703007	-5997.696720	-1192.170916	1.791236	1.021175	0.015237	23.962072	0.120311	0.811968	1.937947	2.172866	1694.477814
225	-12.335234	-5975.240561	-1191.286477	1.823277	0.942595	0.033372	24.641656	0.137625	0.697201	1.560941	1.983471	1682.779866
226	-12.078779	-5995.629390	-1193.043743	1.824128	0.815065	0.050129	24.271227	0.211951	0.817310	2.070807	2.311389	1702.012827
227	-12.235862	-6012.750144	-1187.748718	1.766888	0.926257	0.040045	25.331335	0.132465	0.812554	2.034837	2.280363	1701.499244
228	-12.365830	-6013.337386	-1194.511678	1.805531	1.003673	0.032539	24.451002	0.072813	0.784510	1.913559	2.199296	1709.311769
229	-12.388346	-5932.678532	-1195.431983	1.808289	0.975961	0.029857	24.365079	0.010950	0.713878	1.772739	2.203191	1683.653643
230	-12.870038	-5981.164048	-1199.551881	1.788959	1.038279	0.011749	24.701110	0.013381	0.672979	1.615957	2.127112	1695.810288
231	-12.484015	-5972.562805	-1185.384711	1.818773	0.858328	0.023587	25.299833	0.006271	0.771849	1.913300	2.226383	1683.150878
232	-12.768540	-6085.073670	-1200.450407	1.784336	1.025064	0.013136	23.676972	0.052927	0.856125	2.167083	2.347229	1756.714194
233	-12.470881	-5989.598026	-1196.123271	1.801228	0.894074	0.022105	24.262940	0.117105	0.752638	1.804004	2.141735	1700.137993
234	-12.569574	-5973.621051	-1189.468558	1.789359	0.861444	0.017077	24.354132	0.111840	0.741970	1.740417	2.090886	1694.579929
235	-12.467349	-6021.013897	-1208.954401	1.709613	0.846429	0.017680	23.950136	0.082156	0.746273	1.855227	2.218039	1729.673626
236	-12.776642	-6035.384821	-1202.225542	1.840308	0.951902	0.014474	24.854427	0.038121	0.737477	2.027615	2.448506	1722.346258
237	-12.702855	-5979.745597	-1200.002933	1.814547	1.046879	0.016852	24.328002	0.045922	0.720572	1.705430	2.101689	1702.787922
238	-12.865527	-5972.319231	-1199.355060	1.856555	0.996372	0.011389	23.669217	0.225998	0.691562	1.546667	1.980872	1691.160977
239	-12.886122	-6016.640344	-1202.479020	1.788887	0.797868	0.008795	24.860914	0.011505	0.762014	1.869758	2.197736	1718.902654
240	-12.306120	-6094.971042	-1211.957877	1.730011	0.717814	0.023843	24.384004	0.024470	0.711804	1.887193	2.351711	1767.406388
241	-12.030164	-6072.225193	-1214.346988	1.762426	0.779951	0.052007	24.860260	0.219688	0.827133	2.256137	2.498076	1750.374199
242	-12.263026	-6060.349033	-1196.559483	1.835309	0.753695	0.031274	24.056941	0.015720	0.824285	2.030490	2.253409	1740.412487
243	-12.306707	-6020.821830	-1204.635446	1.701891	0.824952	0.024087	24.033012	0.041588	0.740682	1.850469	2.226365	1730.304536
244	-12.432451	-6057.105198	-1210.101696	1.734292	0.714429	0.018396	24.334822	0.061958	0.783881	2.082981	2.395451	1739.146212
245	-12.147378	-6055.387171	-1211.936212	1.703605	0.790831	0.033764	24.401736	0.204852	0.768120	1.860431	2.173038	1741.826317
246	-12.532500	-6025.912005	-1189.595049	1.776248	0.721876	0.015357	23.744887	0.010141	0.824919	2.164766	2.401191	1719.352727
247	-12.832876	-5938.087228	-1203.715832	1.818776	0.897048	0.010109	23.427188	0.537958	0.689170	1.735602	2.230420	1687.494226
248	-12.564312	-5942.948411	-1196.613193	1.756150	0.835195	0.015922	24.345054	0.343660	0.765456	1.834994	2.149185	1675.708618
249	-12.313868	-5951.246297	-1192.606050	1.835323	1.039610	0.039349	24.103854	0.001201	0.724416	1.881603	2.307811	1679.994838
250	-12.363673	-5993.518423	-1202.733079	1.741228	0.820256	0.022176	23.807354	0.093172	0.714275	1.740510	2.162037	1710.753640
251	-12.410445	-5979.654087	-1197.649986	1.744917	0.993849	0.024998	23.934829	0.044390	0.658431	1.545158	2.081497	1688.807837
252	-12.153505	-6017.021998	-1196.635959	1.805067	1.008780	0.052236	24.252711	0.093832	0.796477	2.102605	2.389831	1712.848159
253	-11.996983	-5887.784111	-1198.513164	1.832013	1.054232	0.078883	23.720959	0.331605	0.590251	1.136043	1.746745	1658.182036
254	-12.346778	-5989.452598	-1199.870015	1.817318	0.855397	0.027297	23.764992	0.012730	0.715348	1.816324	2.253124	1701.115506
255	-12.399125	-6007.779693	-1193.236643	1.755160	0.915305	0.026569	25.131826	0.026409	0.820417	1.990684	2.216237	1696.536689
256	-12.302878	-5976.860368	-1199.685339	1.850297	0.879140	0.034378	24.369877	0.074087	0.740076	1.823636	2.195603	1691.720043
257	-12.343489	-5950.731921	-1198.718734	1.786985	0.898410	0.027677	23.978928	0.061930	0.667831	1.563974	2.075237	1696.284250
258	-12.025759	-6073.458855	-1219.322232	1.743607	0.711704	0.045675	24.807574	0.050820	0.776637	1.889480	2.188234	1760.432326
259	-12.829418	-6013.662532	-1208.721183	1.790321	0.903288	0.010593	24.411108	0.003910	0.717218	1.739571	2.152801	1721.319171
260	-11.887116	-6007.542075	-1204.006841	1.747269	1.008640	0.083146	23.894537	0.204682	0.779984	1.979735	2.285272	1712.711454
261	-12.492390	-6027.236676	-1190.646586	1.802877	1.022618	0.025717	24.344824	0.057192	0.845971	2.216364	2.418507	1710.351933
262	-13.189885	-5955.635534	-1191.566627	1.792584	0.942154	0.005446	24.491667	0.078630	0.703642	1.848227	2.328045	1683.149025
263	-13.969082	-5966.356931	-1195.185077	1.800968	0.942393	0.001062	23.838976	0.070979	0.718961	1.610094	1.988198	1700.294496
264	-13.080910	-5956.244037	-1202.823382	1.742047	0.820383	0.005074	23.768307	0.004593	0.625565	1.344831	1.920519	1695.234120
265	-12.855716	-5991.667018	-1193.415846	1.741719	0.740364	0.007577	24.050298	0.138310	0.736289	1.723838	2.084544	1695.258077
266	-13.566093	-5995.119428	-1200.297679	1.773842	0.841161	0.002337	25.189409	0.215815	0.714980	1.789941	2.221438	1707.630168
267	-13.267586	-6064.390262	-1212.095538	1.783730	0.790449	0.004027	24.858690	0.365685	0.703986	1.819932	2.291345	1737.696460
268	-12.193281	-5988.251331	-1211.411726	1.784295	0.947457	0.042538	24.537808	0.154998	0.669937	1.541615	2.038833	1710.086165
269	-12.620559	-5996.422995	-1201.772530	1.775591	1.019765	0.018789	24.808076	0.000743	0.712570	1.627596	2.026209	1704.163060
270	-12.644298	-5915.207795	-1189.874411	1.767433	0.859057	0.015267	25.192119	0.061622	0.642441	1.478895	2.047314	1663.532680
271	-12.528194	-5959.102145	-1200.848000	1.791504	0.926557	0.019922	24.023511	0.091258	0.840320	2.102475	2.304033	1685.566328
272	-12.828887	-5956.348803	-1192.331181	1.779509	1.122688	0.013300	24.155745	0.096094	0.742385	1.747569	2.098488	1681.744875
273	-12.900219	-6000.781560	-1192.223355	1.747566	0.928982	0.009017	24.715066	0.090435	0.675771	1.590869	2.085176	1697.855132
274	-12.861505	-5898.650414	-1199.507271	1.907946	1.018529	0.013027	23.661243	0.056016	0.640451	1.476828	2.051697	1665.151136
275	-11.871935	-5984.564609	-1195.834393	1.781179	0.878313	0.079703	24.391464	0.040495	0.696006	1.608825	2.047699	1697.917576
276	-11.899847	-6056.542243	-1193.068134	1.785254	0.784460	0.064867	23.874764	0.070054	0.803066	2.003034	2.263265	1723.943347
277	-12.583370	-6026.019015	-1196.377275	1.702846	0.756593	0.013019	24.266115	0.068469	0.828977	2.038135	2.253369	1705.922377
278	-12.295524	-6033.838246	-1197.365129	1.755976	0.924726	0.033866	25.068743	0.252910	0.762521	2.035547	2.391340	1712.891543
279	-12.403168	-6008.494288	-1190.134092	1.783218	0.810783	0.024233	24.841651	0.047084	0.832946	2.095402	2.309421	1708.773851
280	-12.388826	-6031.064580	-1200.332965	1.748711	0.778012	0.021634	24.109950	0.165891	0.791369	2.180479	2.489978	1725.565000
281	-12.634420	-6004.381501	-1201.801909	1.833023	0.910941	0.018649	25.237369	0.218008	0.784499	1.959384	2.251986	1719.074456
282	-12.305229	-6015.681726	-1201.877474	1.789800	0.826019	0.028133	24.023844	0.028926	0.780966	1.928733	2.224283	1726.724719
283	-12.186176	-6020.629801	-1213.860032	1.663895	0.899105	0.034011	24.839045	0.091323	0.782648	1.888374	2.174217	1728.213824
284	-12.620753	-5998.246833	-1188.377509	1.750808	1.105455	0.017968	23.530877	0.076929	0.722618	1.671763	2.054979	1691.001601
285	-12.229467	-5957.838698	-1186.930539	1.746664	0.933171	0.035375	24.318003	0.032106	0.820903	1.911096	2.126780	1680.505557
286	-12.608478	-6013.334198	-1193.511807	1.848776	1.104718	0.023060	23.933451	0.017277	0.788324	2.010718	2.302646	1701.360425
287	-12.866862	-5995.969920	-1193.017466	1.840548	0.898097	0.009666	23.415328	0.083511	0.735742	1.725438	2.087811	1706.296237
288	-13.015315	-5987.239574	-1201.109964	1.769517	0.908604	0.006778	23.887794	0.054866	0.768351	1.934026	2.258470	1706.783868
289	-12.410435	-5896.364626	-1192.795020	1.790445	1.005112	0.027624	23.925763	0.103245	0.585630	1.106264	1.719181	1659.731664
290	-12.741155	-5951.091370	-1192.785787	1.756399	0.967017	0.012183	23.855611	0.011574	0.665871	1.438705	1.914943	1685.569921
291	-12.375009	-5974.462189	-1199.068848	1.779083	0.841006	0.024958	24.259404	0.194398	0.764595	1.991717	2.334815	1701.815482
292	-12.626020	-6045.224654	-1190.609443	1.784549	0.923755	0.015686	24.011716	0.014441	0.758150	1.792508	2.115527	1720.405288
293	-12.778446	-6017.798275	-1201.445522	1.807989	0.861264	0.011260	23.963888	0.059796	0.834620	2.074302	2.283173	1714.509644
294	-12.521009	-6002.002169	-1210.201890	1.770563	0.706274	0.015246	24.046856	0.106145	0.693242	1.512331	1.932317	1720.195376
295	-12.788483	-5970.835169	-1202.164772	1.751233	0.930698	0.010661	23.973622	0.000042	0.787853	1.845244	2.114083	1700.849594
296	-11.830108	-6033.326654	-1210.162531	1.768372	0.762758	0.072174	23.855375	0.107268	0.838814	2.047545	2.246422	1730.381705
297	-12.202290	-6014.580333	-1195.753942	1.755879	0.892608	0.034091	23.538569	0.043744	0.776138	1.939375	2.247122	1712.225076
298	-12.097470	-6016.127680	-1202.237046	1.796700	0.840838	0.045115	23.698752	0.144283	0.783351	2.143856	2.466709	1721.971132
299	-12.120936	-6007.812065	-1199.090513	1.807849	0.861212	0.047679	24.678848	0.210780	0.765717	1.833979	2.147419	1715.553864
300	-12.958177	-6057.499364	-1193.342161	1.795197	0.910821	0.008413	24.335939	0.027690	0.839806	2.172186	2.381361	1738.882651
301	-12.304994	-5952.766171	-1188.178824	1.836212	1.017025	0.036051	23.321647	0.184759	0.729930	1.853796	2.258581	1666.753910
302	-11.869898	-5966.819184	-1183.091537	1.776321	0.968120	0.095111	24.810116	0.044893	0.837702	2.003938	2.200460	1657.437595
303	-12.491845	-5928.414036	-1176.918344	1.889831	1.032910	0.030865	24.895855	0.315894	0.739322	1.696889	2.044772	1644.724480
304	-12.427198	-5959.338572	-1191.167095	1.846145	0.933872	0.028510	24.645287	0.061359	0.687614	1.645038	2.118761	1667.958898
305	-12.350808	-5978.649481	-1180.322078	1.855234	1.177564	0.044706	24.153323	0.249357	0.761539	1.662671	1.955294	1662.957806
306	-12.425283	-5946.312067	-1183.493090	1.829979	0.893586	0.024295	23.679143	0.403559	0.769952	1.863514	2.172597	1655.006874
307	-13.639536	-5995.893204	-1191.117260	1.798730	1.187187	0.002929	24.134740	0.157923	0.707911	1.832498	2.295178	1681.109728
308	-13.518944	-5974.743007	-1190.979487	1.816305	1.003588	0.003073	24.427912	0.007670	0.799921	1.889885	2.141397	1666.105561
309	-12.912345	-6012.318809	-1191.962654	1.789404	0.957982	0.009103	24.025277	0.351772	0.732294	1.671503	2.030762	1678.279635
310	-12.766140	-5936.349190	-1186.571075	1.753413	1.027570	0.013184	24.520429	0.127402	0.715644	1.648168	2.043758	1650.525637
311	-12.461795	-5868.317108	-1188.763626	1.797796	0.940877	0.023823	24.208715	0.073422	0.779803	1.974102	2.279171	1629.072229
312	-12.226777	-5930.947713	-1182.666328	1.826010	1.210443	0.057719	23.784901	0.182603	0.664751	1.547041	2.062814	1647.495782
313	-12.508276	-5916.504079	-1186.064186	1.782041	0.916287	0.019299	23.706729	0.065949	0.688922	1.639063	2.107106	1652.029284
314	-12.495576	-5961.294531	-1193.913065	1.782453	0.875969	0.018551	23.547540	0.216439	0.641572	1.310684	1.817250	1671.013224
315	-12.558485	-5958.360281	-1199.500920	1.817655	0.961646	0.019801	24.098912	0.464093	0.726054	1.500707	1.836962	1677.457024
316	-12.487315	-5979.949752	-1192.622885	1.780817	1.046555	0.026225	24.870190	0.011750	0.749507	1.767934	2.106112	1684.774499
317	-12.587609	-5988.559899	-1198.024506	1.751727	0.738842	0.013531	24.225937	0.050926	0.672504	1.518967	2.000907	1695.353931
318	-12.484730	-5985.228140	-1199.824483	1.765639	0.962254	0.024228	25.357741	0.201718	0.686746	1.640165	2.115130	1702.099904
319	-11.789086	-6009.161114	-1202.360327	1.764731	0.905142	0.115374	25.555197	0.030690	0.748942	1.997428	2.380988	1706.932102
320	-12.505253	-6020.307095	-1195.120049	1.704286	1.282576	0.033229	25.539597	0.145404	0.727058	1.801279	2.202197	1698.674924
321	-12.703606	-6011.294512	-1200.954462	1.816852	1.076180	0.018951	25.003412	0.117721	0.757089	1.952517	2.306973	1702.979892
322	-11.973986	-5989.314399	-1201.429961	1.793629	0.993372	0.072044	24.012841	0.081710	0.756988	1.800699	2.127823	1686.507898
323	-11.805770	-5982.064004	-1204.652472	1.740955	1.003579	0.092878	23.466181	0.002388	0.729766	1.654131	2.015714	1692.019622
324	-12.310425	-5943.589430	-1189.378601	1.837398	0.965074	0.039277	25.051701	0.195495	0.715758	1.807683	2.241236	1672.441120
325	-12.196858	-6074.180002	-1206.232452	1.786920	1.078031	0.053154	24.814491	0.000826	0.815467	2.099473	2.347008	1739.930884
326	-12.430948	-6079.580833	-1205.330736	1.708219	0.971067	0.023513	24.562111	0.224286	0.839712	2.112523	2.316118	1738.576383
327	-12.653614	-6061.498061	-1214.031241	1.758111	0.893124	0.014746	24.839670	0.143414	0.743040	1.763846	2.116465	1751.749300
328	-12.123958	-6063.545750	-1219.893717	1.661122	0.813722	0.033640	24.203405	0.071195	0.737785	1.941152	2.343260	1757.604902
329	-12.363865	-6077.697246	-1212.843653	1.796161	0.891608	0.031273	25.394356	0.042203	0.798341	2.138670	2.426730	1755.205616
330	-12.053637	-6038.257304	-1193.140716	1.722064	1.042021	0.057780	24.254180	0.146788	0.845446	2.000436	2.183742	1719.762376
331	-12.225101	-6045.078058	-1211.106638	1.756233	0.793381	0.035861	25.889014	0.086153	0.713811	1.664149	2.068412	1732.245662
332	-12.269059	-6025.545747	-1217.782108	1.692620	0.870303	0.029384	24.979731	0.081122	0.661659	1.588008	2.127988	1729.658819
333	-12.420173	-6056.834166	-1199.855908	1.757463	1.164450	0.032687	24.308363	0.149559	0.758698	1.856023	2.189214	1733.864056
334	-12.066040	-6076.536758	-1215.264459	1.755493	0.861001	0.048348	24.604068	0.077022	0.746267	1.738142	2.078073	1752.504411
335	-11.790058	-6032.675060	-1209.427590	1.770764	0.765909	0.080908	23.978027	0.142226	0.687637	1.729904	2.227991	1729.178029
336	-12.351370	-6029.838880	-1203.779078	1.782115	0.962208	0.029627	23.918355	0.037862	0.791188	2.098493	2.396756	1721.375408
337	-12.155415	-5977.300988	-1202.876699	1.687192	0.820676	0.035061	24.970537	0.068506	0.633349	1.395361	1.963697	1703.810175
338	-12.332224	-6020.324904	-1205.333585	1.768016	0.951344	0.030122	24.334755	0.086613	0.711650	1.687547	2.103343	1725.045243
339	-12.507352	-5993.068292	-1190.008677	1.786450	0.799736	0.018490	24.419876	0.044924	0.772478	1.938167	2.253897	1694.087955
340	-12.686536	-5917.161068	-1183.582845	1.836264	1.118977	0.020156	24.496093	0.246856	0.708100	1.626090	2.036151	1657.955192
341	-12.458731	-5972.024969	-1189.266520	1.789024	0.902865	0.023500	24.510565	0.110713	0.779561	2.087244	2.410366	1685.152634
342	-12.551111	-6010.272604	-1194.088836	1.763724	0.859103	0.017191	24.272780	0.172698	0.800715	2.066373	2.339712	1702.256539
343	-12.334660	-5989.733279	-1185.573998	1.814309	0.820115	0.026956	23.791017	0.165044	0.822874	2.031947	2.257619	1681.480678
344	-12.917100	-5933.900544	-1189.951512	1.747211	0.919605	0.008388	24.581856	0.100284	0.715845	1.534847	1.902752	1660.595147
345	-12.332514	-5969.527387	-1193.655423	1.846351	0.955888	0.034070	24.031856	0.189778	0.804708	1.957370	2.208472	1675.697479
346	-12.404641	-5979.059310	-1201.104830	1.838974	0.839741	0.025152	24.146609	0.042761	0.783952	1.803572	2.073986	1697.195586
347	-12.797343	-6023.381358	-1191.616192	1.772662	0.926305	0.010812	23.668291	0.100502	0.835619	2.184347	2.402431	1709.869025
348	-12.532767	-5942.610543	-1191.235604	1.784619	0.900029	0.019281	24.499536	0.265859	0.753195	1.730795	2.053581	1675.255307
349	-12.471250	-5990.692824	-1179.139118	1.808662	0.984867	0.024004	23.590008	0.062028	0.785928	2.090974	2.399967	1677.405005
350	-12.052724	-5988.794257	-1194.864454	1.740869	0.906115	0.049384	24.148063	0.216923	0.742036	1.815122	2.180470	1687.534710
351	-12.553508	-5907.876112	-1182.433184	1.849925	0.899690	0.019692	23.933499	0.198203	0.757907	1.781568	2.103158	1649.904317
352	-13.399920	-5891.127949	-1192.100862	1.848237	0.998085	0.003756	23.427774	0.580055	0.699291	1.690072	2.141403	1642.718153
353	-12.889293	-5948.178988	-1182.918854	1.812088	0.937055	0.009810	24.074938	0.008622	0.673694	1.604151	2.109257	1653.472015
354	-13.252049	-5952.783210	-1187.814106	1.893510	1.104643	0.007206	25.023216	0.008843	0.697212	1.697886	2.157453	1671.222175
355	-12.826079	-5971.961826	-1193.571335	1.802979	1.232884	0.017275	24.572920	0.218300	0.788472	2.079411	2.380983	1674.885988
356	-12.536344	-5936.576995	-1175.880617	1.794086	1.077178	0.023127	24.028303	0.086160	0.774718	1.727638	2.004597	1653.525038
357	-12.766396	-5952.134594	-1185.226088	1.824905	1.173730	0.018277	24.501755	0.020240	0.797966	1.952202	2.215895	1673.038137
358	-12.617650	-5958.345009	-1189.614513	1.848838	0.906058	0.018615	24.493777	0.136317	0.775139	2.029497	2.353864	1680.825222
