Species	Status	MinT	MaxT
Hoploaceratherium_belvederense	extinct	9.8	11.1
Hoploaceratherium_belvederense	extinct	9.8	11.1
Hoploaceratherium_belvederense	extinct	8.7	11.1
Hoploaceratherium_belvederense	extinct	11.1	13.5
Hoploaceratherium_belvederense	extinct	11.1	13.5
Hoploaceratherium_gobiense	extinct	20.78	23
Hoploaceratherium_gobiense	extinct	20.78	23
Hoploaceratherium_gobiense	extinct	24	25.6
Hoploaceratherium_tetradactylum	extinct	9.8	11.1
Hoploaceratherium_tetradactylum	extinct	9.9	11.2
Hoploaceratherium_tetradactylum	extinct	9.9	11.2
Hoploaceratherium_tetradactylum	extinct	9.9	11.2
Hoploaceratherium_tetradactylum	extinct	9.9	11.2
Hoploaceratherium_tetradactylum	extinct	9.9	11.2
Hoploaceratherium_tetradactylum	extinct	9.9	11.2
Hoploaceratherium_tetradactylum	extinct	11.1	13.5
Hoploaceratherium_tetradactylum	extinct	11.1	13.5
Hoploaceratherium_tetradactylum	extinct	11.1	13.5
Hoploaceratherium_tetradactylum	extinct	11.1	13.5
Hoploaceratherium_tetradactylum	extinct	11.1	13.5
Hoploaceratherium_tetradactylum	extinct	11.1	13.5
Hoploaceratherium_tetradactylum	extinct	13.5	15
Hoploaceratherium_tetradactylum	extinct	9.8	15
Hoploaceratherium_tetradactylum	extinct	13.5	15
Hoploaceratherium_tetradactylum	extinct	13.5	15
Hoploaceratherium_tetradactylum	extinct	13.5	15
Hoploaceratherium_tetradactylum	extinct	13.5	15
Hoploaceratherium_tetradactylum	extinct	15	17
Hoploaceratherium_tetradactylum	extinct	13.5	17
Hoploaceratherium_tetradactylum	extinct	16.5	17
Hoploaceratherium_tetradactylum	extinct	16.3	17.5
Hoploaceratherium_tetradactylum	extinct	16.3	17.5
Hoploaceratherium_tetradactylum	extinct	16.3	17.5
Hoploaceratherium_tetradactylum	extinct	16.3	17.5
Hoploaceratherium_tetradactylum	extinct	16.3	17.5
Hoploaceratherium_tetradactylum	extinct	16.3	17.5
Hoploaceratherium_tetradactylum	extinct	16.3	17.5
Hoploaceratherium_tetradactylum	extinct	16.3	17.5
Hoploaceratherium_tetradactylum	extinct	16.3	17.5
Hoploaceratherium_tetradactylum	extinct	16.3	17.5
Huabeitragus_yushensis	extinct	5.3	8.9
Huaqinghtherium_lintungense	extinct	11.2	12.5
Huaqinghtherium_lintungense	extinct	12.5	15.5
Huaxiachoerus_guangxiensis	extinct	33.9	37.2
Huaxiachoerus_guangxiensis	extinct	33.9	37.2
Hydaspitherium_birmanicum	extinct	5.3	11.2
Hydropotes_inermis	extant	1.2	1.8
Hylochoerus_meinertzhageni	extant	0.0117	0.04
Hylochoerus_meinertzhageni	extant	0	0.02
Hylochoerus_meinertzhageni	extant	0	0.0117
Hylochoerus_meinertzhageni	extant	0	0.0117
Hyotherium_lacaillae	extinct	16.4	17.2
Hyotherium_major	extinct	19.5	22.4
Hyotherium_major	extinct	19.5	22.4
Hyotherium_major	extinct	19.5	22.4
Hyotherium_major	extinct	17.2	19.5
Hyotherium_major	extinct	16.4	17.2
Hyotherium_meissneri	extinct	19.5	22.4
Hyotherium_meissneri	extinct	19.5	22.4
Hyotherium_meissneri	extinct	19.5	22.4
Hyotherium_meissneri	extinct	19.5	22.4
Hyotherium_meissneri	extinct	19.5	22.4
Hyotherium_meissneri	extinct	19.5	22.4
Hyotherium_meissneri	extinct	17.2	19.5
Hyotherium_meissneri	extinct	17.2	19.5
Hyotherium_meissneri	extinct	17.2	19.5
Hyotherium_meissneri	extinct	14.2	16.4
Hyotherium_meissneri	extinct	16.4	17.2
Hyotherium_shanganwense	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	12.9	16.4
Hyotherium_soemmeringi	extinct	12.9	16.4
Hyotherium_soemmeringi	extinct	12.9	16.4
Hyotherium_soemmeringi	extinct	11.2	14.2
Hyotherium_soemmeringi	extinct	17.2	19.5
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	14.2	16.4
Hyotherium_soemmeringi	extinct	11.2	12.9
Hyotherium_soemmeringi	extinct	12.9	14.2
Hyotherium_soemmeringi	extinct	12.9	14.2
Hyotherium_soemmeringi	extinct	12.9	14.2
Hyotherium_soemmeringi	extinct	12.9	14.2
Hyotherium_soemmeringi	extinct	12.9	14.2
Hyotherium_soemmeringi	extinct	12.9	14.2
Hyotherium_soemmeringi	extinct	12.9	14.2
Hyotherium_soemmeringi	extinct	12.9	14.2
Hyotherium_soemmeringi	extinct	16.4	17.2
Hyotherium_soemmeringi	extinct	16.4	17.2
Hyotherium_soemmeringi	extinct	16.4	17.2
Hyotherium_soemmeringi	extinct	16.4	17.2
Hyotherium_soemmeringi	extinct	16.4	17.2
Hyotherium_soemmeringi	extinct	16.4	17.2
Hyotherium_soemmeringi	extinct	16.4	17.2
Hyotherium_soemmeringi	extinct	16.4	17.2
Hyotherium_soemmeringi	extinct	16.4	17.2
Hyotherium_soemmeringi	extinct	16.4	17.2
Hyotherium_soemmeringi	extinct	16.4	17.2
Hyotherium_soemmeringi	extinct	16.4	17.2
Hyotherium_soemmeringi	extinct	16.318	16.583
Hyotherium_youngi	extinct	15.2	20
Hyotherium_youngi	extinct	15.2	17
Hyotherium_youngi	extinct	11.2	12.5
Hypohippus_affinis	extinct	14.8	16
Hypohippus_affinis	extinct	12.5	14.8
Hypohippus_affinis	extinct	12.5	14.8
Hypohippus_affinis	extinct	12.5	14.8
Hypohippus_affinis	extinct	12.1	12.5
Hypohippus_affinis	extinct	10.1	12.1
Hypohippus_affinis	extinct	10.1	12.1
Hypohippus_affinis	extinct	10.1	12.1
Hypohippus_affinis	extinct	10.1	12.1
Hypohippus_chico	extinct	12.5	14.8
Hypohippus_equinus	extinct	16	17.5
Hypohippus_equinus	extinct	14.8	16
Hypohippus_equinus	extinct	14.8	16
Hypohippus_nevadensis	extinct	10.1	12.1
Hypohippus_osborni	extinct	14.8	16
Hypohippus_osborni	extinct	14.8	16
Hypohippus_osborni	extinct	14.8	16
Hypohippus_osborni	extinct	14.8	16
Hypohippus_osborni	extinct	14.8	16
Hypohippus_osborni	extinct	14.8	16
Hypohippus_osborni	extinct	12.5	14.8
Hypohippus_osborni	extinct	12.5	14.8
Hypohippus_osborni	extinct	12.5	14.8
Hypohippus_osborni	extinct	12.5	14.8
Hypohippus_osborni	extinct	12.5	14.8
Hypohippus_osborni	extinct	12.5	14.8
Hypohippus_osborni	extinct	12.5	14.8
Hypsiops_breviceps	extinct	19.5	23
Hypsiops_breviceps	extinct	18.8	19.5
Hypsiops_breviceps	extinct	18.8	19.5
Hypsiops_breviceps	extinct	18.8	19.5
Hypsiops_breviceps	extinct	19.5	23
Hypsiops_breviceps	extinct	18.8	19.5
Hypsiops_breviceps	extinct	18.8	23
Hypsiops_breviceps	extinct	18.8	23
Hypsiops_breviceps	extinct	23	28.1
Hypsiops_breviceps	extinct	19.5	23
Hypsiops_breviceps	extinct	19.5	23
Hypsiops_breviceps	extinct	16	18.8
Hypsiops_breviceps	extinct	20.3	24.8
Hypsiops_breviceps	extinct	16	18.8
Hypsiops_breviceps	extinct	20.3	24.8
Hypsiops_breviceps	extinct	20.3	24.8
Hypsiops_breviceps	extinct	20.3	24.8
Hypsiops_breviceps	extinct	20.3	24.8
Hypsiops_latidens	extinct	23	28.1
Hypsiops_latidens	extinct	28.1	30
Hypsiops_latidens	extinct	28.1	30
Hypsiops_latidens	extinct	28.1	30
Hypsiops_latidens	extinct	23	28.1
Hypsiops_latidens	extinct	28.1	30
Hypsiops_latidens	extinct	23	28.1
Hypsiops_latidens	extinct	23	28.1
Hypsiops_latidens	extinct	23	30
Hypsiops_latidens	extinct	23	28.1
Hypsiops_latidens	extinct	28.1	30
Hypsiops_latidens	extinct	19.5	23
Hypsiops_latidens	extinct	23	28.1
Hypsiops_latidens	extinct	23	28.1
Hypsiops_latidens	extinct	23	28.1
Hypsiops_latidens	extinct	23	30
Hypsodontus_miocenicus	extinct	14.2	16.4
Hypsodontus_pronaticornis	extinct	12.9	16.4
Hypsodontus_pronaticornis	extinct	12.9	14.2
Hypsodontus_pronaticornis	extinct	13.263	14.059
Hypsodontus_pronaticornis	extinct	12.9	14.2
Hypsodontus_pronaticornis	extinct	12.9	14.2
Hypsodontus_serbicus	extinct	12.9	14.2
Hypsodontus_tanyceras	extinct	13.7	13.8
Hyrachyus_agrarius	extinct	46.2	50.3
Hyrachyus_agrarius	extinct	46.2	50.3
Hyrachyus_agrarius	extinct	46.2	50.3
Hyrachyus_asiaticus	extinct	41.2	47.8
Hyrachyus_crista	extinct	47.8	52
Hyrachyus_eximius	extinct	43.8	46.3
Hyrachyus_eximius	extinct	46.3	46.9
Hyrachyus_eximius	extinct	46.3	46.9
Hyrachyus_eximius	extinct	46.3	46.9
Hyrachyus_eximius	extinct	46.9	49
Hyrachyus_eximius	extinct	46.9	49
Hyrachyus_eximius	extinct	50	52.7
Hyrachyus_lunanensis	extinct	37.2	48.6
Hyrachyus_metalophus	extinct	37.2	48.6
Hyrachyus_minimus	extinct	37.8	41.2
Hyrachyus_minimus	extinct	37.8	41.2
Hyrachyus_minimus	extinct	40.5	42
Hyrachyus_minimus	extinct	46	48
Hyrachyus_modestus	extinct	43.8	46.3
Hyrachyus_modestus	extinct	43.8	46.3
Hyrachyus_modestus	extinct	46.3	46.9
Hyrachyus_modestus	extinct	46.3	46.9
Hyrachyus_modestus	extinct	46.3	46.9
Hyrachyus_modestus	extinct	46.9	49
Hyrachyus_modestus	extinct	46.9	49
Hyrachyus_modestus	extinct	46.9	49
Hyrachyus_modestus	extinct	46.9	49
Hyrachyus_modestus	extinct	49	49.9
Hyrachyus_modestus	extinct	49	49.9
Hyrachyus_modestus	extinct	49	49.9
Hyrachyus_modestus	extinct	49	49.9
Hyrachyus_modestus	extinct	49	49.9
Hyrachyus_modestus	extinct	50	52.7
Hyrachyus_modestus	extinct	50	52.7
Hyrachyus_modestus	extinct	52.7	53
Hyrachyus_neimongoliensis	extinct	47.8	52
Hyrachyus_stehlini	extinct	41.2	47.8
Hyrachyus_stehlini	extinct	46	50
Hyrachyus_tongi	extinct	37.2	48.6
Hyrachyus_tumidus	extinct	47.8	52
Hyracodon_leidyanus	extinct	30	32
Hyracodon_leidyanus	extinct	30	32
Hyracodon_leidyanus	extinct	30	32
Hyracodon_leidyanus	extinct	30	32
Hyracodon_leidyanus	extinct	30	32
Hyracodon_leidyanus	extinct	30	32
Hyracodon_medius	extinct	37.2	40.4
Hyracodon_medius	extinct	37.2	40.4
Hyracodon_medius	extinct	37.2	40.4
Hyracodon_medius	extinct	37.2	40.4
Hyracodon_medius	extinct	37.2	40.4
Hyracodon_medius	extinct	37.2	40.4
Hyracodon_medius	extinct	37.2	40.4
Hyracodon_medius	extinct	37.2	40.4
Hyracodon_medius	extinct	37.2	40.4
Hyracodon_medius	extinct	37.2	40.4
Hyracodon_medius	extinct	37.2	40.4
Hyracodon_medius	extinct	37.2	40.4
Hyracodon_medius	extinct	40.4	46.2
Hyracodon_nebraskensis	extinct	30	32
Hyracodon_nebraskensis	extinct	30	32
Hyracodon_nebraskensis	extinct	30	32
Hyracodon_nebraskensis	extinct	32	33.7
Hyracodon_nebraskensis	extinct	32	33.7
Hyracodon_nebraskensis	extinct	32	33.7
Hyracodon_nebraskensis	extinct	32	33.7
Hyracodon_nebraskensis	extinct	32	33.7
Hyracodon_nebraskensis	extinct	32	33.7
Hyracodon_nebraskensis	extinct	32	33.7
Hyracodon_nebraskensis	extinct	32	33.7
Hyracodon_nebraskensis	extinct	32	33.7
Hyracodon_nebraskensis	extinct	32	33.7
Hyracodon_nebraskensis	extinct	32	33.7
Hyracodon_nebraskensis	extinct	32	33.7
Hyracodon_nebraskensis	extinct	32	33.7
Hyracodon_nebraskensis	extinct	32	33.7
Hyracodon_nebraskensis	extinct	32	33.7
Hyracodon_nebraskensis	extinct	32	33.7
Hyracodon_nebraskensis	extinct	36.5	37
Hyracodon_nebraskensis	extinct	33.7	37.2
Hyracodon_nebraskensis	extinct	33.7	37.2
Hyracodon_nebraskensis	extinct	33.7	37.2
Hyracodon_nebraskensis	extinct	33.7	37.2
Hyracodon_nebraskensis	extinct	33.7	37.2
Hyracodon_petersoni	extinct	34.7	35.7
Hyracodon_petersoni	extinct	35.7	36.5
Hyracodon_petersoni	extinct	35.7	36.5
Hyracodon_petersoni	extinct	36.5	37
Hyracodon_petersoni	extinct	36.5	37
Hyracodon_petersoni	extinct	36.5	37
Hyracodon_petersoni	extinct	33.7	37.2
Hyracodon_petersoni	extinct	33.7	37.2
Hyracodon_petersoni	extinct	33.7	37.2
Hyracodon_petersoni	extinct	33.7	37.2
Hyracodon_petersoni	extinct	37.2	40.4
Hyracodon_primus	extinct	35.7	36.5
Hyracodon_primus	extinct	35.7	36.5
Hyracodon_primus	extinct	36.5	37
Hyracodon_primus	extinct	37.2	40.4
Hyracodon_primus	extinct	37.2	40.4
Hyracodon_priscidens	extinct	33.7	37.2
Hyracodon_priscidens	extinct	33.7	37.2
Hyracodon_priscidens	extinct	33.7	37.2
Hyracodon_priscidens	extinct	33.7	37.2
Hyracodon_priscidens	extinct	33.7	37.2
Hyracodon_priscidens	extinct	33.7	37.2
Hyracodon_priscidens	extinct	33.7	37.2
Hyracodon_priscidens	extinct	33.7	37.2
Hyracodon_priscidens	extinct	33.7	37.2
Hyracodon_priscidens	extinct	33.7	37.2
Hyracodon_priscidens	extinct	33.7	37.2
Hyracodon_priscidens	extinct	33.7	37.2
Hyracodon_priscidens	extinct	33.7	37.2
Hyracotherium_cristatum	extinct	53.4	54
Hyracotherium_cristatum	extinct	54	55.8
Hyracotherium_cristatum	extinct	54	55.8
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	46.2	50.3
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Hyracotherium_vasacciense	extinct	50.3	55.8
Iberolophus_arabensis	extinct	35	36
Iberolophus_jimenezi	extinct	38	39
Ilianodon_lunanensis	extinct	37.2	48.6
Ilingoceros_alexandrae	extinct	7.6	9
Ilingoceros_alexandrae	extinct	4.9	6.8
Ilingoceros_alexandrae	extinct	6.8	7.6
Ilingoceros_alexandrae	extinct	4.9	5.9
Ilingoceros_schizoceras	extinct	7.6	9
Indohyus_indirae	extinct	43.6	52
Indohyus_indirae	extinct	43.6	52
Indohyus_major	extinct	41.2	47.8
Indohyus_yuanchuensis	extinct	44	46
Indohyus_yuanchuensis	extinct	44	46
Injanatherium_arabicum	extinct	12.9	14.2
Injanatherium_hazimi	extinct	7.6	8.9
Iranotherium_morgani	extinct	9	9
Iranotherium_morgani	extinct	9	9
Iranotherium_morgani	extinct	7.9	8.16
Iranotherium_morgani	extinct	8.7	9.8
Iranotherium_morgani	extinct	8.7	9.8
Iranotherium_morgani	extinct	8.7	9.8
Iranotherium_morgani	extinct	9.8	11.1
Irdinolophus_mongoliensis	extinct	42.8	46.3
Irdinolophus_mongoliensis	extinct	37.2	48.6
Irdinolophus_tuiensis	extinct	37.2	48.6
Irenolophus_primarius	extinct	47.8	52
Irenolophus_qii	extinct	47.8	52
Isectolophus_annectens	extinct	42.8	43.8
Isectolophus_annectens	extinct	43.8	46.3
Isectolophus_latidens	extinct	46.3	46.9
Isectolophus_latidens	extinct	46.3	46.9
Isectolophus_latidens	extinct	41.2	47.8
Isectolophus_latidens	extinct	46.9	49
Isectolophus_latidens	extinct	46.9	49
Isectolophus_latidens	extinct	46.9	49
Isectolophus_radinskyi	extinct	46.3	46.9
Isectolophus_radinskyi	extinct	46.9	49
Jamous_kolleensis	extinct	5	5.3
Jhagirilophus_chorgalensis	extinct	37.2	48.6
Juxia_borissiaki	extinct	27.82	33.9
Juxia_borissiaki	extinct	33.9	37.2
Juxia_borissiaki	extinct	33.9	37.2
Juxia_borissiaki	extinct	33.9	48.6
Juxia_micracis	extinct	33.9	37.2
Juxia_sharamurenense	extinct	33.9	37.2
Juxia_sharamurenense	extinct	33.9	37.8
Juxia_sharamurenense	extinct	37.8	41.2
Juxia_sharamurenense	extinct	37.2	48.6
Juxia_sharamurenense	extinct	37.2	48.6
Juxia_shoui	extinct	33.9	37.2
Kabulicornis_ahmadi	extinct	5	5.3
Kalimantsia_bulgarica	extinct	7.1	7.6
Kalimantsia_bulgarica	extinct	7.1	7.6
Kalobatippus_agatensis	extinct	19.5	23
Kalobatippus_agatensis	extinct	18.8	19.5
Kalobatippus_agatensis	extinct	18.8	19.5
Kalobatippus_australis	extinct	17.8	17.8
Kalobatippus_australis	extinct	18.6	18.7
Kalobatippus_avus	extinct	23.5	23.5
Kalobatippus_avus	extinct	23.5	23.5
Kalobatippus_navasotae	extinct	18.6	18.6
Kalobatippus_navasotae	extinct	18.6	18.6
Kalobatippus_navasotae	extinct	18.6	18.7
Kalobatippus_navasotae	extinct	18.6	18.7
Kalobatippus_praestans	extinct	19.5	23
Karsimatherium_bazalethicum	extinct	5.3	8.9
Kenyapotamus_coryndoni	extinct	7.1	13.8
Kenyapotamus_coryndoni	extinct	7.1	11.2
Kenyapotamus_coryndoni	extinct	7.1	11.2
Kenyapotamus_coryndoni	extinct	7.1	11.2
Kenyapotamus_coryndoni	extinct	7.1	11.2
Kenyapotamus_coryndoni	extinct	7.1	11.2
Kenyapotamus_coryndoni	extinct	9.7	9.9
Kenyapotamus_coryndoni	extinct	8.9	9.9
Kenyapotamus_ternani	extinct	13.8	16
Kenyapotamus_ternani	extinct	13.8	16
Kenyapotamus_ternani	extinct	12.9	14.2
Kenyasus_kirimunensis	extinct	11.608	15.97
Kenyasus_namaquensis	extinct	16.4	17.2
Kenyasus_namaquensis	extinct	19	19.16
Kenyasus_rusingensis	extinct	16	20.4
Kenyasus_rusingensis	extinct	13.8	16
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyasus_rusingensis	extinct	16.4	17.2
Kenyatherium_bishopi	extinct	9.5	9.5
Kenyatherium_bishopi	extinct	9.5	9.5
Kenyatherium_bishopi	extinct	10	10
Khamsaconus_bulbosus	extinct	52.5	53
Khirtharia_aurea	extinct	46	50
Khirtharia_dayi	extinct	41.2	47.8
Khirtharia_dayi	extinct	41.2	47.8
Khirtharia_dayi	extinct	41.2	47.8
Khirtharia_dayi	extinct	41.2	47.8
Khirtharia_dayi	extinct	41.2	47.8
Khirtharia_inflatus	extinct	47.8	56
Khirtharia_inflatus	extinct	41.2	47.8
Kipsigicerus_labidotus	extinct	13.7	13.8
Kipsigicerus_labidotus	extinct	11.6	13.8
Kipsigicerus_labidotus	extinct	11.6	13.8
Kobus_ammolophi	extinct	5	5.3
Kobus_ammolophi	extinct	5	5.3
Kobus_ancystrocera	extinct	1.86	2
Kobus_ancystrocera	extinct	1.53	1.87
Kobus_ancystrocera	extinct	0.8	1.042
Kobus_ancystrocera	extinct	1.78	1.95
Kobus_ancystrocera	extinct	2.64	3.4
Kobus_ancystrocera	extinct	1.53	1.87
Kobus_ancystrocera	extinct	1.81	2.59
Kobus_ancystrocera	extinct	1.81	2.59
Kobus_ancystrocera	extinct	1.88	2
Kobus_ancystrocera	extinct	1.6	1.88
Kobus_ancystrocera	extinct	1.53	1.86
Kobus_ancystrocera	extinct	2.91	3.44
Kobus_ancystrocera	extinct	2.53	2.91
Kobus_ancystrocera	extinct	2.32	2.4
Kobus_ancystrocera	extinct	1.9	2.27
Kobus_ancystrocera	extinct	1.53	1.76
Kobus_ancystrocera	extinct	2.64	3.4
Kobus_barbarus	extinct	1.81	2.2
Kobus_basilcookei	extinct	4.4	4.4
Kobus_ellipsiprymnus	extant	2.6	3.6
Kobus_ellipsiprymnus	extant	0.0117	0.129
Kobus_ellipsiprymnus	extant	0.8	1.042
Kobus_ellipsiprymnus	extant	1.53	1.86
Kobus_ellipsiprymnus	extant	0.74	1.33
Kobus_ellipsiprymnus	extant	1.62	1.88
Kobus_ellipsiprymnus	extant	1.785	1.845
Kobus_ellipsiprymnus	extant	0.95	1.15
Kobus_ellipsiprymnus	extant	1.9	2.27
Kobus_khroumirensis	extinct	3.6	5
Kobus_kob	extant	2.6	3.6
Kobus_kob	extant	0.8	1.8
Kobus_kob	extant	1.53	1.87
Kobus_kob	extant	0.8	1.042
Kobus_kob	extant	2.5	2.5
Kobus_kob	extant	3.4	3.6
Kobus_kob	extant	2.64	3.4
Kobus_kob	extant	1.53	1.87
Kobus_kob	extant	1.38	1.53
Kobus_kob	extant	1.39	1.62
Kobus_kob	extant	1.88	2
Kobus_kob	extant	1.78	1.88
Kobus_kob	extant	1.6	1.88
Kobus_kob	extant	1.39	1.6
Kobus_kob	extant	1.53	1.86
Kobus_kob	extant	1.38	1.53
Kobus_kob	extant	2.53	3.44
Kobus_kob	extant	2.5	2.5
Kobus_kob	extant	1.33	1.53
Kobus_kob	extant	1.15	1.785
Kobus_kob	extant	0.95	1.15
Kobus_kob	extant	2.6	3.6
Kobus_kob	extant	2.91	3.44
Kobus_kob	extant	2.4	2.53
Kobus_kob	extant	1.9	2.27
Kobus_kob	extant	0.7	1.3
Kobus_kob	extant	2.64	3.4
Kobus_korotorensis	extinct	5	5.3
Kobus_korotorensis	extinct	3	3.5
Kobus_korotorensis	extinct	5	5.3
Kobus_laticornis	extinct	2.6	7.3
Kobus_laticornis	extinct	5.3	6.54
Kobus_leche	extant	1.53	1.87
Kobus_leche	extant	0.0117	0.129
Kobus_leche	extant	0.6	0.8
Kobus_leche	extant	1.78	1.95
Kobus_leche	extant	1.53	1.87
Kobus_leche	extant	1.88	2
Kobus_leche	extant	1.86	2
Kobus_leche	extant	1.53	1.86
Kobus_leche	extant	1.38	1.53
Kobus_leche	extant	0.74	1.33
Kobus_leche	extant	1.07	1.65
Kobus_leche	extant	0.62	1.04
Kobus_oricornus	extinct	5.2	5.2
Kobus_oricornus	extinct	3.18	3.2
Kobus_oricornus	extinct	3.4	3.6
Kobus_oricornus	extinct	2.64	3.4
Kobus_oricornus	extinct	2.7	2.88
Kobus_oricornus	extinct	2.47	2.57
Kobus_oricornus	extinct	5.2	5.2
Kobus_oricornus	extinct	2.53	3.44
Kobus_oricornus	extinct	2.47	2.57
Kobus_oricornus	extinct	2.34	2.52
Kobus_oricornus	extinct	2.52	3.4
Kobus_oricornus	extinct	2.52	3.4
Kobus_oricornus	extinct	2.91	3.44
Kobus_oricornus	extinct	3.6	3.94
Kobus_oricornus	extinct	2.64	3.4
Kobus_oricornus	extinct	3.2	3.446
Kobus_oricornus	extinct	3.94	4.35
Kobus_porrecticornis	extinct	5.7	5.7
Kobus_porrecticornis	extinct	4.9	5.2
Kobus_porrecticornis	extinct	5.7	5.7
Kobus_porrecticornis	extinct	5.7	5.7
Kobus_porrecticornis	extinct	5.7	5.7
