Species	Status	MinT	MaxT
Aphelops_megalodus	extinct	16.5	17
Aphelops_megalodus	extinct	15.9	17.5
Aphelops_megalodus	extinct	14.8	17.5
Aphelops_megalodus	extinct	14.8	17.5
Aphelops_megalodus	extinct	14.8	17.5
Aphelops_megalodus	extinct	14.8	17.5
Aphelops_megalodus	extinct	14.8	14.8
Aphelops_mutilus	extinct	5	5.9
Aphelops_mutilus	extinct	4.7	5.9
Aphelops_mutilus	extinct	6.6	6.7
Aphelops_mutilus	extinct	5.9	6.7
Aphelops_mutilus	extinct	5.9	6.7
Aphelops_mutilus	extinct	5.9	6.7
Aphelops_mutilus	extinct	5.9	6.7
Aphelops_mutilus	extinct	5.9	6.7
Aphelops_mutilus	extinct	5.9	6.7
Aphelops_mutilus	extinct	5.9	6.7
Aphelops_mutilus	extinct	5.9	6.7
Aphelops_mutilus	extinct	4.7	6.7
Aphelops_mutilus	extinct	4.7	6.7
Aphelops_mutilus	extinct	6.7	7.5
Aphelops_mutilus	extinct	6.7	7.5
Aphelops_mutilus	extinct	6.7	7.5
Aphelops_mutilus	extinct	6.7	7.5
Aphelops_mutilus	extinct	6.7	7.5
Aphelops_mutilus	extinct	6.7	7.5
Aphelops_mutilus	extinct	6.7	7.5
Aphelops_mutilus	extinct	6.7	7.5
Aphelops_mutilus	extinct	6.7	7.5
Aphelops_mutilus	extinct	6.7	7.5
Aphelops_mutilus	extinct	6.7	7.5
Aphelops_mutilus	extinct	5.2	7.5
Aphelops_mutilus	extinct	5.2	7.5
Aphelops_mutilus	extinct	7	8
Aphelops_mutilus	extinct	6.7	8
Aphelops_mutilus	extinct	5.2	8.1
Aphelops_mutilus	extinct	6.8	9
Aphelops_mutilus	extinct	6.8	9
Aphelops_mutilus	extinct	6.8	9
Apriculus_praeteritus	extinct	40.4	46.3
Aprotodon_aralense	extinct	22.3	27
Aprotodon_aralense	extinct	23.8	28.5
Aprotodon_ayakozensis	extinct	5.33	15.97
Aprotodon_blanfordi	extinct	10.8	18.3
Aprotodon_fatehjangense	extinct	11.61	15.97
Aprotodon_fatehjangense	extinct	17.7	20.04
Aprotodon_fatehjangense	extinct	17.7	20.04
Aprotodon_fatehjangense	extinct	17.7	20.04
Aprotodon_fatehjangense	extinct	17.7	20.04
Aprotodon_fatehjangense	extinct	20	23
Aprotodon_fatehjangense	extinct	20	23
Aprotodon_fatehjangense	extinct	20	23
Aprotodon_fatehjangense	extinct	20	23
Aprotodon_fatehjangense	extinct	20	23
Aprotodon_fatehjangense	extinct	20	23
Aprotodon_fatehjangense	extinct	20	23
Aprotodon_fatehjangense	extinct	20	23
Aprotodon_fatehjangense	extinct	20	23
Aprotodon_fatehjangense	extinct	17.7	23.03
Aprotodon_fatehjangense	extinct	11.61	23.03
Aprotodon_fatehjangense	extinct	11.61	23.03
Aprotodon_fatehjangense	extinct	11.61	23.03
Aprotodon_fatehjangense	extinct	11.61	23.03
Aprotodon_fatehjangense	extinct	11.61	23.03
Aprotodon_fatehjangense	extinct	11.61	23.03
Aprotodon_fatehjangense	extinct	11.61	23.03
Aprotodon_fatehjangense	extinct	11.61	23.03
Aprotodon_fatehjangense	extinct	11.61	23.03
Aprotodon_fatehjangense	extinct	11.61	23.03
Aprotodon_fatehjangense	extinct	11.61	23.03
Aprotodon_fatehjangense	extinct	17.7	23.03
Aprotodon_fatehjangense	extinct	17.7	23.03
Aprotodon_fatehjangense	extinct	17.7	23.03
Aprotodon_fatehjangense	extinct	17.7	23.03
Aprotodon_lanzhouense	extinct	20.6	21.3
Aprotodon_lanzhouense	extinct	17.7	23.03
Aprotodon_lanzhouense	extinct	17.7	23.03
Aprotodon_lanzhouense	extinct	17.7	23.03
Aprotodon_lanzhouense	extinct	17.7	23.03
Aprotodon_lanzhouense	extinct	17.7	23.03
Aprotodon_lanzhouense	extinct	23.03	27.82
Aprotodon_lanzhouense	extinct	20	28.5
Aprotodon_smithwoodwardi	extinct	23.8	28.5
Aprotodon_smithwoodwardi	extinct	28.5	33.7
Aragoral_mudejar	extinct	8.9	9.9
Archaeobelodon_filholi	extinct	19.2	20.5
Archaeobelodon_filholi	extinct	19	20
Archaeobelodon_filholi	extinct	16.4	17.2
Archaeobelodon_filholi	extinct	16.4	17.2
Archaeobelodon_filholi	extinct	16.4	17.2
Archaeobelodon_filholi	extinct	16.4	17.2
Archaeobelodon_filholi	extinct	14.2	16.4
Archaeobelodon_filholi	extinct	14.2	16.4
Archaeobelodon_filholi	extinct	14.2	16.4
Archaeobelodon_filholi	extinct	13.82	15.97
Archaeobelodon_filholi	extinct	12.85	14.2
Archaeobelodon_filholi	extinct	12.85	14.2
Archaeobelodon_filholi	extinct	11.2	12.85
Archaeohippus_blackbergi	extinct	18.6	21.7
Archaeohippus_blackbergi	extinct	18.6	21.7
Archaeohippus_blackbergi	extinct	21.2	21.7
Archaeohippus_blackbergi	extinct	16	18.8
Archaeohippus_blackbergi	extinct	16	18.8
Archaeohippus_blackbergi	extinct	16	18.8
Archaeohippus_blackbergi	extinct	18.6	18.7
Archaeohippus_blackbergi	extinct	18.6	18.7
Archaeohippus_blackbergi	extinct	18.6	18.7
Archaeohippus_blackbergi	extinct	18.6	18.6
Archaeohippus_blackbergi	extinct	18.9	18.9
Archaeohippus_mannulus	extinct	19.5	28.1
Archaeohippus_minimus	extinct	14.8	16
Archaeohippus_mourningi	extinct	16	17.5
Archaeohippus_mourningi	extinct	14.8	16
Archaeohippus_mourningi	extinct	14.8	16
Archaeohippus_mourningi	extinct	14.8	16
Archaeohippus_mourningi	extinct	12.5	14.8
Archaeohippus_mourningi	extinct	12.5	14.8
Archaeohippus_penultimatus	extinct	16	17.5
Archaeohippus_penultimatus	extinct	16	17.5
Archaeohippus_penultimatus	extinct	12.5	14.8
Archaeohippus_stenolophus	extinct	15.97	20.43
Archaeohippus_stenolophus	extinct	15.97	20.43
Archaeohippus_stenolophus	extinct	19.1	19.2
Archaeohippus_stenolophus	extinct	19.9	19.9
Archaeohippus_ultimus	extinct	14.8	16
Archaeohippus_ultimus	extinct	14.8	16
Archaeohippus_ultimus	extinct	14.8	16
Archaeohippus_ultimus	extinct	14.8	16
Archaeohippus_ultimus	extinct	12.5	14.8
Archaeohippus_ultimus	extinct	12.5	14.8
Archaeopotamus_harvardi	extinct	6.54	7.44
Archaeopotamus_harvardi	extinct	2.6	7.3
Archaeopotamus_harvardi	extinct	3.56	7.3
Archaeopotamus_harvardi	extinct	3.56	7.3
Archaeopotamus_harvardi	extinct	5.3	7.3
Archaeopotamus_harvardi	extinct	3.56	7.3
Archaeopotamus_harvardi	extinct	5.3	6.54
Archaeopotamus_harvardi	extinct	2.59	5.33
Archaeopotamus_harvardi	extinct	2.59	5.33
Archaeopotamus_harvardi	extinct	2.59	5.33
Archaeopotamus_harvardi	extinct	3.6	5.3
Archaeopotamus_harvardi	extinct	5	5.3
Archaeopotamus_harvardi	extinct	4.32	4.51
Archaeopotamus_lothagamensis	extinct	5.3	8.9
Archaeopotamus_lothagamensis	extinct	7.1	7.6
Archaeopotamus_lothagamensis	extinct	5.3	7.6
Archaeopotamus_lothagamensis	extinct	5.3	7.6
Archaeopotamus_lothagamensis	extinct	5.3	7.6
Archaeopotamus_lothagamensis	extinct	5.3	7.6
Archaeopotamus_lothagamensis	extinct	5.3	7.6
Archaeopotamus_lothagamensis	extinct	5.3	7.6
Archaeopotamus_lothagamensis	extinct	5.3	7.6
Archaeopotamus_lothagamensis	extinct	5.3	7.1
Archaeotherium_altidens	extinct	30	32
Archaeotherium_altidens	extinct	33.7	37.2
Archaeotherium_calkinsi	extinct	28.1	30
Archaeotherium_caninus	extinct	30	31.4
Archaeotherium_latidens	extinct	36.5	37
Archaeotherium_latidens	extinct	34.7	35.7
Archaeotherium_latidens	extinct	30	32
Archaeotherium_lemleyi	extinct	30	32
Archaeotherium_marshi	extinct	32	33.7
Archaeotherium_marshi	extinct	33.7	37.2
Archaeotherium_marshi	extinct	32	33.7
Archaeotherium_mortoni	extinct	33.7	34.7
Archaeotherium_mortoni	extinct	35.7	36.5
Archaeotherium_mortoni	extinct	36.5	37
Archaeotherium_mortoni	extinct	34.7	35.7
Archaeotherium_mortoni	extinct	32	33.7
Archaeotherium_mortoni	extinct	33.7	34.7
Archaeotherium_mortoni	extinct	32	33.7
Archaeotherium_mortoni	extinct	32	33.7
Archaeotherium_palustris	extinct	32	33.7
Archaeotherium_potens	extinct	33.7	34.7
Archaeotherium_potens	extinct	32	33.7
Archaeotherium_ramosus	extinct	33.7	34.7
Archaeotherium_ramosus	extinct	32	33.7
Archaeotherium_trippensis	extinct	24.8	26.3
Archaeotherium_wanlessi	extinct	32	33.7
Archaeotherium_wanlessi	extinct	30	32
Archaeotherium_wanlessi	extinct	32	33.7
Archaeotherium_zygomaticus	extinct	30	32
Archaeotherium_zygomaticus	extinct	31.4	32
Ardynia_altidentata	extinct	23.03	27.82
Ardynia_kazachstanensis	extinct	29	32
Ardynia_kazachstanensis	extinct	33.9	37.2
Ardynia_ordosensis	extinct	33.9	37.2
Ardynia_plicidentata	extinct	23.03	27.82
Ardynia_praecox	extinct	27.82	33.9
Ardynia_praecox	extinct	33.9	37.2
Ardynia_praecox	extinct	33.9	37.2
Ardynia_praecox	extinct	33.9	37.2
Ardynia_praecox	extinct	33.9	37.2
Ardynia_praecox	extinct	33.9	37.2
Ardynia_praecox	extinct	33.9	37.2
Arenahippus_aemulor	extinct	54.2	55.3
Arenahippus_aemulor	extinct	54.8	55.3
Arenahippus_aemulor	extinct	54.2	55.1
Arenahippus_aemulor	extinct	54.2	55.1
Arenahippus_aemulor	extinct	54.2	55.1
Arenahippus_aemulor	extinct	54.2	55.1
Arenahippus_aemulor	extinct	54.3	55.1
Arenahippus_aemulor	extinct	54.3	55.1
Arenahippus_aemulor	extinct	54.4	55.1
Arenahippus_aemulor	extinct	54.7	55.1
Arenahippus_aemulor	extinct	54.7	55.1
Arenahippus_aemulor	extinct	54.7	55.1
Arenahippus_aemulor	extinct	54.7	55.1
Arenahippus_aemulor	extinct	54.7	55.1
Arenahippus_aemulor	extinct	54.8	55.1
Arenahippus_aemulor	extinct	54.8	55.1
Arenahippus_aemulor	extinct	54.8	55.1
Arenahippus_aemulor	extinct	54.8	55.1
Arenahippus_aemulor	extinct	54.8	55.1
Arenahippus_aemulor	extinct	54.8	55.1
Arenahippus_aemulor	extinct	54.8	55.1
Arenahippus_aemulor	extinct	54.8	55.1
Arenahippus_aemulor	extinct	54.8	55.1
Arenahippus_aemulor	extinct	54.9	55.1
Arenahippus_aemulor	extinct	54.9	55.1
Arenahippus_aemulor	extinct	54.9	55.1
Arenahippus_aemulor	extinct	54.7	55
Arenahippus_aemulor	extinct	54.8	55
Arenahippus_aemulor	extinct	54.8	55
Arenahippus_aemulor	extinct	54.8	55
Arenahippus_aemulor	extinct	54.8	55
Arenahippus_aemulor	extinct	54.8	55
Arenahippus_aemulor	extinct	54.8	55
Arenahippus_aemulor	extinct	54.2	54.9
Arenahippus_aemulor	extinct	54.6	54.9
Arenahippus_aemulor	extinct	54.6	54.9
Arenahippus_aemulor	extinct	54.8	54.9
Arenahippus_aemulor	extinct	54.8	54.9
Arenahippus_aemulor	extinct	54.8	54.9
Arenahippus_aemulor	extinct	54.7	54.8
Arenahippus_aemulor	extinct	54.2	54.7
Arenahippus_aemulor	extinct	54.2	54.7
Arenahippus_aemulor	extinct	54.2	54.7
Arenahippus_aemulor	extinct	54.2	54.7
Arenahippus_aemulor	extinct	54.5	54.7
Arenahippus_aemulor	extinct	54.6	54.7
Arenahippus_aemulor	extinct	54.6	54.7
Arenahippus_aemulor	extinct	54.6	54.7
Arenahippus_aemulor	extinct	54.6	54.7
Arenahippus_aemulor	extinct	54.6	54.7
Arenahippus_aemulor	extinct	54.6	54.7
Arenahippus_aemulor	extinct	54.6	54.7
Arenahippus_aemulor	extinct	54.6	54.7
Arenahippus_aemulor	extinct	54.6	54.7
Arenahippus_aemulor	extinct	54.6	54.7
Arenahippus_aemulor	extinct	54.2	54.6
Arenahippus_aemulor	extinct	54.3	54.6
Arenahippus_aemulor	extinct	54.3	54.6
Arenahippus_aemulor	extinct	54.3	54.6
Arenahippus_aemulor	extinct	54.4	54.5
Arenahippus_aemulor	extinct	54.4	54.5
Arenahippus_aemulor	extinct	54.2	54.3
Arenahippus_aemulor	extinct	54.2	54.3
Arenahippus_aemulor	extinct	54.2	54.3
Arenahippus_aemulor	extinct	54.2	54.3
Arenahippus_aemulor	extinct	54.2	54.3
Arenahippus_aemulor	extinct	54.2	54.3
Arenahippus_aemulor	extinct	53.4	53.5
Arenahippus_aemulor	extinct	53.2	53.3
Arenahippus_aemulor	extinct	53.2	53.3
Arenahippus_aemulor	extinct	53.2	53.3
Arenahippus_aemulor	extinct	53.2	53.3
Arenahippus_aemulor	extinct	53.2	53.3
Arenahippus_aemulor	extinct	53	53.1
Arenahippus_aemulor	extinct	53	53.1
Arenahippus_aemulor	extinct	53	53.1
Arenahippus_aemulor	extinct	53	53.1
Arenahippus_aemulor	extinct	54	54.5
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	54	55.8
Arenahippus_aemulor	extinct	53	53
Arenahippus_aemulor	extinct	53.4	53.4
Arenahippus_aemulor	extinct	54.2	54.2
Arenahippus_aemulor	extinct	54.6	54.6
Arenahippus_aemulor	extinct	54.6	54.6
Arenahippus_aemulor	extinct	54.6	54.6
Arenahippus_aemulor	extinct	54.6	54.6
Arenahippus_aemulor	extinct	54.6	54.6
Arenahippus_aemulor	extinct	54.6	54.6
Arenahippus_aemulor	extinct	54.7	54.7
Arenahippus_aemulor	extinct	54.7	54.7
Arenahippus_aemulor	extinct	54.7	54.7
Arenahippus_aemulor	extinct	54.7	54.7
Arenahippus_aemulor	extinct	54.7	54.7
Arenahippus_aemulor	extinct	54.7	54.7
Arenahippus_aemulor	extinct	54.8	54.8
Arenahippus_aemulor	extinct	54.8	54.8
Arenahippus_aemulor	extinct	54.8	54.8
Arenahippus_aemulor	extinct	54.8	54.8
Arenahippus_aemulor	extinct	54.8	54.8
Arenahippus_aemulor	extinct	54.8	54.8
Arenahippus_aemulor	extinct	54.8	54.8
Arenahippus_aemulor	extinct	54.8	54.8
Arenahippus_aemulor	extinct	54.8	54.8
Arenahippus_aemulor	extinct	54.8	54.8
Arenahippus_aemulor	extinct	54.9	54.9
Arenahippus_aemulor	extinct	54.9	54.9
Arenahippus_aemulor	extinct	54.9	54.9
Arenahippus_aemulor	extinct	54.9	54.9
Arenahippus_aemulor	extinct	54.9	54.9
Arenahippus_aemulor	extinct	54.9	54.9
Arenahippus_aemulor	extinct	54.9	54.9
Arenahippus_aemulor	extinct	54.9	54.9
Arenahippus_aemulor	extinct	55.1	55.1
Arenahippus_aemulor	extinct	55.1	55.1
Arenahippus_aemulor	extinct	55.1	55.1
Arenahippus_aemulor	extinct	55.1	55.1
Arenahippus_aemulor	extinct	55.1	55.1
Arenahippus_aemulor	extinct	55.1	55.1
Arenahippus_grangeri	extinct	52.6	55.7
Arenahippus_grangeri	extinct	52.6	55.7
Arenahippus_grangeri	extinct	52.8	55.7
Arenahippus_grangeri	extinct	52.9	55.7
Arenahippus_grangeri	extinct	53.8	55.7
Arenahippus_grangeri	extinct	54.1	55.7
Arenahippus_grangeri	extinct	54.2	55.7
Arenahippus_grangeri	extinct	54.2	55.7
Arenahippus_grangeri	extinct	54.3	55.7
Arenahippus_grangeri	extinct	54.5	55.7
Arenahippus_grangeri	extinct	54.6	55.7
Arenahippus_grangeri	extinct	54.8	55.7
Arenahippus_grangeri	extinct	54.8	55.7
Arenahippus_grangeri	extinct	54.9	55.7
Arenahippus_grangeri	extinct	54.9	55.7
Arenahippus_grangeri	extinct	54.9	55.7
Arenahippus_grangeri	extinct	55.1	55.7
Arenahippus_grangeri	extinct	55.2	55.6
Arenahippus_grangeri	extinct	55.5	55.6
Arenahippus_grangeri	extinct	54.7	55.5
Arenahippus_grangeri	extinct	54.7	55.5
Arenahippus_grangeri	extinct	54.8	55.5
Arenahippus_grangeri	extinct	54.8	55.5
Arenahippus_grangeri	extinct	54.9	55.5
Arenahippus_grangeri	extinct	54.9	55.5
Arenahippus_grangeri	extinct	55.4	55.5
Arenahippus_grangeri	extinct	55.4	55.5
Arenahippus_grangeri	extinct	55.4	55.5
Arenahippus_grangeri	extinct	55.4	55.5
Arenahippus_grangeri	extinct	55.4	55.5
Arenahippus_grangeri	extinct	55.4	55.5
Arenahippus_grangeri	extinct	55.4	55.5
Arenahippus_grangeri	extinct	55.4	55.5
Arenahippus_grangeri	extinct	55.2	55.4
Arenahippus_grangeri	extinct	53.6	55.3
Arenahippus_grangeri	extinct	54.8	55.3
Arenahippus_grangeri	extinct	54.8	55.3
Arenahippus_grangeri	extinct	54.8	55.3
Arenahippus_grangeri	extinct	54.8	55.3
Arenahippus_grangeri	extinct	54.9	55.3
Arenahippus_grangeri	extinct	54.9	55.3
Arenahippus_grangeri	extinct	54.9	55.3
Arenahippus_grangeri	extinct	54.9	55.3
Arenahippus_grangeri	extinct	54.9	55.3
Arenahippus_grangeri	extinct	54.9	55.3
Arenahippus_grangeri	extinct	54.9	55.3
Arenahippus_grangeri	extinct	55.2	55.3
Arenahippus_grangeri	extinct	55.2	55.3
Arenahippus_grangeri	extinct	55.2	55.3
Arenahippus_grangeri	extinct	55.2	55.3
Arenahippus_grangeri	extinct	55.2	55.3
Arenahippus_grangeri	extinct	55.2	55.3
Arenahippus_grangeri	extinct	55.2	55.3
Arenahippus_grangeri	extinct	54.3	55.2
Arenahippus_grangeri	extinct	54.3	55.2
Arenahippus_grangeri	extinct	54.8	55.2
Arenahippus_grangeri	extinct	54.9	55.2
Arenahippus_grangeri	extinct	54.9	55.2
Arenahippus_grangeri	extinct	54.9	55.2
Arenahippus_grangeri	extinct	54.9	55.2
Arenahippus_grangeri	extinct	54.9	55.2
Arenahippus_grangeri	extinct	55.1	55.2
Arenahippus_grangeri	extinct	55.1	55.2
Arenahippus_grangeri	extinct	55.1	55.2
Arenahippus_grangeri	extinct	54.6	55.1
Arenahippus_grangeri	extinct	54.7	55.1
Arenahippus_grangeri	extinct	54.8	55.1
Arenahippus_grangeri	extinct	54.8	55.1
Arenahippus_grangeri	extinct	54.8	55.1
Arenahippus_grangeri	extinct	54.8	55.1
Arenahippus_grangeri	extinct	54.8	55.1
Arenahippus_grangeri	extinct	54.8	55.1
Arenahippus_grangeri	extinct	54.8	55.1
Arenahippus_grangeri	extinct	54.8	55.1
Arenahippus_grangeri	extinct	54.9	55.1
Arenahippus_grangeri	extinct	55	55.1
Arenahippus_grangeri	extinct	54.8	55
Arenahippus_grangeri	extinct	54.8	55
Arenahippus_grangeri	extinct	54.8	55
Arenahippus_grangeri	extinct	54.8	55
Arenahippus_grangeri	extinct	54.8	55
Arenahippus_grangeri	extinct	54.9	55
Arenahippus_grangeri	extinct	54.8	54.9
Arenahippus_grangeri	extinct	54.6	54.7
Arenahippus_grangeri	extinct	54.6	54.7
Arenahippus_grangeri	extinct	54.2	54.6
Arenahippus_grangeri	extinct	54.3	54.6
Arenahippus_grangeri	extinct	53.4	53.5
Arenahippus_grangeri	extinct	53.2	53.4
Arenahippus_grangeri	extinct	53	53.3
Arenahippus_grangeri	extinct	53.2	53.3
Arenahippus_grangeri	extinct	53.2	53.3
Arenahippus_grangeri	extinct	53.2	53.3
Arenahippus_grangeri	extinct	53.2	53.3
Arenahippus_grangeri	extinct	53.2	53.3
Arenahippus_grangeri	extinct	53	53.1
Arenahippus_grangeri	extinct	53	53.1
Arenahippus_grangeri	extinct	53	53.1
Arenahippus_grangeri	extinct	53	53.1
Arenahippus_grangeri	extinct	53	53.1
Arenahippus_grangeri	extinct	52.6	52.6
Arenahippus_grangeri	extinct	52.6	52.6
Arenahippus_grangeri	extinct	52.6	52.6
Arenahippus_grangeri	extinct	52.8	52.8
Arenahippus_grangeri	extinct	53	53
Arenahippus_grangeri	extinct	53	53
Arenahippus_grangeri	extinct	53	53
Arenahippus_grangeri	extinct	53	53
Arenahippus_grangeri	extinct	53	53
Arenahippus_grangeri	extinct	53.3	53.3
Arenahippus_grangeri	extinct	53.4	53.4
Arenahippus_grangeri	extinct	54.6	54.6
Arenahippus_grangeri	extinct	54.8	54.8
Arenahippus_grangeri	extinct	54.9	54.9
Arenahippus_grangeri	extinct	54.9	54.9
Arenahippus_grangeri	extinct	54.9	54.9
Arenahippus_grangeri	extinct	54.9	54.9
Arenahippus_grangeri	extinct	54.9	54.9
Arenahippus_grangeri	extinct	54.9	54.9
Arenahippus_grangeri	extinct	54.9	54.9
Arenahippus_grangeri	extinct	54.9	54.9
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55	55
Arenahippus_grangeri	extinct	55.1	55.1
Arenahippus_grangeri	extinct	55.1	55.1
Arenahippus_grangeri	extinct	55.1	55.1
Arenahippus_grangeri	extinct	55.1	55.1
Arenahippus_grangeri	extinct	55.2	55.2
Arenahippus_grangeri	extinct	55.2	55.2
Arenahippus_grangeri	extinct	55.2	55.2
Arenahippus_grangeri	extinct	55.2	55.2
Arenahippus_grangeri	extinct	55.2	55.2
Arenahippus_grangeri	extinct	55.2	55.2
Arenahippus_grangeri	extinct	55.2	55.2
Arenahippus_grangeri	extinct	55.2	55.2
Arenahippus_grangeri	extinct	55.2	55.2
Arenahippus_grangeri	extinct	55.2	55.2
Arenahippus_grangeri	extinct	55.2	55.2
Arenahippus_grangeri	extinct	55.2	55.2
Arenahippus_grangeri	extinct	55.2	55.2
Arenahippus_grangeri	extinct	55.3	55.3
Arenahippus_grangeri	extinct	55.3	55.3
Arenahippus_grangeri	extinct	55.3	55.3
Arenahippus_grangeri	extinct	55.3	55.3
Arenahippus_grangeri	extinct	55.4	55.4
Arenahippus_grangeri	extinct	55.5	55.5
Arenahippus_grangeri	extinct	55.6	55.6
Arenahippus_grangeri	extinct	55.7	55.7
Arenahippus_grangeri	extinct	55.7	55.7
Arenahippus_grangeri	extinct	55.7	55.7
Arenahippus_grangeri	extinct	55.7	55.7
Arenahippus_grangeri	extinct	55.7	55.7
Arenahippus_grangeri	extinct	55.8	55.8
Arenahippus_pernix	extinct	52.9	55.4
Arenahippus_pernix	extinct	54.2	54.6
Arenahippus_pernix	extinct	54.2	54.6
Arenahippus_pernix	extinct	54.2	54.6
Arenahippus_pernix	extinct	54.2	54.6
Arenahippus_pernix	extinct	54.2	54.6
Arenahippus_pernix	extinct	54.2	54.6
Arenahippus_pernix	extinct	54.2	54.6
Arenahippus_pernix	extinct	54.2	54.6
Arenahippus_pernix	extinct	54.3	54.6
Arenahippus_pernix	extinct	54.2	54.5
Arenahippus_pernix	extinct	54.3	54.5
Arenahippus_pernix	extinct	54.3	54.5
Arenahippus_pernix	extinct	54.4	54.5
Arenahippus_pernix	extinct	54.4	54.5
Arenahippus_pernix	extinct	54.4	54.5
Arenahippus_pernix	extinct	54.4	54.5
Arenahippus_pernix	extinct	54	54.4
Arenahippus_pernix	extinct	54.2	54.4
Arenahippus_pernix	extinct	53.8	54.3
Arenahippus_pernix	extinct	54.2	54.3
Arenahippus_pernix	extinct	54.2	54.3
Arenahippus_pernix	extinct	54.2	54.3
Arenahippus_pernix	extinct	54.2	54.3
Arenahippus_pernix	extinct	54.2	54.3
Arenahippus_pernix	extinct	54.2	54.3
Arenahippus_pernix	extinct	54.2	54.3
Arenahippus_pernix	extinct	54.2	54.3
Arenahippus_pernix	extinct	54.2	54.3
Arenahippus_pernix	extinct	54.2	54.3
Arenahippus_pernix	extinct	53.3	54.2
Arenahippus_pernix	extinct	54	54.2
Arenahippus_pernix	extinct	54	54.2
Arenahippus_pernix	extinct	54	54.2
Arenahippus_pernix	extinct	53.2	54.1
Arenahippus_pernix	extinct	53.3	54.1
Arenahippus_pernix	extinct	53.4	54.1
Arenahippus_pernix	extinct	53.4	54.1
Arenahippus_pernix	extinct	53.4	54.1
Arenahippus_pernix	extinct	53.4	54.1
Arenahippus_pernix	extinct	53.4	54.1
Arenahippus_pernix	extinct	53.4	54.1
Arenahippus_pernix	extinct	53.4	54.1
Arenahippus_pernix	extinct	54	54.1
Arenahippus_pernix	extinct	54	54.1
Arenahippus_pernix	extinct	53.3	54
Arenahippus_pernix	extinct	53.3	54
Arenahippus_pernix	extinct	53.3	54
Arenahippus_pernix	extinct	53.3	53.9
Arenahippus_pernix	extinct	52.8	53.8
Arenahippus_pernix	extinct	52.9	53.8
Arenahippus_pernix	extinct	53.3	53.8
Arenahippus_pernix	extinct	53.3	53.8
Arenahippus_pernix	extinct	53.4	53.8
Arenahippus_pernix	extinct	53.4	53.8
Arenahippus_pernix	extinct	53.4	53.8
Arenahippus_pernix	extinct	53.3	53.4
Arenahippus_pernix	extinct	53.3	53.4
Arenahippus_pernix	extinct	53.3	53.4
Arenahippus_pernix	extinct	53.3	53.4
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	48.6	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
Arenahippus_pernix	extinct	50.3	55.8
