species,mode,root.age,maxTrue,maxEst,extinction.x,sp,minTrue,minEst,extinction.y,age,ratio
t385,Budding,22.72145150810799,0.08003659023536436,0.39093990732139344,High,t1044,0.01103893626959249,1.7179911513542722e-4,High,est.ratio,0.390768108206258
t385,Budding,22.72145150810799,0.08003659023536436,0.39093990732139344,High,t1044,0.01103893626959249,1.7179911513542722e-4,High,true.ratio,0.06899765396577187
t413,Budding,22.95003716089964,0.07557490938999922,0.7811369340378279,High,t920,0.03617105177095965,1.309138191245974e-4,High,est.ratio,0.7810060202187034
t413,Budding,22.95003716089964,0.07557490938999922,0.7811369340378279,High,t920,0.03617105177095965,1.309138191245974e-4,High,true.ratio,0.03940385761903957
t125,Budding,25.681068449396967,0.10860115586284552,0.26619596973402143,High,t658,5.910003859367595e-6,5.910003859214693e-6,High,est.ratio,0.26619005973016224
t125,Budding,25.681068449396967,0.10860115586284552,0.26619596973402143,High,t658,5.910003859367595e-6,5.910003859214693e-6,High,true.ratio,0.10859524585898615
t661,Budding,42.35778475237642,0.00463432685226916,0.23168117748796316,High,t2342,1.732000841518223e-4,1.7320008415113927e-4,High,est.ratio,0.23150797740381202
t661,Budding,42.35778475237642,0.00463432685226916,0.23168117748796316,High,t2342,1.732000841518223e-4,1.7320008415113927e-4,High,true.ratio,0.004461126768117338
t1627,Budding,57.44667054958001,0.12349372036560062,0.23166759289541328,High,t401,4.878807289296783e-5,4.8788072892449646e-5,High,est.ratio,0.23161880482252084
t1627,Budding,57.44667054958001,0.12349372036560062,0.23166759289541328,High,t401,4.878807289296783e-5,4.8788072892449646e-5,High,true.ratio,0.12344493229270766
t78,Budding,37.67988097829966,0.08380666629943355,0.22195032328831563,High,t755,0.09323075595803149,2.1947573970257392e-5,High,est.ratio,0.22192837571434537
t78,Budding,37.67988097829966,0.08380666629943355,0.22195032328831563,High,t755,0.09323075595803149,2.1947573970257392e-5,High,true.ratio,-0.009424089658597937
t778,Budding,32.772350211215105,0.06391657521511929,0.21140875787922656,High,t208,0.01554948283101678,1.2985174460609488e-4,High,est.ratio,0.21127890613462047
t778,Budding,32.772350211215105,0.06391657521511929,0.21140875787922656,High,t208,0.01554948283101678,1.2985174460609488e-4,High,true.ratio,0.04836709238410251
t973,Budding,35.804026168191456,0.02913381209423851,0.205001434735256,High,t418,1.674835434228261e-4,1.6748354342272347e-4,High,est.ratio,0.20483395119183329
t973,Budding,35.804026168191456,0.02913381209423851,0.205001434735256,High,t418,1.674835434228261e-4,1.6748354342272347e-4,High,true.ratio,0.028966328550815684
t138,Budding,45.82200156425974,0.05499905659807547,0.07786698606782272,High,t421,2.381451692016745e-4,2.3814516920147324e-4,High,est.ratio,0.07762884089862125
t138,Budding,45.82200156425974,0.05499905659807547,0.07786698606782272,High,t421,2.381451692016745e-4,2.3814516920147324e-4,High,true.ratio,0.05476091142887379
t369,Budding,33.370789753109,0.0686271734686654,0.18955638626376112,High,t1024,3.436482034441584e-4,3.4364820344391064e-4,High,est.ratio,0.18921273806031721
t369,Budding,33.370789753109,0.0686271734686654,0.18955638626376112,High,t1024,3.436482034441584e-4,3.4364820344391064e-4,High,true.ratio,0.06828352526522125
t130,Budding,39.13796117833066,0.01574386750259611,0.16084745800462363,High,t980,0.00523626389021047,4.046691157506164e-4,High,est.ratio,0.160442788888873
t130,Budding,39.13796117833066,0.01574386750259611,0.16084745800462363,High,t980,0.00523626389021047,4.046691157506164e-4,High,true.ratio,0.01050760361238564
t1526,Budding,57.97814487334139,0.00494075514427853,0.09502144766511784,High,t1683,0.02237010509496011,1.0553573697433644e-4,High,est.ratio,0.09491591192814351
t1526,Budding,57.97814487334139,0.00494075514427853,0.09502144766511784,High,t1683,0.02237010509496011,1.0553573697433644e-4,High,true.ratio,-0.01742934995068158
t142,Budding,18.63991400943721,0.11985194353272162,0.2893363651346196,High,t699,0.04500439084440837,2.4562830167915064e-4,High,est.ratio,0.28909073683294045
t142,Budding,18.63991400943721,0.11985194353272162,0.2893363651346196,High,t699,0.04500439084440837,2.4562830167915064e-4,High,true.ratio,0.07484755268831325
t503,Budding,18.727196309906684,0.14471931432468046,0.24161839644048616,High,t525,0.11567381818424524,8.675652033723633e-5,High,est.ratio,0.24153163992014892
t503,Budding,18.727196309906684,0.14471931432468046,0.24161839644048616,High,t525,0.11567381818424524,8.675652033723633e-5,High,true.ratio,0.029045496140435223
t804,Budding,44.46413847704892,0.0316947932931511,0.4259688453634518,High,t206,0.0039811307514105,1.0470729988803032e-5,High,est.ratio,0.42595837463346303
t804,Budding,44.46413847704892,0.0316947932931511,0.4259688453634518,High,t206,0.0039811307514105,1.0470729988803032e-5,High,true.ratio,0.0277136625417406
t598,Budding,28.63267027487969,0.15448873553724704,0.43148889767725873,High,t226,0.05283921161022769,3.57781701297506e-4,High,est.ratio,0.4311311159759612
t598,Budding,28.63267027487969,0.15448873553724704,0.43148889767725873,High,t226,0.05283921161022769,3.57781701297506e-4,High,true.ratio,0.10164952392701934
t405,Budding,35.958209889523495,0.02918921832732111,0.35030696399580696,High,t575,0.00355959788312982,3.8567455338914014e-4,High,est.ratio,0.34992128944241785
t405,Budding,35.958209889523495,0.02918921832732111,0.35030696399580696,High,t575,0.00355959788312982,3.8567455338914014e-4,High,true.ratio,0.02562962044419129
t266,Budding,41.76079956775429,0.05599409886208583,0.2827464298775521,High,t1415,2.4318157313589812e-4,2.4318157313519913e-4,High,est.ratio,0.2825032483044169
t266,Budding,41.76079956775429,0.05599409886208583,0.2827464298775521,High,t1415,2.4318157313589812e-4,2.4318157313519913e-4,High,true.ratio,0.05575091728894994
t43,Budding,13.580115254237567,0.07932292792544994,0.2995555081550102,High,t450,0.05977086780425624,4.96713900924302e-4,High,est.ratio,0.2990587942540859
t43,Budding,13.580115254237567,0.07932292792544994,0.2995555081550102,High,t450,0.05977086780425624,4.96713900924302e-4,High,true.ratio,0.019552060121193697
t435,Budding,27.424746820282053,0.02356634164477817,0.4095044393110844,High,t766,0.00430613371523593,6.582753977650249e-5,High,est.ratio,0.40943861177130786
t435,Budding,27.424746820282053,0.02356634164477817,0.4095044393110844,High,t766,0.00430613371523593,6.582753977650249e-5,High,true.ratio,0.01926020792954224
t820,Budding,28.93465687951772,0.0472507558740632,0.19240857576336728,High,t1011,3.966522728538391e-4,3.9665227285371054e-4,High,est.ratio,0.19201192349051358
t820,Budding,28.93465687951772,0.0472507558740632,0.19240857576336728,High,t1011,3.966522728538391e-4,3.9665227285371054e-4,High,true.ratio,0.04685410360120936
t867,Budding,32.10554438234706,0.1549726520757079,0.30769690093567476,High,t1254,0.02646119359047589,5.702270094452235e-4,High,est.ratio,0.30712667392622955
t867,Budding,32.10554438234706,0.1549726520757079,0.30769690093567476,High,t1254,0.02646119359047589,5.702270094452235e-4,High,true.ratio,0.12851145848523202
t677,Budding,37.10138126680351,0.1206034235128082,0.09337547907231532,High,t1008,0.05280108318643712,6.089557833883632e-4,High,est.ratio,0.09276652328892696
t677,Budding,37.10138126680351,0.1206034235128082,0.09337547907231532,High,t1008,0.05280108318643712,6.089557833883632e-4,High,true.ratio,0.06780234032637109
t250,Budding,24.648036401776913,0.05837888526414559,0.18916616174466624,High,t242,1.6829988663137832e-4,1.6829988663121117e-4,High,est.ratio,0.18899786185803502
t250,Budding,24.648036401776913,0.05837888526414559,0.18916616174466624,High,t242,1.6829988663137832e-4,1.6829988663121117e-4,High,true.ratio,0.058210585377514217
t574,Budding,27.518239804151868,0.03927874194109834,0.2917981610470439,High,t535,0.04418355452589621,9.50627716154512e-5,High,est.ratio,0.29170309827542845
t574,Budding,27.518239804151868,0.03927874194109834,0.2917981610470439,High,t535,0.04418355452589621,9.50627716154512e-5,High,true.ratio,-0.004904812584797871
t340,Budding,15.588497942686688,0.07276911830410877,0.3100787245782266,High,t224,0.00237042935858934,0.00237042935858882,High,est.ratio,0.3077082952196378
t340,Budding,15.588497942686688,0.07276911830410877,0.3100787245782266,High,t224,0.00237042935858934,0.00237042935858882,High,true.ratio,0.07039868894551943
t551,Budding,33.519133936302296,0.08727188574197477,0.2694755725250987,High,t704,1.3599817215671447e-4,1.3599817215655596e-4,High,est.ratio,0.26933957435294215
t551,Budding,33.519133936302296,0.08727188574197477,0.2694755725250987,High,t704,1.3599817215671447e-4,1.3599817215655596e-4,High,true.ratio,0.08713588756981805
t144,Budding,22.277311824923977,0.07838158012579922,0.48039385204173296,High,t90,0.07429790298651395,5.286790718520056e-4,High,est.ratio,0.47986517296988096
t144,Budding,22.277311824923977,0.07838158012579922,0.48039385204173296,High,t90,0.07429790298651395,5.286790718520056e-4,High,true.ratio,0.004083677139285272
t429,Budding,12.077273427789304,0.27700424438381704,0.3073727501960165,High,t34,0.06864446855936954,0.00108097079069235,High,est.ratio,0.30629177940532415
t429,Budding,12.077273427789304,0.27700424438381704,0.3073727501960165,High,t34,0.06864446855936954,0.00108097079069235,High,true.ratio,0.2083597758244475
t391,Budding,21.540942044464995,0.06458990792146138,0.5398438524906413,High,t36,0.00147248482942415,0.00147248482942405,High,est.ratio,0.5383713676612172
t391,Budding,21.540942044464995,0.06458990792146138,0.5398438524906413,High,t36,0.00147248482942415,0.00147248482942405,High,true.ratio,0.06311742309203723
t919,Budding,28.701070154857277,0.0621464045007661,0.49675572380373456,High,t581,0.02518087409441569,1.879682820921174e-4,High,est.ratio,0.49656775552164245
t919,Budding,28.701070154857277,0.0621464045007661,0.49675572380373456,High,t581,0.02518087409441569,1.879682820921174e-4,High,true.ratio,0.03696553040635041
t134,Budding,30.967974617779284,0.07769576618697238,0.3916504341482071,High,t350,2.6210980893554137e-5,2.621098089333073e-5,High,est.ratio,0.39162422316731377
t134,Budding,30.967974617779284,0.07769576618697238,0.3916504341482071,High,t350,2.6210980893554137e-5,2.621098089333073e-5,High,true.ratio,0.07766955520607882
t289,Budding,13.5188041641057,0.2672426592925179,0.300382306621715,High,t309,0.06535653944459752,0.00108499634916719,High,est.ratio,0.2992973102725478
t289,Budding,13.5188041641057,0.2672426592925179,0.300382306621715,High,t309,0.06535653944459752,0.00108499634916719,High,true.ratio,0.20188611984792038
t1269,Budding,36.04238705791352,0.04000551552059869,0.45866493453999474,High,t1252,4.292603827769804e-4,4.2926038277651127e-4,High,est.ratio,0.4582356741572182
t1269,Budding,36.04238705791352,0.04000551552059869,0.45866493453999474,High,t1252,4.292603827769804e-4,4.2926038277651127e-4,High,true.ratio,0.03957625513782171
t1184,Budding,36.140713027729014,0.01197581857761459,0.2214054029598888,High,t1073,1.6249580899567814e-4,1.6249580899508565e-4,High,est.ratio,0.22124290715089373
t1184,Budding,36.140713027729014,0.01197581857761459,0.2214054029598888,High,t1073,1.6249580899567814e-4,1.6249580899508565e-4,High,true.ratio,0.011813322768618913
t1318,Budding,65.13435681186505,0.10385339629414794,0.15558699489737302,High,t348,1.3678520555877766e-5,1.3678520555179598e-5,High,est.ratio,0.15557331637681784
t1318,Budding,65.13435681186505,0.10385339629414794,0.15558699489737302,High,t348,1.3678520555877766e-5,1.3678520555179598e-5,High,true.ratio,0.10383971777359206
t848,Budding,32.83231483276939,0.05279688707849973,0.19972574070050417,High,t324,0.00673812018537683,0.00142201221860066,High,est.ratio,0.1983037284819035
t848,Budding,32.83231483276939,0.05279688707849973,0.19972574070050417,High,t324,0.00673812018537683,0.00142201221860066,High,true.ratio,0.046058766893122896
t711,Budding,44.258752256839394,0.04565355044792509,0.5418454541696957,High,t1033,6.642658063433556e-4,6.642658063427983e-4,High,est.ratio,0.5411811883633528
t711,Budding,44.258752256839394,0.04565355044792509,0.5418454541696957,High,t1033,6.642658063433556e-4,6.642658063427983e-4,High,true.ratio,0.04498928464158173
t950,Budding,28.24038369892369,0.08001689821934577,0.6968959387426851,High,t794,2.877703472945815e-4,2.8777034729456996e-4,High,est.ratio,0.6966081683953905
t950,Budding,28.24038369892369,0.08001689821934577,0.6968959387426851,High,t794,2.877703472945815e-4,2.8777034729456996e-4,High,true.ratio,0.07972912787205119
t465,Budding,25.049559524982236,0.07597447856737688,0.34345861657804155,High,t903,5.0615897332766234e-5,5.061589733218345e-5,High,est.ratio,0.34340800068070937
t465,Budding,25.049559524982236,0.07597447856737688,0.34345861657804155,High,t903,5.0615897332766234e-5,5.061589733218345e-5,High,true.ratio,0.07592386267004411
t50,Budding,14.549868816475028,0.08409558997310317,0.5884793342603568,High,t429,8.491055460835956e-4,8.491055460833183e-4,High,est.ratio,0.5876302287142735
t50,Budding,14.549868816475028,0.08409558997310317,0.5884793342603568,High,t429,8.491055460835956e-4,8.491055460833183e-4,High,true.ratio,0.08324648442701957
t108,Budding,37.01368368486569,0.03396489579211716,0.7973253470847301,High,t404,0.00233116953402819,0.00136426705711616,High,est.ratio,0.795961080027614
t108,Budding,37.01368368486569,0.03396489579211716,0.7973253470847301,High,t404,0.00233116953402819,0.00136426705711616,High,true.ratio,0.03163372625808897
t299,Budding,46.157717672124924,0.0137536666860778,0.22839423811436785,High,t910,4.04744729627428e-5,4.0474472962685e-5,High,est.ratio,0.22835376364140517
t299,Budding,46.157717672124924,0.0137536666860778,0.22839423811436785,High,t910,4.04744729627428e-5,4.0474472962685e-5,High,true.ratio,0.013713192213115058
t87,Budding,23.480630463815565,0.06690058124664137,0.5407118891168927,High,t170,8.062756680346164e-4,8.062756680342317e-4,High,est.ratio,0.5399056134488585
t87,Budding,23.480630463815565,0.06690058124664137,0.5407118891168927,High,t170,8.062756680346164e-4,8.062756680342317e-4,High,true.ratio,0.06609430557860675
t321,Budding,18.81741878715347,0.07767347269365765,0.34712327514729574,High,t623,0.062244619822536,3.910963599044662e-4,High,est.ratio,0.34673217878739127
t321,Budding,18.81741878715347,0.07767347269365765,0.34712327514729574,High,t623,0.062244619822536,3.910963599044662e-4,High,true.ratio,0.015428852871121654
t28,Budding,20.074121922883876,0.11578131122408476,0.43773122967892136,High,t624,0.00602626987334816,6.238078528642263e-4,High,est.ratio,0.43710742182605716
t28,Budding,20.074121922883876,0.11578131122408476,0.43773122967892136,High,t624,0.00602626987334816,6.238078528642263e-4,High,true.ratio,0.1097550413507366
t436,Budding,23.445549737081283,0.07095048516753488,0.5933330942184641,High,t3,0.1530108037866502,0.00102787169730614,High,est.ratio,0.592305222521158
t436,Budding,23.445549737081283,0.07095048516753488,0.5933330942184641,High,t3,0.1530108037866502,0.00102787169730614,High,true.ratio,-0.08206031861911531
t478,Budding,34.89200212311717,0.0316402020280673,0.12819600719415478,High,t515,0.02708298617740995,1.432505305929799e-4,High,est.ratio,0.1280527566635618
t478,Budding,34.89200212311717,0.0316402020280673,0.12819600719415478,High,t515,0.02708298617740995,1.432505305929799e-4,High,true.ratio,0.0045572158506573465
t477,Budding,22.861885056121153,0.09325937340833164,0.24617850613270748,High,t642,0.02331171696683127,0.00301801551415448,High,est.ratio,0.243160490618553
t477,Budding,22.861885056121153,0.09325937340833164,0.24617850613270748,High,t642,0.02331171696683127,0.00301801551415448,High,true.ratio,0.06994765644150036
t403,Budding,16.753326683612634,0.27671330302962655,0.2559145400051663,High,t423,0.02738787309265341,5.039921491682803e-5,High,est.ratio,0.25586414079024944
t403,Budding,16.753326683612634,0.27671330302962655,0.2559145400051663,High,t423,0.02738787309265341,5.039921491682803e-5,High,true.ratio,0.24932542993697313
t173,Budding,18.6916706374264,0.11338406314765374,0.4205256365866459,High,t46,0.01845968138019994,1.9542704215045955e-4,High,est.ratio,0.4203302095444954
t173,Budding,18.6916706374264,0.11338406314765374,0.4205256365866459,High,t46,0.01845968138019994,1.9542704215045955e-4,High,true.ratio,0.0949243817674538
t59,Budding,36.84744305275255,0.12080713395978034,0.12954898564764358,High,t1305,1.3939192297525205e-4,1.393919229747148e-4,High,est.ratio,0.12940959372466887
t59,Budding,36.84744305275255,0.12080713395978034,0.12954898564764358,High,t1305,1.3939192297525205e-4,1.393919229747148e-4,High,true.ratio,0.12066774203680508
t1217,Budding,54.15629634427569,0.11684350915103402,0.1885911214432522,High,t293,0.01376186457275879,2.669964672391782e-4,High,est.ratio,0.18832412497601303
t1217,Budding,54.15629634427569,0.11684350915103402,0.1885911214432522,High,t293,0.01376186457275879,2.669964672391782e-4,High,true.ratio,0.10308164457827523
t752,Budding,22.312761764040857,0.1272941111215325,0.27171107392781096,High,t665,2.7393611998391957e-4,2.7393611998384693e-4,High,est.ratio,0.27143713780782713
t752,Budding,22.312761764040857,0.1272941111215325,0.27171107392781096,High,t665,2.7393611998391957e-4,2.7393611998384693e-4,High,true.ratio,0.12702017500154858
t595,Budding,48.72174256815765,0.01178501510768054,0.07077341817724503,High,t1464,1.830143133346068e-5,1.830143133309045e-5,High,est.ratio,0.07075511674591194
t595,Budding,48.72174256815765,0.01178501510768054,0.07077341817724503,High,t1464,1.830143133346068e-5,1.830143133309045e-5,High,true.ratio,0.011766713676347079
t68,Budding,19.315057391791733,0.0891051847016295,0.3244069529246367,High,t691,2.3364018279564355e-4,2.3364018279541107e-4,High,est.ratio,0.3241733127418413
t68,Budding,19.315057391791733,0.0891051847016295,0.3244069529246367,High,t691,2.3364018279564355e-4,2.3364018279541107e-4,High,true.ratio,0.08887154451883385
t109,Budding,21.699067499819765,0.1338123674695185,0.2374065894594164,High,t161,0.03495777232031245,9.737771401199728e-6,High,est.ratio,0.2373968516880152
t109,Budding,21.699067499819765,0.1338123674695185,0.2374065894594164,High,t161,0.03495777232031245,9.737771401199728e-6,High,true.ratio,0.09885459514920605
t603,Budding,30.04437009331928,0.08394956696424152,0.12221019157697108,High,t326,3.2242549072560863e-4,3.224254907251691e-4,High,est.ratio,0.12188776608624591
t603,Budding,30.04437009331928,0.08394956696424152,0.12221019157697108,High,t326,3.2242549072560863e-4,3.224254907251691e-4,High,true.ratio,0.08362714147351591
t9,Budding,13.550472530748616,0.07428376719087082,0.19691074002435285,High,t114,0.1673574198964189,1.1634578519944164e-4,High,est.ratio,0.1967943942391534
t9,Budding,13.550472530748616,0.07428376719087082,0.19691074002435285,High,t114,0.1673574198964189,1.1634578519944164e-4,High,true.ratio,-0.09307365270554807
t511,Budding,18.870333372350547,0.14443725362828344,0.6626245097828677,High,t24,0.02866711817479361,0.00152521237468129,High,est.ratio,0.6610992974081864
t511,Budding,18.870333372350547,0.14443725362828344,0.6626245097828677,High,t24,0.02866711817479361,0.00152521237468129,High,true.ratio,0.11577013545348983
t844,Budding,85.67870725806345,0.0199877539860612,0.06146825877833269,High,t566,4.219587680936525e-5,4.219587680908416e-5,High,est.ratio,0.0614260629015236
t844,Budding,85.67870725806345,0.0199877539860612,0.06146825877833269,High,t566,4.219587680936525e-5,4.219587680908416e-5,High,true.ratio,0.019945558109251832
t305,Budding,13.49317534194308,0.3887029485501019,0.3887029485501015,High,t187,0.00184027959868482,0.00184027959868424,High,est.ratio,0.3868626689514173
t305,Budding,13.49317534194308,0.3887029485501019,0.3887029485501015,High,t187,0.00184027959868482,0.00184027959868424,High,true.ratio,0.3868626689514171
t5,Budding,26.87434569276804,0.10904821772914812,0.200271716548524,High,t612,5.338423009530822e-5,5.338423009504521e-5,High,est.ratio,0.20021833231842895
t5,Budding,26.87434569276804,0.10904821772914812,0.200271716548524,High,t612,5.338423009530822e-5,5.338423009504521e-5,High,true.ratio,0.10899483349905281
t616,Budding,23.581355055146467,0.20900535467075257,0.22302137479581,High,t242,0.02452779839574896,8.151070724699515e-4,High,est.ratio,0.22220626772334004
t616,Budding,23.581355055146467,0.20900535467075257,0.22302137479581,High,t242,0.02452779839574896,8.151070724699515e-4,High,true.ratio,0.18447755627500362
t239,Budding,22.456007097972368,0.04050337597021757,0.4332615622397331,High,t152,0.0113904383170745,9.779060388826397e-4,High,est.ratio,0.43228365620085046
t239,Budding,22.456007097972368,0.04050337597021757,0.4332615622397331,High,t152,0.0113904383170745,9.779060388826397e-4,High,true.ratio,0.029112937653143066
t465,Budding,21.01244793652164,0.1006836325471158,0.24511439823178427,High,t118,0.00877833006457156,9.267752210862204e-4,High,est.ratio,0.24418762301069805
t465,Budding,21.01244793652164,0.1006836325471158,0.24511439823178427,High,t118,0.00877833006457156,9.267752210862204e-4,High,true.ratio,0.09190530248254425
t137,Budding,29.16205078451644,0.03762571375304918,0.24364905964747768,High,t781,2.2177126502527644e-4,2.217712650249863e-4,High,est.ratio,0.2434272883824527
t137,Budding,29.16205078451644,0.03762571375304918,0.24364905964747768,High,t781,2.2177126502527644e-4,2.217712650249863e-4,High,true.ratio,0.0374039424880239
t732,Budding,25.355516513677383,0.02718300849519447,0.28261731385024824,High,t164,4.418840412052915e-5,4.418840411977942e-5,High,est.ratio,0.28257312544612845
t732,Budding,25.355516513677383,0.02718300849519447,0.28261731385024824,High,t164,4.418840412052915e-5,4.418840411977942e-5,High,true.ratio,0.02713882009107394
t318,Budding,38.6611738297356,0.03054353737491521,0.17931342331783778,High,t672,4.684498794184737e-4,4.6844987941839527e-4,High,est.ratio,0.17884497343841937
t318,Budding,38.6611738297356,0.03054353737491521,0.17931342331783778,High,t672,4.684498794184737e-4,4.6844987941839527e-4,High,true.ratio,0.030075087495496734
t1239,Budding,37.734508242689145,0.00822989193390292,0.07053310020407386,High,t409,2.0284663075206748e-4,2.0284663075161103e-4,High,est.ratio,0.07033025357332225
t1239,Budding,37.734508242689145,0.00822989193390292,0.07053310020407386,High,t409,2.0284663075206748e-4,2.0284663075161103e-4,High,true.ratio,0.008027045303150852
t799,Budding,29.495386314018745,0.05944211425153165,0.14825758788146684,High,t412,1.3495913621606716e-4,1.3495913621515518e-4,High,est.ratio,0.14812262874525167
t799,Budding,29.495386314018745,0.05944211425153165,0.14825758788146684,High,t412,1.3495913621606716e-4,1.3495913621515518e-4,High,true.ratio,0.05930715511531558
t103,Budding,22.32556381459666,0.09557415119265646,0.4000634648641243,High,t287,0.05998338079668474,0.00124937909695745,High,est.ratio,0.39881408576716687
t103,Budding,22.32556381459666,0.09557415119265646,0.4000634648641243,High,t287,0.05998338079668474,0.00124937909695745,High,true.ratio,0.035590770395971714
t862,Budding,23.97638027673908,0.15539988892880535,0.5802797203632248,High,t1471,2.4436457704701185e-4,2.4436457704621556e-4,High,est.ratio,0.5800353557861786
t862,Budding,23.97638027673908,0.15539988892880535,0.5802797203632248,High,t1471,2.4436457704701185e-4,2.4436457704621556e-4,High,true.ratio,0.15515552435175833
t1004,Budding,31.413774265821516,0.17390588845275604,0.2651510618926658,High,t1167,0.02884046916003576,1.9913823784020195e-4,High,est.ratio,0.2649519236548256
t1004,Budding,31.413774265821516,0.17390588845275604,0.2651510618926658,High,t1167,0.02884046916003576,1.9913823784020195e-4,High,true.ratio,0.14506541929272027
t239,Budding,19.609372222236185,0.0913014971978851,0.32218472914031493,High,t69,3.713580690164357e-4,3.713580690160557e-4,High,est.ratio,0.32181337107129887
t239,Budding,19.609372222236185,0.0913014971978851,0.32218472914031493,High,t69,3.713580690164357e-4,3.713580690160557e-4,High,true.ratio,0.09093013912886867
t498,Budding,20.366215301592117,0.23908994198638925,0.26414592115928825,High,t145,0.01290917110210175,5.105238474819981e-4,High,est.ratio,0.26363539731180624
t498,Budding,20.366215301592117,0.23908994198638925,0.26414592115928825,High,t145,0.01290917110210175,5.105238474819981e-4,High,true.ratio,0.2261807708842875
t267,Budding,20.81011772110195,0.09282397080513058,0.2604195653278453,High,t542,0.04107975735687542,4.97481952020809e-4,High,est.ratio,0.2599220833758245
t267,Budding,20.81011772110195,0.09282397080513058,0.2604195653278453,High,t542,0.04107975735687542,4.97481952020809e-4,High,true.ratio,0.05174421344825516
t393,Budding,36.00324268825234,0.00723961593339803,0.32699615992146713,High,t797,7.065049856329428e-4,7.065049856324704e-4,High,est.ratio,0.32628965493583467
t393,Budding,36.00324268825234,0.00723961593339803,0.32699615992146713,High,t797,7.065049856329428e-4,7.065049856324704e-4,High,true.ratio,0.006533110947765088
t273,Budding,29.476995859079658,0.07325571521457404,0.2413217868640162,High,t820,3.990215059936545e-5,3.9902150598694314e-5,High,est.ratio,0.24128188471341752
t273,Budding,29.476995859079658,0.07325571521457404,0.2413217868640162,High,t820,3.990215059936545e-5,3.9902150598694314e-5,High,true.ratio,0.07321581306397468
t1164,Budding,30.84332370213677,0.1337951320508011,0.5012874314656327,High,t268,3.0837082934507626e-4,3.083708293445118e-4,High,est.ratio,0.5009790606362882
t1164,Budding,30.84332370213677,0.1337951320508011,0.5012874314656327,High,t268,3.0837082934507626e-4,3.083708293445118e-4,High,true.ratio,0.13348676122145603
t671,Budding,31.06795384638838,0.11871718785232878,0.29332675884128595,High,t774,0.00570870986498879,0.00133537648084546,High,est.ratio,0.2919913823604405
t671,Budding,31.06795384638838,0.11871718785232878,0.29332675884128595,High,t774,0.00570870986498879,0.00133537648084546,High,true.ratio,0.11300847798733998
t230,Budding,24.289553804914444,0.07758251363703318,0.3148065335946918,High,t309,6.150957502046307e-4,6.150957502044944e-4,High,est.ratio,0.3141914378444873
t230,Budding,24.289553804914444,0.07758251363703318,0.3148065335946918,High,t309,6.150957502046307e-4,6.150957502044944e-4,High,true.ratio,0.07696741788682855
t201,Budding,22.7052744796041,0.15778487638799205,0.43876925362066127,High,t460,5.2731617919172e-4,5.273161791912481e-4,High,est.ratio,0.43824193744147
t201,Budding,22.7052744796041,0.15778487638799205,0.43876925362066127,High,t460,5.2731617919172e-4,5.273161791912481e-4,High,true.ratio,0.15725756020880033
t148,Budding,15.895519781196068,0.11471967532829153,0.41414566582393886,High,t308,0.1461833899881145,5.314847273423901e-4,High,est.ratio,0.4136141810965965
t148,Budding,15.895519781196068,0.11471967532829153,0.41414566582393886,High,t308,0.1461833899881145,5.314847273423901e-4,High,true.ratio,-0.03146371465982298
t344,Budding,31.996039412680936,0.01757631195709897,0.21487316461358047,High,t419,2.337310438705117e-4,2.3373104386995816e-4,High,est.ratio,0.21463943356971052
t344,Budding,31.996039412680936,0.01757631195709897,0.21487316461358047,High,t419,2.337310438705117e-4,2.3373104386995816e-4,High,true.ratio,0.017342580913228458
t1003,Budding,36.591978950745506,0.00829793748064868,0.11255433738578324,High,t36,4.928156889544157e-4,4.928156889536451e-4,High,est.ratio,0.11206152169682959
t1003,Budding,36.591978950745506,0.00829793748064868,0.11255433738578324,High,t36,4.928156889544157e-4,4.928156889536451e-4,High,true.ratio,0.007805121791694265
t332,Budding,35.65325895175809,0.0197015215092092,0.11683160571531633,High,t155,0.039760264671992,1.2601936502473787e-4,High,est.ratio,0.11670558635029159
t332,Budding,35.65325895175809,0.0197015215092092,0.11683160571531633,High,t155,0.039760264671992,1.2601936502473787e-4,High,true.ratio,-0.0200587431627828
t420,Budding,27.11248893288403,0.12683967417864067,0.2558545258793644,High,t464,0.01629144340671644,1.5660201413096548e-4,High,est.ratio,0.25569792386523343
t420,Budding,27.11248893288403,0.12683967417864067,0.2558545258793644,High,t464,0.01629144340671644,1.5660201413096548e-4,High,true.ratio,0.11054823077192423
t517,Budding,19.286571431226456,0.08459128257807294,0.08459128257807233,High,t455,0.00532868664319932,9.192678494255938e-4,High,est.ratio,0.08367201472864674
t517,Budding,19.286571431226456,0.08459128257807294,0.08459128257807233,High,t455,0.00532868664319932,9.192678494255938e-4,High,true.ratio,0.07926259593487361
t630,Budding,22.98172457589989,0.3106331081472883,0.3456630234099046,High,t118,0.07204919976610316,1.5169384200577795e-4,High,est.ratio,0.3455113295678989
t630,Budding,22.98172457589989,0.3106331081472883,0.3456630234099046,High,t118,0.07204919976610316,1.5169384200577795e-4,High,true.ratio,0.23858390838118512
t702,Budding,27.92123737473026,0.06177341041745401,0.3732134198090305,High,t164,0.01268950014077596,1.858799592511865e-4,High,est.ratio,0.3730275398497793
t702,Budding,27.92123737473026,0.06177341041745401,0.3732134198090305,High,t164,0.01268950014077596,1.858799592511865e-4,High,true.ratio,0.04908391027667805
