species,mode,root.age,maxTrue,maxEst,extinction.x,sp,minTrue,minEst,extinction.y,age,ratio
t480,Budding,14.938234910542386,0.11838600666764285,0.6522552683754601,High,t165,0.04833943639746278,5.899094995470514e-4,High,est.ratio,0.651665358875913
t480,Budding,14.938234910542386,0.11838600666764285,0.6522552683754601,High,t165,0.04833943639746278,5.899094995470514e-4,High,true.ratio,0.07004657027018008
t566,Budding,28.33329267000552,0.01224001084299167,0.2718443091446703,High,t511,1.4188500968943856e-4,1.4188500968931677e-4,High,est.ratio,0.27170242413498097
t566,Budding,28.33329267000552,0.01224001084299167,0.2718443091446703,High,t511,1.4188500968943856e-4,1.4188500968931677e-4,High,true.ratio,0.012098125833302232
t662,Budding,44.27614681392755,0.02530471126217086,0.20640877646529185,High,t836,0.04965946236233799,3.2428754502001017e-4,High,est.ratio,0.20608448892027184
t662,Budding,44.27614681392755,0.02530471126217086,0.20640877646529185,High,t836,0.04965946236233799,3.2428754502001017e-4,High,true.ratio,-0.02435475110016713
t587,Budding,36.259489734644035,0.06407620652239968,0.1528656479264439,High,t5,0.00282815480043677,4.2739092880782816e-4,High,est.ratio,0.15243825699763605
t587,Budding,36.259489734644035,0.06407620652239968,0.1528656479264439,High,t5,0.00282815480043677,4.2739092880782816e-4,High,true.ratio,0.061248051721962904
t1233,Budding,57.423095301987026,0.04388831453768186,0.2764099357994289,High,t685,0.00234439902229845,3.698901399608178e-4,High,est.ratio,0.2760400456594681
t1233,Budding,57.423095301987026,0.04388831453768186,0.2764099357994289,High,t685,0.00234439902229845,3.698901399608178e-4,High,true.ratio,0.04154391551538341
t822,Budding,37.3423456159766,0.071537727130665,0.24463780106685012,High,t178,2.589699226565638e-5,2.589699226484146e-5,High,est.ratio,0.24461190407458527
t822,Budding,37.3423456159766,0.071537727130665,0.24463780106685012,High,t178,2.589699226565638e-5,2.589699226484146e-5,High,true.ratio,0.07151183013839935
t1331,Budding,50.822670014975536,0.01719139048714098,0.371732600250844,High,t764,3.074388537170114e-4,3.074388537164286e-4,High,est.ratio,0.37142516139712756
t1331,Budding,50.822670014975536,0.01719139048714098,0.371732600250844,High,t764,3.074388537170114e-4,3.074388537164286e-4,High,true.ratio,0.01688395163342397
t1167,Budding,46.68720148662326,0.01275197208833134,0.2920286492880247,High,t586,1.3979547067506802e-4,1.3979547067475862e-4,High,est.ratio,0.2918888538173499
t1167,Budding,46.68720148662326,0.01275197208833134,0.2920286492880247,High,t586,1.3979547067506802e-4,1.3979547067475862e-4,High,true.ratio,0.012612176617656273
t262,Budding,14.258273836712045,0.10738272533895368,0.6556636259445997,High,t447,1.2055066859001056e-4,1.2055066858977845e-4,High,est.ratio,0.65554307527601
t262,Budding,14.258273836712045,0.10738272533895368,0.6556636259445997,High,t447,1.2055066859001056e-4,1.2055066858977845e-4,High,true.ratio,0.10726217467036367
t807,Budding,29.762671174102604,0.03359344640357469,0.2438791979218336,High,t315,0.0039705181616283,5.7415339768510275e-5,High,est.ratio,0.24382178258206508
t807,Budding,29.762671174102604,0.03359344640357469,0.2438791979218336,High,t315,0.0039705181616283,5.7415339768510275e-5,High,true.ratio,0.029622928241946386
t693,Budding,23.33915458823331,0.2510093252821991,0.2432454684163284,High,t707,0.02727491466130283,3.769251988463947e-6,High,est.ratio,0.24324169916433994
t693,Budding,23.33915458823331,0.2510093252821991,0.2432454684163284,High,t707,0.02727491466130283,3.769251988463947e-6,High,true.ratio,0.22373441062089627
t375,Budding,19.10230565245771,0.22430737530286185,0.30807873421710513,High,t276,0.03496459055394119,2.694694821706851e-4,High,est.ratio,0.3078092647349345
t375,Budding,19.10230565245771,0.22430737530286185,0.30807873421710513,High,t276,0.03496459055394119,2.694694821706851e-4,High,true.ratio,0.18934278474892066
t365,Budding,28.397934512677978,0.08999190802899781,0.3029504529971257,High,t446,0.02950886085908035,2.160448289796356e-4,High,est.ratio,0.30273440816814606
t365,Budding,28.397934512677978,0.08999190802899781,0.3029504529971257,High,t446,0.02950886085908035,2.160448289796356e-4,High,true.ratio,0.06048304716991747
t837,Budding,23.800161611099963,0.07822204332163382,0.5039175312472918,High,t497,0.01186231415977424,5.629937232112493e-4,High,est.ratio,0.5033545375240805
t837,Budding,23.800161611099963,0.07822204332163382,0.5039175312472918,High,t497,0.01186231415977424,5.629937232112493e-4,High,true.ratio,0.06635972916185959
t374,Budding,27.077911480910025,0.0620921192150911,0.30133886618715156,High,t596,6.103081084782903e-4,6.103081084781189e-4,High,est.ratio,0.30072855807867344
t374,Budding,27.077911480910025,0.0620921192150911,0.30133886618715156,High,t596,6.103081084782903e-4,6.103081084781189e-4,High,true.ratio,0.061481811106612806
t529,Budding,27.232955944192284,0.08360681310525749,0.2046304240209517,High,t116,0.00561048821762288,4.178969703925974e-5,High,est.ratio,0.20458863432391244
t529,Budding,27.232955944192284,0.08360681310525749,0.2046304240209517,High,t116,0.00561048821762288,4.178969703925974e-5,High,true.ratio,0.07799632488763461
t101,Budding,25.115113302755084,0.03087284514482997,0.16079528253572253,High,t137,0.00446918071912194,7.18735202324358e-5,High,est.ratio,0.1607234090154901
t101,Budding,25.115113302755084,0.03087284514482997,0.16079528253572253,High,t137,0.00446918071912194,7.18735202324358e-5,High,true.ratio,0.02640366442570803
t342,Budding,15.256866393846735,0.027376978273238,0.5464272425059539,High,t245,0.04400275722660662,0.00157871010337126,High,est.ratio,0.5448485324025826
t342,Budding,15.256866393846735,0.027376978273238,0.5464272425059539,High,t245,0.04400275722660662,0.00157871010337126,High,true.ratio,-0.016625778953368617
t964,Budding,45.50622652759353,0.10120145946970896,0.1453306619027364,High,t186,0.01598004356744587,0.00105578836248443,High,est.ratio,0.14427487354025198
t964,Budding,45.50622652759353,0.10120145946970896,0.1453306619027364,High,t186,0.01598004356744587,0.00105578836248443,High,true.ratio,0.08522141590226309
t724,Budding,38.910811270940286,0.02267113270845473,0.2060133779241445,High,t869,6.233906010275162e-4,6.233906010273936e-4,High,est.ratio,0.2053899873231171
t724,Budding,38.910811270940286,0.02267113270845473,0.2060133779241445,High,t869,6.233906010275162e-4,6.233906010273936e-4,High,true.ratio,0.02204774210742721
t609,Budding,21.230348014055327,0.1006716566862987,0.5514524782367148,High,t62,0.08161246496531979,5.94734348691752e-5,High,est.ratio,0.5513930048018456
t609,Budding,21.230348014055327,0.1006716566862987,0.5514524782367148,High,t62,0.08161246496531979,5.94734348691752e-5,High,true.ratio,0.019059191720978905
t193,Budding,18.032640079787303,0.08426119607094097,0.9971918917104662,High,t5,3.5735052257749125e-4,3.5735052257675654e-4,High,est.ratio,0.9968345411878894
t193,Budding,18.032640079787303,0.08426119607094097,0.9971918917104662,High,t5,3.5735052257749125e-4,3.5735052257675654e-4,High,true.ratio,0.08390384554836348
t233,Budding,10.880053215431394,0.2217858860565475,0.3735571909777702,High,t10,3.419217418539975e-4,3.419217418539141e-4,High,est.ratio,0.37321526923591625
t233,Budding,10.880053215431394,0.2217858860565475,0.3735571909777702,High,t10,3.419217418539975e-4,3.419217418539141e-4,High,true.ratio,0.22144396431469351
t563,Budding,22.72241670756457,0.04883474398547024,0.2648755247067217,High,t428,2.5635212026447053e-4,2.563521202639303e-4,High,est.ratio,0.2646191725864578
t563,Budding,22.72241670756457,0.04883474398547024,0.2648755247067217,High,t428,2.5635212026447053e-4,2.563521202639303e-4,High,true.ratio,0.04857839186520577
t152,Budding,13.667274807529314,0.4962250414454597,0.7145204960952055,High,t263,2.415786607161924e-4,2.4157866071599537e-4,High,est.ratio,0.7142789174344896
t152,Budding,13.667274807529314,0.4962250414454597,0.7145204960952055,High,t263,2.415786607161924e-4,2.4157866071599537e-4,High,true.ratio,0.49598346278474353
t88,Budding,14.017578278387854,0.2381736790703528,0.5608857234346042,High,t107,0.07098907679532178,1.7249777435958703e-4,High,est.ratio,0.5607132256602446
t88,Budding,14.017578278387854,0.2381736790703528,0.5608857234346042,High,t107,0.07098907679532178,1.7249777435958703e-4,High,true.ratio,0.167184602275031
t690,Budding,37.90548663623338,0.08839165809936894,0.09463554441322868,High,t527,1.3930238993910198e-4,1.393023899383835e-4,High,est.ratio,0.0944962420232903
t690,Budding,37.90548663623338,0.08839165809936894,0.09463554441322868,High,t527,1.3930238993910198e-4,1.393023899383835e-4,High,true.ratio,0.08825235570942984
t228,Budding,19.825007723582996,0.11173339968587624,0.7185367852420049,High,t795,0.00217582311300846,0.00217582311300814,High,est.ratio,0.7163609621289968
t228,Budding,19.825007723582996,0.11173339968587624,0.7185367852420049,High,t795,0.00217582311300846,0.00217582311300814,High,true.ratio,0.10955757657286778
t1192,Budding,45.226920122011066,0.01054775478219574,0.2165134432514044,High,t744,0.0547395730508521,0.00181657263076765,High,est.ratio,0.21469687062063675
t1192,Budding,45.226920122011066,0.01054775478219574,0.2165134432514044,High,t744,0.0547395730508521,0.00181657263076765,High,true.ratio,-0.04419181826865636
t143,Budding,20.77308532367296,0.1415075982095577,0.1828074579450565,High,t491,0.06297096652915071,7.401998875762678e-4,High,est.ratio,0.18206725805748025
t143,Budding,20.77308532367296,0.1415075982095577,0.1828074579450565,High,t491,0.06297096652915071,7.401998875762678e-4,High,true.ratio,0.07853663168040698
t109,Budding,13.997100636986476,0.15254098810119865,0.3801182296589521,High,t173,0.13075748077945715,0.00165093878706305,High,est.ratio,0.378467290871889
t109,Budding,13.997100636986476,0.15254098810119865,0.3801182296589521,High,t173,0.13075748077945715,0.00165093878706305,High,true.ratio,0.021783507321741502
t95,Budding,12.311847833362652,0.39052313803270006,0.3215955325504115,High,t263,0.00230258666504955,8.545143924630995e-4,High,est.ratio,0.3207410181579484
t95,Budding,12.311847833362652,0.39052313803270006,0.3215955325504115,High,t263,0.00230258666504955,8.545143924630995e-4,High,true.ratio,0.3882205513676505
t69,Budding,15.65232882597813,0.15786278517265015,0.2284240408018598,High,t96,0.00985189350646774,5.963113464055225e-4,High,est.ratio,0.22782772945545426
t69,Budding,15.65232882597813,0.15786278517265015,0.2284240408018598,High,t96,0.00985189350646774,5.963113464055225e-4,High,true.ratio,0.14801089166618242
t995,Budding,31.755858933142537,0.08395259142991444,0.1063208115064418,High,t783,0.02988276907375358,4.469681140674549e-5,High,est.ratio,0.10627611469503506
t995,Budding,31.755858933142537,0.08395259142991444,0.1063208115064418,High,t783,0.02988276907375358,4.469681140674549e-5,High,true.ratio,0.05406982235616087
t1017,Budding,28.222481138962824,0.16103931593063256,0.32935849370696907,High,t529,0.10990353768216946,6.78707680021114e-4,High,est.ratio,0.328679786026948
t1017,Budding,28.222481138962824,0.16103931593063256,0.32935849370696907,High,t529,0.10990353768216946,6.78707680021114e-4,High,true.ratio,0.051135778248463104
t448,Budding,24.24598418586671,0.09515449365952236,0.38988055259105864,High,t392,2.063424379811521e-4,2.063424379807553e-4,High,est.ratio,0.3896742101530779
t448,Budding,24.24598418586671,0.09515449365952236,0.38988055259105864,High,t392,2.063424379811521e-4,2.063424379807553e-4,High,true.ratio,0.09494815122154121
t110,Budding,31.11262138922924,0.03124869359532586,0.1438932431298527,High,t44,4.124330728804992e-5,4.124330728735156e-5,High,est.ratio,0.14385199982256533
t110,Budding,31.11262138922924,0.03124869359532586,0.1438932431298527,High,t44,4.124330728804992e-5,4.124330728735156e-5,High,true.ratio,0.03120745028803781
t3,Budding,21.43585560047015,0.0182077627181022,0.43545040170191224,High,t370,0.00114446025997701,0.00114446025997672,High,est.ratio,0.4343059414419355
t3,Budding,21.43585560047015,0.0182077627181022,0.43545040170191224,High,t370,0.00114446025997701,0.00114446025997672,High,true.ratio,0.017063302458125193
t441,Budding,20.707741982288468,0.08904879528367814,0.5673690923132534,High,t746,9.569643372425424e-4,9.56964337242077e-4,High,est.ratio,0.5664121279760113
t441,Budding,20.707741982288468,0.08904879528367814,0.5673690923132534,High,t746,9.569643372425424e-4,9.56964337242077e-4,High,true.ratio,0.08809183094643559
t501,Budding,10.669504302975907,0.26003309435842276,0.6397528455040393,High,t557,0.04953763168948932,7.730667373952053e-5,High,est.ratio,0.6396755388302998
t501,Budding,10.669504302975907,0.26003309435842276,0.6397528455040393,High,t557,0.04953763168948932,7.730667373952053e-5,High,true.ratio,0.21049546266893343
t673,Budding,28.34376418926652,0.07382807667759964,0.35314545445650986,High,t485,7.957954530798268e-4,7.957954530794786e-4,High,est.ratio,0.3523496590034304
t673,Budding,28.34376418926652,0.07382807667759964,0.35314545445650986,High,t485,7.957954530798268e-4,7.957954530794786e-4,High,true.ratio,0.07303228122451981
t744,Budding,26.456137264744175,0.08671883431688596,0.36646713747352255,High,t581,3.403783240196412e-4,3.403783240195571e-4,High,est.ratio,0.366126759149503
t744,Budding,26.456137264744175,0.08671883431688596,0.36646713747352255,High,t581,3.403783240196412e-4,3.403783240195571e-4,High,true.ratio,0.08637845599286631
t30,Budding,38.935271733332065,0.00980812617447054,0.13671949927265284,High,t547,3.173882328537985e-4,3.173882328532472e-4,High,est.ratio,0.1364021110397996
t30,Budding,38.935271733332065,0.00980812617447054,0.13671949927265284,High,t547,3.173882328537985e-4,3.173882328532472e-4,High,true.ratio,0.009490737941616742
t57,Budding,13.71096495924284,0.23966795669567523,0.2396679566956749,High,t314,0.15728788464028626,0.00427675318138306,High,est.ratio,0.23539120351429182
t57,Budding,13.71096495924284,0.23966795669567523,0.2396679566956749,High,t314,0.15728788464028626,0.00427675318138306,High,true.ratio,0.08238007205538897
t1014,Budding,26.82820405409384,0.18103531674130416,0.18191274682210745,High,t152,6.522582738945602e-4,6.522582738941932e-4,High,est.ratio,0.18126048854821325
t1014,Budding,26.82820405409384,0.18103531674130416,0.18191274682210745,High,t152,6.522582738945602e-4,6.522582738941932e-4,High,true.ratio,0.1803830584674096
t529,Budding,48.13310768442654,0.05892238671701733,0.05892238671701648,High,t434,0.00472691634406706,3.0057032374145428e-5,High,est.ratio,0.058892329684642336
t529,Budding,48.13310768442654,0.05892238671701733,0.05892238671701648,High,t434,0.00472691634406706,3.0057032374145428e-5,High,true.ratio,0.05419547037295027
t155,Budding,19.650824420613276,0.0435938305279617,0.4816627913561002,High,t72,0.24890145516712636,1.7059840336097675e-4,High,est.ratio,0.4814921929527392
t155,Budding,19.650824420613276,0.0435938305279617,0.4816627913561002,High,t72,0.24890145516712636,1.7059840336097675e-4,High,true.ratio,-0.20530762463916466
t155,Budding,30.35099384476701,0.03287201491112557,0.4871276281928122,High,t1647,0.01152106855624377,4.497558683202394e-5,High,est.ratio,0.48708265260598016
t155,Budding,30.35099384476701,0.03287201491112557,0.4871276281928122,High,t1647,0.01152106855624377,4.497558683202394e-5,High,true.ratio,0.0213509463548818
t1132,Budding,39.43380947622741,0.04610945808519158,0.15748471986476326,High,t38,4.199905418861366e-4,4.199905418858162e-4,High,est.ratio,0.15706472932287743
t1132,Budding,39.43380947622741,0.04610945808519158,0.15748471986476326,High,t38,4.199905418861366e-4,4.199905418858162e-4,High,true.ratio,0.04568946754330545
t681,Budding,25.974173967208745,0.08959876519144315,0.1118503113486632,High,t329,8.845924534109633e-5,8.845924534085402e-5,High,est.ratio,0.11176185210332235
t681,Budding,25.974173967208745,0.08959876519144315,0.1118503113486632,High,t329,8.845924534109633e-5,8.845924534085402e-5,High,true.ratio,0.08951030594610206
t1628,Budding,25.642405699665183,0.05548776697051162,0.6676747771674413,High,t241,0.02826068450009456,0.00143050027043291,High,est.ratio,0.6662442768970084
t1628,Budding,25.642405699665183,0.05548776697051162,0.6676747771674413,High,t241,0.02826068450009456,0.00143050027043291,High,true.ratio,0.027227082470417063
t316,Budding,10.06154407765253,0.4160397742128172,0.49113049851800017,High,t406,0.13102920838259996,9.160206988207203e-5,High,est.ratio,0.4910388964481181
t316,Budding,10.06154407765253,0.4160397742128172,0.49113049851800017,High,t406,0.13102920838259996,9.160206988207203e-5,High,true.ratio,0.2850105658302172
t502,Budding,21.05209718243868,0.06063687801694512,0.2337308383004137,High,t239,8.035186356448185e-5,8.035186356402353e-5,High,est.ratio,0.23365048643684966
t502,Budding,21.05209718243868,0.06063687801694512,0.2337308383004137,High,t239,8.035186356448185e-5,8.035186356402353e-5,High,true.ratio,0.060556526153380634
t660,Budding,33.88937677094254,0.11114475651140282,0.22536773867920312,High,t97,0.00898177462057816,9.727242225149648e-5,High,est.ratio,0.22527046625695163
t660,Budding,33.88937677094254,0.11114475651140282,0.22536773867920312,High,t97,0.00898177462057816,9.727242225149648e-5,High,true.ratio,0.10216298189082466
t160,Budding,22.124713422697127,0.07996732471969444,0.17439537741791042,High,t525,0.00548661105318463,2.5441063093197793e-5,High,est.ratio,0.17436993635481723
t160,Budding,22.124713422697127,0.07996732471969444,0.17439537741791042,High,t525,0.00548661105318463,2.5441063093197793e-5,High,true.ratio,0.07448071366650981
t970,Budding,50.076286858795214,0.01943502679333897,0.16366240832804158,High,t1894,0.04506709759662714,3.735058297815048e-4,High,est.ratio,0.16328890249826006
t970,Budding,50.076286858795214,0.01943502679333897,0.16366240832804158,High,t1894,0.04506709759662714,3.735058297815048e-4,High,true.ratio,-0.02563207080328817
t1746,Budding,38.02129677256557,0.12027061046893964,0.3102558873011312,High,t1082,0.01673758009551243,1.4690291868826012e-4,High,est.ratio,0.31010898438244294
t1746,Budding,38.02129677256557,0.12027061046893964,0.3102558873011312,High,t1082,0.01673758009551243,1.4690291868826012e-4,High,true.ratio,0.1035330303734272
t127,Budding,24.065468884894,0.01695508428087602,0.1868590475945231,High,t513,2.3385491977629576e-4,2.3385491977625115e-4,High,est.ratio,0.18662519267474684
t127,Budding,24.065468884894,0.01695508428087602,0.1868590475945231,High,t513,2.3385491977629576e-4,2.3385491977625115e-4,High,true.ratio,0.016721229361099724
t53,Budding,27.70739997739009,0.16221679102911044,0.315840039726444,High,t465,0.01180023897095679,2.3700117053447608e-4,High,est.ratio,0.3156030385559095
t53,Budding,27.70739997739009,0.16221679102911044,0.315840039726444,High,t465,0.01180023897095679,2.3700117053447608e-4,High,true.ratio,0.15041655205815366
t485,Budding,43.31446539953729,0.06681865933838231,0.10770531937151086,High,t650,0.01523899550645372,1.1693401144335772e-4,High,est.ratio,0.1075883853600675
t485,Budding,43.31446539953729,0.06681865933838231,0.10770531937151086,High,t650,0.01523899550645372,1.1693401144335772e-4,High,true.ratio,0.05157966383192859
t198,Budding,25.906806111632957,0.04572701808952838,0.34147880204401604,High,t544,1.2623531869482177e-4,1.2623531869438147e-4,High,est.ratio,0.34135256672532166
t198,Budding,25.906806111632957,0.04572701808952838,0.34147880204401604,High,t544,1.2623531869482177e-4,1.2623531869438147e-4,High,true.ratio,0.045600782770833556
t995,Budding,29.788557919503525,0.02891175908967615,0.4928911382367603,High,t402,0.15355472615426785,8.476565100489712e-5,High,est.ratio,0.4928063725857554
t995,Budding,29.788557919503525,0.02891175908967615,0.4928911382367603,High,t402,0.15355472615426785,8.476565100489712e-5,High,true.ratio,-0.1246429670645917
t30,Budding,52.79550629702879,0.00371814942100483,0.09281102389170875,High,t927,0.01714181886893902,6.914396450005296e-5,High,est.ratio,0.0927418799272087
t30,Budding,52.79550629702879,0.00371814942100483,0.09281102389170875,High,t927,0.01714181886893902,6.914396450005296e-5,High,true.ratio,-0.01342366944793419
t760,Budding,29.3750332945872,0.09725111950903866,0.2703816106972651,High,t678,2.9776756027200446e-4,2.977675602715438e-4,High,est.ratio,0.2700838431369935
t760,Budding,29.3750332945872,0.09725111950903866,0.2703816106972651,High,t678,2.9776756027200446e-4,2.977675602715438e-4,High,true.ratio,0.09695335194876666
t930,Budding,47.64639828662225,0.10216325227286288,0.16377945682074818,High,t1271,0.03677804966621199,3.4592584681854266e-4,High,est.ratio,0.16343353097392965
t930,Budding,47.64639828662225,0.10216325227286288,0.16377945682074818,High,t1271,0.03677804966621199,3.4592584681854266e-4,High,true.ratio,0.0653852026066509
t246,Budding,27.551983714008703,0.06391380862653981,0.8181863507387994,High,t905,0.01253365978545915,3.149842975196801e-4,High,est.ratio,0.8178713664412798
t246,Budding,27.551983714008703,0.06391380862653981,0.8181863507387994,High,t905,0.01253365978545915,3.149842975196801e-4,High,true.ratio,0.05138014884108066
t1976,Budding,94.7304979563166,0.03239395595919572,0.10097590474348685,High,t745,0.00422817178372553,1.7167191801460605e-5,High,est.ratio,0.10095873755168538
t1976,Budding,94.7304979563166,0.03239395595919572,0.10097590474348685,High,t745,0.00422817178372553,1.7167191801460605e-5,High,true.ratio,0.028165784175470186
t19,Budding,18.425323161687277,0.16778795907782498,0.3748474281418988,High,t214,0.16782335696794182,2.0478212803584837e-4,High,est.ratio,0.37464264601386293
t19,Budding,18.425323161687277,0.16778795907782498,0.3748474281418988,High,t214,0.16782335696794182,2.0478212803584837e-4,High,true.ratio,-3.539789011683392e-5
t29,Budding,18.48936028476129,0.18659912877088464,0.2282639336080716,High,t117,3.6326320344876387e-4,3.6326320344849233e-4,High,est.ratio,0.2279006704046231
t29,Budding,18.48936028476129,0.18659912877088464,0.2282639336080716,High,t117,3.6326320344876387e-4,3.6326320344849233e-4,High,true.ratio,0.18623586556743588
t434,Budding,24.083048445847073,0.07287593607371745,0.1149381963705142,High,t506,5.715898396918421e-5,5.715898396888471e-5,High,est.ratio,0.11488103738654531
t434,Budding,24.083048445847073,0.07287593607371745,0.1149381963705142,High,t506,5.715898396918421e-5,5.715898396888471e-5,High,true.ratio,0.07281877708974827
t642,Budding,40.89103317907617,0.03198653085549879,0.3382982405376101,High,t829,2.8332166999888584e-5,2.8332166999429147e-5,High,est.ratio,0.33826990837061066
t642,Budding,40.89103317907617,0.03198653085549879,0.3382982405376101,High,t829,2.8332166999888584e-5,2.8332166999429147e-5,High,true.ratio,0.0319581986884989
t1711,Budding,33.98304083226949,0.03695595586573268,0.35513353025120903,High,t1510,0.08725882355556742,1.8783530362122492e-4,High,est.ratio,0.3549456949475878
t1711,Budding,33.98304083226949,0.03695595586573268,0.35513353025120903,High,t1510,0.08725882355556742,1.8783530362122492e-4,High,true.ratio,-0.050302867689834746
t459,Budding,22.32901370409119,0.00323966396359307,0.2164176827480515,High,t228,0.00687189742654566,6.09211153078653e-4,High,est.ratio,0.21580847159497285
t459,Budding,22.32901370409119,0.00323966396359307,0.2164176827480515,High,t228,0.00687189742654566,6.09211153078653e-4,High,true.ratio,-0.00363223346295259
t444,Budding,24.579906238967897,0.0973908656652286,0.34095587845756964,High,t465,0.02667149188162797,4.3112787610481395e-5,High,est.ratio,0.34091276566995915
t444,Budding,24.579906238967897,0.0973908656652286,0.34095587845756964,High,t465,0.02667149188162797,4.3112787610481395e-5,High,true.ratio,0.07071937378360063
t558,Budding,17.478130433338652,0.2785345213239196,0.6575657256131936,High,t325,8.659463033783461e-5,8.659463033717347e-5,High,est.ratio,0.6574791309828564
t558,Budding,17.478130433338652,0.2785345213239196,0.6575657256131936,High,t325,8.659463033783461e-5,8.659463033717347e-5,High,true.ratio,0.27844792669358176
t368,Budding,23.79942438267349,0.10260923181231188,0.19765275724468004,High,t750,0.0269337322328875,3.5857053079662394e-4,High,est.ratio,0.1972941867138834
t368,Budding,23.79942438267349,0.10260923181231188,0.19765275724468004,High,t750,0.0269337322328875,3.5857053079662394e-4,High,true.ratio,0.07567549957942438
t799,Budding,32.604077205070304,0.02871102382926007,0.1095793416179818,High,t948,0.03887662830479817,4.909737779500391e-5,High,est.ratio,0.1095302442401868
t799,Budding,32.604077205070304,0.02871102382926007,0.1095793416179818,High,t948,0.03887662830479817,4.909737779500391e-5,High,true.ratio,-0.0101656044755381
t156,Budding,31.285046379209938,0.03278130488169882,0.1984937039560291,High,t52,0.05502759231143468,1.824823034235966e-4,High,est.ratio,0.1983112216526055
t156,Budding,31.285046379209938,0.03278130488169882,0.1984937039560291,High,t52,0.05502759231143468,1.824823034235966e-4,High,true.ratio,-0.022246287429735855
