fraction,tree,extinction,estimate,mape
0.25,tree.688,no_ext,mape.incomplete,82.48842479788196
0.25,tree.688,no_ext,mape.mean,78.02551169406516
0.25,tree.688,no_ext,mape.median,83.50819819256694
0.25,tree.688,no_ext,mape.mean.new,70.19130172795398
0.25,tree.688,no_ext,mape.median.new,82.48842551222728
0.25,tree.689,no_ext,mape.incomplete,379.25817170522674
0.25,tree.689,no_ext,mape.mean,313.2621227350217
0.25,tree.689,no_ext,mape.median,379.50665376089694
0.25,tree.689,no_ext,mape.mean.new,301.71439056352136
0.25,tree.689,no_ext,mape.median.new,379.258163844534
0.25,tree.69,no_ext,mape.incomplete,214.98411113372725
0.25,tree.69,no_ext,mape.mean,184.63359437757026
0.25,tree.69,no_ext,mape.median,216.64580880533416
0.25,tree.69,no_ext,mape.mean.new,171.91002282104563
0.25,tree.69,no_ext,mape.median.new,214.98411155793536
0.25,tree.690,no_ext,mape.incomplete,188.4584625889316
0.25,tree.690,no_ext,mape.mean,163.1781496827073
0.25,tree.690,no_ext,mape.median,188.59373775121298
0.25,tree.690,no_ext,mape.mean.new,167.7776321255509
0.25,tree.690,no_ext,mape.median.new,188.4584598192534
0.25,tree.691,no_ext,mape.incomplete,294.72057791948566
0.25,tree.691,no_ext,mape.mean,246.31600321579788
0.25,tree.691,no_ext,mape.median,297.2219850172266
0.25,tree.691,no_ext,mape.mean.new,258.31619327336443
0.25,tree.691,no_ext,mape.median.new,294.72057407705347
0.25,tree.692,no_ext,mape.incomplete,90.65535577297413
0.25,tree.692,no_ext,mape.mean,86.55184914558485
0.25,tree.692,no_ext,mape.median,91.10422499100397
0.25,tree.692,no_ext,mape.mean.new,81.00728813889833
0.25,tree.692,no_ext,mape.median.new,90.65535561736883
0.25,tree.693,no_ext,mape.incomplete,61.51108922701829
0.25,tree.693,no_ext,mape.mean,63.46231307723905
0.25,tree.693,no_ext,mape.median,62.353265630517285
0.25,tree.693,no_ext,mape.mean.new,53.58664986317938
0.25,tree.693,no_ext,mape.median.new,61.51109029036513
0.25,tree.694,no_ext,mape.incomplete,246.51065122028822
0.25,tree.694,no_ext,mape.mean,210.81671065352862
0.25,tree.694,no_ext,mape.median,250.57691330234437
0.25,tree.694,no_ext,mape.mean.new,182.34127132410555
0.25,tree.694,no_ext,mape.median.new,246.51072170888733
0.25,tree.695,no_ext,mape.incomplete,135.94410399685458
0.25,tree.695,no_ext,mape.mean,121.38014358975585
0.25,tree.695,no_ext,mape.median,136.650202602808
0.25,tree.695,no_ext,mape.mean.new,107.76527534535893
0.25,tree.695,no_ext,mape.median.new,135.9441032683382
0.25,tree.696,no_ext,mape.incomplete,49.59475390402019
0.25,tree.696,no_ext,mape.mean,55.522930317353925
0.25,tree.696,no_ext,mape.median,52.80482861594694
0.25,tree.696,no_ext,mape.mean.new,46.249419801181
0.25,tree.696,no_ext,mape.median.new,49.59476258290538
0.25,tree.697,no_ext,mape.incomplete,108.60145683447794
0.25,tree.697,no_ext,mape.mean,100.74149516335234
0.25,tree.697,no_ext,mape.median,109.02404150835407
0.25,tree.697,no_ext,mape.mean.new,98.13890700910514
0.25,tree.697,no_ext,mape.median.new,108.60145614891961
0.25,tree.698,no_ext,mape.incomplete,213.5225161496439
0.25,tree.698,no_ext,mape.mean,181.05971071915658
0.25,tree.698,no_ext,mape.median,213.60818742736316
0.25,tree.698,no_ext,mape.mean.new,164.67269383134385
0.25,tree.698,no_ext,mape.median.new,213.52251234711096
0.25,tree.699,no_ext,mape.incomplete,163.40209684173323
0.25,tree.699,no_ext,mape.mean,144.22451816779883
0.25,tree.699,no_ext,mape.median,165.03284452282384
0.25,tree.699,no_ext,mape.mean.new,146.8078281114808
0.25,tree.699,no_ext,mape.median.new,163.40209655093017
0.25,tree.7,no_ext,mape.incomplete,286.7180839229701
0.25,tree.7,no_ext,mape.mean,240.17625529561798
0.25,tree.7,no_ext,mape.median,287.0099575538501
0.25,tree.7,no_ext,mape.mean.new,216.30420991175464
0.25,tree.7,no_ext,mape.median.new,286.7180792335162
0.25,tree.70,no_ext,mape.incomplete,58.56380642511287
0.25,tree.70,no_ext,mape.mean,59.80404878080496
0.25,tree.70,no_ext,mape.median,60.05633587877702
0.25,tree.70,no_ext,mape.mean.new,55.84380355156387
0.25,tree.70,no_ext,mape.median.new,58.56380798009092
0.25,tree.700,no_ext,mape.incomplete,88.50634987854224
0.25,tree.700,no_ext,mape.mean,81.84855999703305
0.25,tree.700,no_ext,mape.median,89.19618790893496
0.25,tree.700,no_ext,mape.mean.new,71.37882070553484
0.25,tree.700,no_ext,mape.median.new,88.50634980545776
0.25,tree.701,no_ext,mape.incomplete,159.4824874650274
0.25,tree.701,no_ext,mape.mean,139.2683132519457
0.25,tree.701,no_ext,mape.median,159.63395074588033
0.25,tree.701,no_ext,mape.mean.new,132.28034774370184
0.25,tree.701,no_ext,mape.median.new,159.48248516594643
0.25,tree.702,no_ext,mape.incomplete,159.0676004111766
0.25,tree.702,no_ext,mape.mean,139.6732313142673
0.25,tree.702,no_ext,mape.median,159.4479189505405
0.25,tree.702,no_ext,mape.mean.new,130.5537891162765
0.25,tree.702,no_ext,mape.median.new,159.06759807495754
0.25,tree.703,no_ext,mape.incomplete,53.81946839231796
0.25,tree.703,no_ext,mape.mean,58.75512130840115
0.25,tree.703,no_ext,mape.median,56.003707929149236
0.25,tree.703,no_ext,mape.mean.new,49.4503643142102
0.25,tree.703,no_ext,mape.median.new,53.81947158059005
0.25,tree.704,no_ext,mape.incomplete,79.91476524751944
0.25,tree.704,no_ext,mape.mean,76.23015618148578
0.25,tree.704,no_ext,mape.median,80.42906493390934
0.25,tree.704,no_ext,mape.mean.new,69.38436495261256
0.25,tree.704,no_ext,mape.median.new,79.91476508183582
0.25,tree.705,no_ext,mape.incomplete,238.80829556627754
0.25,tree.705,no_ext,mape.mean,204.46184307850137
0.25,tree.705,no_ext,mape.median,240.3546829682317
0.25,tree.705,no_ext,mape.mean.new,180.33661534510742
0.25,tree.705,no_ext,mape.median.new,238.80829302648908
0.25,tree.706,no_ext,mape.incomplete,121.64546218158156
0.25,tree.706,no_ext,mape.mean,111.46389431491879
0.25,tree.706,no_ext,mape.median,122.70760040745385
0.25,tree.706,no_ext,mape.mean.new,111.70943470634937
0.25,tree.706,no_ext,mape.median.new,121.64546239469072
0.25,tree.707,no_ext,mape.incomplete,260.3932397714773
0.25,tree.707,no_ext,mape.mean,222.0154223796549
0.25,tree.707,no_ext,mape.median,262.81225414942935
0.25,tree.707,no_ext,mape.mean.new,218.4360824463813
0.25,tree.707,no_ext,mape.median.new,260.39326605387123
0.25,tree.708,no_ext,mape.incomplete,55.47060924726123
0.25,tree.708,no_ext,mape.mean,57.233989654168795
0.25,tree.708,no_ext,mape.median,55.82497267298252
0.25,tree.708,no_ext,mape.mean.new,53.7961527065277
0.25,tree.708,no_ext,mape.median.new,55.47060988728356
0.25,tree.709,no_ext,mape.incomplete,96.9402024978901
0.25,tree.709,no_ext,mape.mean,91.11723276423064
0.25,tree.709,no_ext,mape.median,97.34270227434175
0.25,tree.709,no_ext,mape.mean.new,83.57869311569351
0.25,tree.709,no_ext,mape.median.new,96.94020263066218
0.25,tree.71,no_ext,mape.incomplete,72.12890548585386
0.25,tree.71,no_ext,mape.mean,73.38527609345834
0.25,tree.71,no_ext,mape.median,74.93951594277893
0.25,tree.71,no_ext,mape.mean.new,61.67116772151593
0.25,tree.71,no_ext,mape.median.new,72.12891351368165
0.25,tree.710,no_ext,mape.incomplete,113.75436150573826
0.25,tree.710,no_ext,mape.mean,105.1905129128978
0.25,tree.710,no_ext,mape.median,116.03059363457359
0.25,tree.710,no_ext,mape.mean.new,92.19971428360928
0.25,tree.710,no_ext,mape.median.new,113.7543677378146
0.25,tree.711,no_ext,mape.incomplete,54.45037550134166
0.25,tree.711,no_ext,mape.mean,59.25548823859971
0.25,tree.711,no_ext,mape.median,56.096519571881956
0.25,tree.711,no_ext,mape.mean.new,51.99533362698507
0.25,tree.711,no_ext,mape.median.new,54.45037794313379
0.25,tree.712,no_ext,mape.incomplete,78.19967348722808
0.25,tree.712,no_ext,mape.mean,78.44783569312173
0.25,tree.712,no_ext,mape.median,81.26702619286705
0.25,tree.712,no_ext,mape.mean.new,58.21573257585061
0.25,tree.712,no_ext,mape.median.new,78.19967723635263
0.25,tree.713,no_ext,mape.incomplete,114.33426731693484
0.25,tree.713,no_ext,mape.mean,103.5689244208758
0.25,tree.713,no_ext,mape.median,115.40746699120079
0.25,tree.713,no_ext,mape.mean.new,84.38807385148768
0.25,tree.713,no_ext,mape.median.new,114.33426730360856
0.25,tree.714,no_ext,mape.incomplete,357.0396958888721
0.25,tree.714,no_ext,mape.mean,296.9543882347384
0.25,tree.714,no_ext,mape.median,358.9505672886857
0.25,tree.714,no_ext,mape.mean.new,285.05329284481104
0.25,tree.714,no_ext,mape.median.new,357.03968934936074
0.25,tree.715,no_ext,mape.incomplete,64.8284567010649
0.25,tree.715,no_ext,mape.mean,65.31961958756801
0.25,tree.715,no_ext,mape.median,65.20370851111117
0.25,tree.715,no_ext,mape.mean.new,60.98461005970268
0.25,tree.715,no_ext,mape.median.new,64.82845695304174
0.25,tree.716,no_ext,mape.incomplete,237.83948243065382
0.25,tree.716,no_ext,mape.mean,200.39139882335766
0.25,tree.716,no_ext,mape.median,240.57406718700025
0.25,tree.716,no_ext,mape.mean.new,170.43655364378617
0.25,tree.716,no_ext,mape.median.new,237.8394894729188
0.25,tree.717,no_ext,mape.incomplete,57.90435930395308
0.25,tree.717,no_ext,mape.mean,62.08589858195908
0.25,tree.717,no_ext,mape.median,58.36862260728301
0.25,tree.717,no_ext,mape.mean.new,57.260256580511324
0.25,tree.717,no_ext,mape.median.new,57.90436022092037
0.25,tree.718,no_ext,mape.incomplete,155.2755935059027
0.25,tree.718,no_ext,mape.mean,137.3526354474735
0.25,tree.718,no_ext,mape.median,156.67871175234197
0.25,tree.718,no_ext,mape.mean.new,119.51392923819031
0.25,tree.718,no_ext,mape.median.new,155.27559392916174
0.25,tree.719,no_ext,mape.incomplete,48.682536365028334
0.25,tree.719,no_ext,mape.mean,53.59642769190033
0.25,tree.719,no_ext,mape.median,49.157412799540964
0.25,tree.719,no_ext,mape.mean.new,44.6897962913108
0.25,tree.719,no_ext,mape.median.new,48.68253752156207
0.25,tree.72,no_ext,mape.incomplete,105.15531171343187
0.25,tree.72,no_ext,mape.mean,97.7607252066232
0.25,tree.72,no_ext,mape.median,107.45100172379898
0.25,tree.72,no_ext,mape.mean.new,93.94897722285278
0.25,tree.72,no_ext,mape.median.new,105.15531393478277
0.25,tree.720,no_ext,mape.incomplete,42.828321942401416
0.25,tree.720,no_ext,mape.mean,48.4790597553504
0.25,tree.720,no_ext,mape.median,41.077668794831744
0.25,tree.720,no_ext,mape.mean.new,41.05899844509977
0.25,tree.720,no_ext,mape.median.new,42.828321073839405
0.25,tree.721,no_ext,mape.incomplete,109.593288988191
0.25,tree.721,no_ext,mape.mean,99.94794440662952
0.25,tree.721,no_ext,mape.median,110.12161567483396
0.25,tree.721,no_ext,mape.mean.new,92.5522394013285
0.25,tree.721,no_ext,mape.median.new,109.5932882324499
0.25,tree.722,no_ext,mape.incomplete,416.05462798133317
0.25,tree.722,no_ext,mape.mean,341.7846140759175
0.25,tree.722,no_ext,mape.median,416.25738197986635
0.25,tree.722,no_ext,mape.mean.new,342.3047274859586
0.25,tree.722,no_ext,mape.median.new,416.0546191298628
0.25,tree.723,no_ext,mape.incomplete,62.68185240053407
0.25,tree.723,no_ext,mape.mean,66.13342382858382
0.25,tree.723,no_ext,mape.median,65.38443569416043
0.25,tree.723,no_ext,mape.mean.new,58.568176423710085
0.25,tree.723,no_ext,mape.median.new,62.68185603903503
0.25,tree.724,no_ext,mape.incomplete,237.06529047636192
0.25,tree.724,no_ext,mape.mean,201.26741516866548
0.25,tree.724,no_ext,mape.median,237.284927363259
0.25,tree.724,no_ext,mape.mean.new,177.22423786257087
0.25,tree.724,no_ext,mape.median.new,237.0652864333286
0.25,tree.725,no_ext,mape.incomplete,405.44550646093273
0.25,tree.725,no_ext,mape.mean,331.27686507290724
0.25,tree.725,no_ext,mape.median,404.81491580058713
0.25,tree.725,no_ext,mape.mean.new,338.0999237718472
0.25,tree.725,no_ext,mape.median.new,405.44549803110215
0.25,tree.726,no_ext,mape.incomplete,180.7111986777302
0.25,tree.726,no_ext,mape.mean,157.02242918964296
0.25,tree.726,no_ext,mape.median,181.18927534861803
0.25,tree.726,no_ext,mape.mean.new,152.8860786331633
0.25,tree.726,no_ext,mape.median.new,180.7111962416479
0.25,tree.727,no_ext,mape.incomplete,217.53202546786946
0.25,tree.727,no_ext,mape.mean,184.86909005004767
0.25,tree.727,no_ext,mape.median,217.75751875268205
0.25,tree.727,no_ext,mape.mean.new,161.36675099574487
0.25,tree.727,no_ext,mape.median.new,217.53202215973667
0.25,tree.728,no_ext,mape.incomplete,113.41021945694713
0.25,tree.728,no_ext,mape.mean,106.63041649725666
0.25,tree.728,no_ext,mape.median,117.84712195732602
0.25,tree.728,no_ext,mape.mean.new,98.13099242991507
0.25,tree.728,no_ext,mape.median.new,113.41022869827613
0.25,tree.729,no_ext,mape.incomplete,184.96971414528042
0.25,tree.729,no_ext,mape.mean,159.01679680851763
0.25,tree.729,no_ext,mape.median,185.59645486564818
0.25,tree.729,no_ext,mape.mean.new,137.46861649231712
0.25,tree.729,no_ext,mape.median.new,184.96971225680332
0.25,tree.73,no_ext,mape.incomplete,127.24480012202292
0.25,tree.73,no_ext,mape.mean,115.27280379855797
0.25,tree.73,no_ext,mape.median,128.8000337327594
0.25,tree.73,no_ext,mape.mean.new,108.16131655478645
0.25,tree.73,no_ext,mape.median.new,127.24480069401865
0.25,tree.730,no_ext,mape.incomplete,48.72989001656607
0.25,tree.730,no_ext,mape.mean,53.31032333020686
0.25,tree.730,no_ext,mape.median,49.80356673020964
0.25,tree.730,no_ext,mape.mean.new,42.37843307598608
0.25,tree.730,no_ext,mape.median.new,48.72989169031929
0.25,tree.731,no_ext,mape.incomplete,44.773080051368716
0.25,tree.731,no_ext,mape.mean,51.130935537617994
0.25,tree.731,no_ext,mape.median,46.306037507234734
0.25,tree.731,no_ext,mape.mean.new,41.12028608442977
0.25,tree.731,no_ext,mape.median.new,44.77308295616004
0.25,tree.732,no_ext,mape.incomplete,154.75054048178941
0.25,tree.732,no_ext,mape.mean,134.41759445117665
0.25,tree.732,no_ext,mape.median,155.03955457074818
0.25,tree.732,no_ext,mape.mean.new,131.02116352384104
0.25,tree.732,no_ext,mape.median.new,154.75053820313556
0.25,tree.733,no_ext,mape.incomplete,61.86739169671348
0.25,tree.733,no_ext,mape.mean,63.51829264510056
0.25,tree.733,no_ext,mape.median,63.66235932256984
0.25,tree.733,no_ext,mape.mean.new,50.80316255422742
0.25,tree.733,no_ext,mape.median.new,61.86739362093798
0.25,tree.734,no_ext,mape.incomplete,37.60456168391426
0.25,tree.734,no_ext,mape.mean,46.43496181976252
0.25,tree.734,no_ext,mape.median,40.00538124550054
0.25,tree.734,no_ext,mape.mean.new,37.221483194727284
0.25,tree.734,no_ext,mape.median.new,37.604565534107984
0.25,tree.735,no_ext,mape.incomplete,38.361808945639844
0.25,tree.735,no_ext,mape.mean,47.233822171081655
0.25,tree.735,no_ext,mape.median,38.815603143782205
0.25,tree.735,no_ext,mape.mean.new,40.46721500906553
0.25,tree.735,no_ext,mape.median.new,38.361810554983194
0.25,tree.736,no_ext,mape.incomplete,91.40844263685061
0.25,tree.736,no_ext,mape.mean,87.2136380815278
0.25,tree.736,no_ext,mape.median,91.93963025256195
0.25,tree.736,no_ext,mape.mean.new,74.87379938849189
0.25,tree.736,no_ext,mape.median.new,91.4084426183323
0.25,tree.737,no_ext,mape.incomplete,87.35271822141355
0.25,tree.737,no_ext,mape.mean,85.01109137836367
0.25,tree.737,no_ext,mape.median,89.94490811262791
0.25,tree.737,no_ext,mape.mean.new,78.85496792659987
0.25,tree.737,no_ext,mape.median.new,87.35271977639613
0.25,tree.738,no_ext,mape.incomplete,366.15018227607425
0.25,tree.738,no_ext,mape.mean,304.46696954224046
0.25,tree.738,no_ext,mape.median,370.5042730654938
0.25,tree.738,no_ext,mape.mean.new,292.8760121262397
0.25,tree.738,no_ext,mape.median.new,366.1501786717444
0.25,tree.739,no_ext,mape.incomplete,74.5675501021881
0.25,tree.739,no_ext,mape.mean,74.06077502910793
0.25,tree.739,no_ext,mape.median,75.25402964827308
0.25,tree.739,no_ext,mape.mean.new,62.54987475065488
0.25,tree.739,no_ext,mape.median.new,74.56755088847876
0.25,tree.74,no_ext,mape.incomplete,52.32568112534981
0.25,tree.74,no_ext,mape.mean,54.88060073266507
0.25,tree.74,no_ext,mape.median,54.244208795276286
0.25,tree.74,no_ext,mape.mean.new,46.406167922591706
0.25,tree.74,no_ext,mape.median.new,52.325683295475464
0.25,tree.740,no_ext,mape.incomplete,97.68333269976989
0.25,tree.740,no_ext,mape.mean,90.50447415626827
0.25,tree.740,no_ext,mape.median,97.93804322564937
0.25,tree.740,no_ext,mape.mean.new,83.3304398868594
0.25,tree.740,no_ext,mape.median.new,97.68333228944425
0.25,tree.741,no_ext,mape.incomplete,487.766645381231
0.25,tree.741,no_ext,mape.mean,397.599830736371
0.25,tree.741,no_ext,mape.median,487.9147395943821
0.25,tree.741,no_ext,mape.mean.new,372.74164741863376
0.25,tree.741,no_ext,mape.median.new,487.76663795288886
0.25,tree.742,no_ext,mape.incomplete,291.2530278493511
0.25,tree.742,no_ext,mape.mean,240.52429563180473
0.25,tree.742,no_ext,mape.median,291.3862226687749
0.25,tree.742,no_ext,mape.mean.new,238.53829864524684
0.25,tree.742,no_ext,mape.median.new,291.2530226028692
0.25,tree.743,no_ext,mape.incomplete,228.04318551737856
0.25,tree.743,no_ext,mape.mean,194.0353702206583
0.25,tree.743,no_ext,mape.median,228.59511185523274
0.25,tree.743,no_ext,mape.mean.new,185.9070470405364
0.25,tree.743,no_ext,mape.median.new,228.04318181125868
0.25,tree.744,no_ext,mape.incomplete,419.49940756954936
0.25,tree.744,no_ext,mape.mean,343.169161642783
0.25,tree.744,no_ext,mape.median,419.6924221891476
0.25,tree.744,no_ext,mape.mean.new,324.4961833689543
0.25,tree.744,no_ext,mape.median.new,419.4993977597475
0.25,tree.745,no_ext,mape.incomplete,57.99764157156611
0.25,tree.745,no_ext,mape.mean,61.311832740659625
0.25,tree.745,no_ext,mape.median,60.57505008470271
0.25,tree.745,no_ext,mape.mean.new,53.270729292822864
0.25,tree.745,no_ext,mape.median.new,57.997644343780685
0.25,tree.746,no_ext,mape.incomplete,95.9255936659041
0.25,tree.746,no_ext,mape.mean,93.18078472438019
0.25,tree.746,no_ext,mape.median,100.93199992240227
0.25,tree.746,no_ext,mape.mean.new,81.19739517162208
0.25,tree.746,no_ext,mape.median.new,95.92559794873658
0.25,tree.747,no_ext,mape.incomplete,69.5636098032831
0.25,tree.747,no_ext,mape.mean,69.44930626988857
0.25,tree.747,no_ext,mape.median,70.07326263859848
0.25,tree.747,no_ext,mape.mean.new,65.5166489395392
0.25,tree.747,no_ext,mape.median.new,69.56361046385474
0.25,tree.748,no_ext,mape.incomplete,56.436418985144776
0.25,tree.748,no_ext,mape.mean,59.3796056053402
0.25,tree.748,no_ext,mape.median,57.15931371268288
0.25,tree.748,no_ext,mape.mean.new,52.2727876474656
0.25,tree.748,no_ext,mape.median.new,56.43642055880629
0.25,tree.749,no_ext,mape.incomplete,145.06514765566834
0.25,tree.749,no_ext,mape.mean,128.3016185736257
0.25,tree.749,no_ext,mape.median,147.17619956259622
0.25,tree.749,no_ext,mape.mean.new,121.8846514407962
0.25,tree.749,no_ext,mape.median.new,145.06514851034436
0.25,tree.75,no_ext,mape.incomplete,113.7033621137437
0.25,tree.75,no_ext,mape.mean,102.66678856008579
0.25,tree.75,no_ext,mape.median,111.64012850937428
0.25,tree.75,no_ext,mape.mean.new,98.8453399706831
0.25,tree.75,no_ext,mape.median.new,113.70335879724358
0.25,tree.750,no_ext,mape.incomplete,63.893453634111985
0.25,tree.750,no_ext,mape.mean,64.7067404249207
0.25,tree.750,no_ext,mape.median,64.20749214055127
0.25,tree.750,no_ext,mape.mean.new,57.610220308368774
0.25,tree.750,no_ext,mape.median.new,63.893454016675335
0.25,tree.751,no_ext,mape.incomplete,61.82666602891328
0.25,tree.751,no_ext,mape.mean,64.19288053719492
0.25,tree.751,no_ext,mape.median,62.3803202649191
0.25,tree.751,no_ext,mape.mean.new,54.46074908405164
0.25,tree.751,no_ext,mape.median.new,61.826666880714
0.25,tree.752,no_ext,mape.incomplete,80.26635204213277
0.25,tree.752,no_ext,mape.mean,79.71566640682475
0.25,tree.752,no_ext,mape.median,82.67823216251237
0.25,tree.752,no_ext,mape.mean.new,68.00733393420889
0.25,tree.752,no_ext,mape.median.new,80.26635949719717
0.25,tree.753,no_ext,mape.incomplete,94.6280235798492
0.25,tree.753,no_ext,mape.mean,91.50514949106908
0.25,tree.753,no_ext,mape.median,97.72718447786256
0.25,tree.753,no_ext,mape.mean.new,77.02369955630604
0.25,tree.753,no_ext,mape.median.new,94.62802708340428
0.25,tree.754,no_ext,mape.incomplete,70.5486176225439
0.25,tree.754,no_ext,mape.mean,68.56272476916467
0.25,tree.754,no_ext,mape.median,71.09718799998113
0.25,tree.754,no_ext,mape.mean.new,61.1012792697806
0.25,tree.754,no_ext,mape.median.new,70.54861779399064
0.25,tree.755,no_ext,mape.incomplete,57.06466707085818
0.25,tree.755,no_ext,mape.mean,60.00519290734934
0.25,tree.755,no_ext,mape.median,57.30025443281072
0.25,tree.755,no_ext,mape.mean.new,54.09343036913563
0.25,tree.755,no_ext,mape.median.new,57.06466771407478
0.25,tree.756,no_ext,mape.incomplete,253.165407401473
0.25,tree.756,no_ext,mape.mean,212.05154483266088
0.25,tree.756,no_ext,mape.median,253.4257946347914
0.25,tree.756,no_ext,mape.mean.new,202.37268968703054
0.25,tree.756,no_ext,mape.median.new,253.16540240933546
0.25,tree.757,no_ext,mape.incomplete,54.11732555391908
0.25,tree.757,no_ext,mape.mean,56.87135031210724
0.25,tree.757,no_ext,mape.median,54.678678070096595
0.25,tree.757,no_ext,mape.mean.new,44.65148647966611
0.25,tree.757,no_ext,mape.median.new,54.11732657681374
0.25,tree.758,no_ext,mape.incomplete,42.805625976979975
0.25,tree.758,no_ext,mape.mean,49.49801484230926
0.25,tree.758,no_ext,mape.median,43.80163763406867
0.25,tree.758,no_ext,mape.mean.new,41.93211315305626
0.25,tree.758,no_ext,mape.median.new,42.80562761203196
0.25,tree.759,no_ext,mape.incomplete,64.84111107622928
0.25,tree.759,no_ext,mape.mean,67.07675032287365
0.25,tree.759,no_ext,mape.median,67.49537702869144
0.25,tree.759,no_ext,mape.mean.new,52.674100269341004
0.25,tree.759,no_ext,mape.median.new,64.84112379947234
0.25,tree.76,no_ext,mape.incomplete,402.5589818286897
0.25,tree.76,no_ext,mape.mean,330.7253989731597
0.25,tree.76,no_ext,mape.median,402.847102017968
0.25,tree.76,no_ext,mape.mean.new,332.7438895045158
0.25,tree.76,no_ext,mape.median.new,402.5589726350521
0.25,tree.760,no_ext,mape.incomplete,153.37753560909817
0.25,tree.760,no_ext,mape.mean,135.53986764064362
0.25,tree.760,no_ext,mape.median,154.3544952836105
0.25,tree.760,no_ext,mape.mean.new,118.80287119655486
0.25,tree.760,no_ext,mape.median.new,153.37753496535785
0.25,tree.761,no_ext,mape.incomplete,36674.60503147042
0.25,tree.761,no_ext,mape.mean,28834.226621995345
0.25,tree.761,no_ext,mape.median,36621.738744938404
0.25,tree.761,no_ext,mape.mean.new,27912.692730804563
0.25,tree.761,no_ext,mape.median.new,36674.6039411584
0.25,tree.762,no_ext,mape.incomplete,109.95112671133353
0.25,tree.762,no_ext,mape.mean,103.63521355455649
0.25,tree.762,no_ext,mape.median,112.42117263701412
0.25,tree.762,no_ext,mape.mean.new,95.39968221953885
0.25,tree.762,no_ext,mape.median.new,109.95112780216046
0.25,tree.763,no_ext,mape.incomplete,117.8037277573908
0.25,tree.763,no_ext,mape.mean,106.65497489142123
0.25,tree.763,no_ext,mape.median,117.95841725019439
0.25,tree.763,no_ext,mape.mean.new,99.76300713910047
0.25,tree.763,no_ext,mape.median.new,117.80372653743775
0.25,tree.764,no_ext,mape.incomplete,99.53823882407626
0.25,tree.764,no_ext,mape.mean,95.56745216040132
0.25,tree.764,no_ext,mape.median,101.99887988724304
0.25,tree.764,no_ext,mape.mean.new,76.11454017325622
0.25,tree.764,no_ext,mape.median.new,99.53824185046419
0.25,tree.765,no_ext,mape.incomplete,295.5778906644049
0.25,tree.765,no_ext,mape.mean,247.91295822558337
0.25,tree.765,no_ext,mape.median,295.6055346803324
0.25,tree.765,no_ext,mape.mean.new,236.61966081036897
0.25,tree.765,no_ext,mape.median.new,295.5778843520932
0.25,tree.766,no_ext,mape.incomplete,51.68228257966304
0.25,tree.766,no_ext,mape.mean,56.577161462196926
0.25,tree.766,no_ext,mape.median,54.167950898600694
0.25,tree.766,no_ext,mape.mean.new,45.01151208570524
0.25,tree.766,no_ext,mape.median.new,51.68228739495915
0.25,tree.767,no_ext,mape.incomplete,74.81180392594847
0.25,tree.767,no_ext,mape.mean,72.5650393854356
0.25,tree.767,no_ext,mape.median,77.16792855433384
0.25,tree.767,no_ext,mape.mean.new,67.99229793634382
0.25,tree.767,no_ext,mape.median.new,74.81180531419169
0.25,tree.768,no_ext,mape.incomplete,62.410098322216236
0.25,tree.768,no_ext,mape.mean,66.01855201110534
0.25,tree.768,no_ext,mape.median,65.30400389735341
0.25,tree.768,no_ext,mape.mean.new,57.53168358954311
0.25,tree.768,no_ext,mape.median.new,62.41010213636099
0.25,tree.769,no_ext,mape.incomplete,65.60045428413879
0.25,tree.769,no_ext,mape.mean,68.07079249392295
0.25,tree.769,no_ext,mape.median,66.49063569101365
0.25,tree.769,no_ext,mape.mean.new,56.436196901577794
0.25,tree.769,no_ext,mape.median.new,65.60045566875533
0.25,tree.77,no_ext,mape.incomplete,72.74031151086686
0.25,tree.77,no_ext,mape.mean,70.56431206315057
0.25,tree.77,no_ext,mape.median,73.55389661176963
0.25,tree.77,no_ext,mape.mean.new,62.284504013859966
0.25,tree.77,no_ext,mape.median.new,72.7403120741094
0.25,tree.770,no_ext,mape.incomplete,58.82796674251062
0.25,tree.770,no_ext,mape.mean,59.067470576207114
0.25,tree.770,no_ext,mape.median,59.45647915141695
0.25,tree.770,no_ext,mape.mean.new,53.50731604177942
0.25,tree.770,no_ext,mape.median.new,58.82796750464727
0.25,tree.771,no_ext,mape.incomplete,195.66391339092542
0.25,tree.771,no_ext,mape.mean,167.6204185548306
0.25,tree.771,no_ext,mape.median,196.4625498386034
0.25,tree.771,no_ext,mape.mean.new,154.01723307038532
0.25,tree.771,no_ext,mape.median.new,195.66391057877073
0.25,tree.772,no_ext,mape.incomplete,79.70593340146473
0.25,tree.772,no_ext,mape.mean,77.02834907921073
0.25,tree.772,no_ext,mape.median,80.51821746503161
0.25,tree.772,no_ext,mape.mean.new,66.74063615666459
0.25,tree.772,no_ext,mape.median.new,79.70593404416502
0.25,tree.773,no_ext,mape.incomplete,254.51668601010638
0.25,tree.773,no_ext,mape.mean,216.1059315437919
0.25,tree.773,no_ext,mape.median,258.13838291929767
0.25,tree.773,no_ext,mape.mean.new,173.56708446293635
0.25,tree.773,no_ext,mape.median.new,254.51668343109782
0.25,tree.774,no_ext,mape.incomplete,64.6939223175851
0.25,tree.774,no_ext,mape.mean,67.03188699244743
0.25,tree.774,no_ext,mape.median,67.94180841636081
0.25,tree.774,no_ext,mape.mean.new,56.546231741111285
0.25,tree.774,no_ext,mape.median.new,64.69392583249827
