tree,status,mean.true,mean.phy
tree.309,NT,0.8433322005502358,1.600615791203551
tree.309,VU,1.7912830163469877,1.5458529908042165
tree.309,EN,3.060136040540855,2.56954301462052
tree.309,CR,7.2949932285533166,4.383116567024329
tree.31,LC,0.21662439500522238,0.30867325622546943
tree.31,NT,0.833296633530337,1.3630821485792886
tree.31,VU,1.5850691752250663,1.5031926661711856
tree.31,EN,2.828076592238328,2.2365317201026023
tree.31,CR,7.043378444432947,4.370691908155421
tree.310,LC,0.4235545432467691,0.564544746930679
tree.310,NT,1.2084593267508499,1.0485941844388016
tree.310,VU,2.660659170281009,1.6593639940631315
tree.310,EN,4.52241853379866,2.9173932530229014
tree.310,CR,8.37741611485065,4.9187035601542535
tree.311,LC,0.34738822766346367,0.3179056375493219
tree.311,NT,0.9690691620842028,1.0805080548688306
tree.311,VU,1.9353728573414009,2.181021171563638
tree.311,EN,3.4110239899026653,3.285922977614008
tree.311,CR,8.644451917062913,3.9575036517897058
tree.312,LC,0.37408388776446594,0.3762514713167842
tree.312,NT,1.3530805122370255,1.3933159241438706
tree.312,VU,2.3958810328786617,1.8681921496622864
tree.312,EN,4.294607626295449,2.4023403193435113
tree.312,CR,9.444627437862604,4.9582002158069445
tree.313,LC,0.3910626779540799,0.708526053684722
tree.313,NT,1.2514311957356103,1.9210471362747161
tree.313,VU,2.384297585903916,1.6874570189158948
tree.313,EN,4.695883802541385,3.0856445982909646
tree.313,CR,8.618122610906271,4.7364512445478795
tree.314,LC,0.29230684425421255,0.271186716918138
tree.314,NT,0.8174960430203071,0.7871518724559049
tree.314,VU,1.8036042374377137,1.4199051305489072
tree.314,EN,3.15128610341511,2.717731832156874
tree.314,CR,7.303453143752663,2.667884442340631
tree.315,LC,0.3166122038292668,0.2673150136244579
tree.315,NT,1.135279173853883,1.4955913557928335
tree.315,VU,2.2948002618945957,1.59270917851102
tree.315,EN,4.318590642195962,2.228213852950495
tree.315,CR,9.176654615702574,3.154172552943656
tree.316,LC,0.286180870083518,0.3336932417423866
tree.316,NT,0.8734163945409854,0.9035803121373053
tree.316,VU,1.670029274545213,1.3448668699485813
tree.316,EN,2.7980044093082648,2.4183986693699535
tree.316,CR,7.19015938680705,4.3671621556695115
tree.317,LC,0.3369438015309218,0.381373417282434
tree.317,NT,1.0914386950157327,1.7026026050729945
tree.317,VU,2.222589414778226,1.741492587574844
tree.317,EN,3.836966932563352,2.5104692059168685
tree.317,CR,9.089426967526444,2.860470175717592
tree.318,LC,0.3907000293169214,0.6136920967414794
tree.318,NT,1.2041430773121264,1.0605451009095523
tree.318,VU,2.4078817776947745,1.7583409778980814
tree.318,EN,4.3204632623751795,3.1123877684906462
tree.318,CR,8.999757562312746,2.952800167064378
tree.319,LC,0.22635123968451332,0.22460817418864837
tree.319,NT,1.0428902316859852,0.8466074285073225
tree.319,VU,1.812041170120256,1.9331103454126144
tree.319,EN,3.2508494123184484,1.461193080607043
tree.319,CR,6.167620753177618,3.895770504326383
tree.32,LC,0.2619083911233958,0.3307295725792412
tree.32,NT,1.0769351211583336,1.0251569246666878
tree.32,VU,2.131366999880615,2.4298849547910435
tree.32,EN,3.893566931474518,3.2608467022582985
tree.32,CR,8.938308372649363,3.4945220791573393
tree.320,LC,0.2599409979184233,0.2617061995144919
tree.320,NT,0.788350027801774,0.8877863053630807
tree.320,VU,1.3719384295427524,1.3108913720854256
tree.320,EN,2.5146120415882756,2.140297351374895
tree.320,CR,5.266764553662642,2.313277128292411
tree.321,LC,0.5180317016157715,0.5547284500840487
tree.321,NT,1.5903668301322293,1.433403745622436
tree.321,VU,3.1688942739738843,2.1778666868484016
tree.321,EN,5.042328636963199,2.92574577087163
tree.321,CR,8.79566705660517,2.431505008049084
tree.322,LC,0.30822147074461753,0.33710437594167575
tree.322,NT,1.0956474731387353,1.1627504736885714
tree.322,VU,2.0686397717358815,1.5800725768567287
tree.322,EN,3.515548011216803,2.658269297359333
tree.322,CR,7.293761847560239,4.628275537486472
tree.323,LC,0.41530253064476647,0.3853134632821521
tree.323,NT,1.5683974436887782,1.5034592060454623
tree.323,VU,3.3555551335219866,2.162776182667615
tree.323,EN,6.1223289914248475,2.836652188442386
tree.323,CR,11.6283745326421,2.567557720844046
tree.324,LC,0.16396219017356117,0.13842734643557997
tree.324,NT,0.7663008538397724,1.1523798018843574
tree.324,VU,1.5868800248957713,1.9177213340456754
tree.324,EN,3.010863704792797,1.909564384376234
tree.324,CR,7.208211194505606,3.4285922067282284
tree.325,LC,0.36897322833218066,0.3689732283321765
tree.325,NT,1.1775039519433521,1.169892027043011
tree.325,VU,2.384566399543587,2.104199647481565
tree.325,EN,4.169743202314638,3.4416853777204492
tree.325,CR,8.857768993493414,3.059477896037743
tree.326,LC,0.27707254524070013,1.0341614357398143
tree.326,NT,0.7190641367447054,0.7048256865722644
tree.326,VU,1.4800411329414551,1.1440786948234736
tree.326,EN,2.6298993462688185,2.199397437439095
tree.326,CR,7.5323153840120245,3.1911554500905033
tree.327,LC,0.437842317203069,0.6966460173690012
tree.327,NT,1.4640272566404413,2.2099579999378145
tree.327,VU,2.735548239073289,2.25471150062603
tree.327,EN,4.68841942962906,3.036668607396087
tree.327,CR,10.022547171843586,4.989181151715069
tree.328,LC,0.3016449757295126,0.2776607265914442
tree.328,NT,1.1440592623640398,1.4382161561921398
tree.328,VU,2.2475554480379856,2.2904909988347315
tree.328,EN,3.730396759421149,2.6269356020974137
tree.328,CR,8.375605121809189,3.926685849433559
tree.329,LC,0.23248012162148773,0.34652364002088115
tree.329,NT,0.956137903198526,1.1858507545533912
tree.329,VU,1.9055790862162076,1.4040936886350717
tree.329,EN,3.320787450148246,2.116389006448572
tree.329,CR,7.770586581129358,3.2355573382437
tree.33,LC,0.39330669169183985,0.644345753732085
tree.33,NT,1.3178748214814717,1.2684516320523453
tree.33,VU,2.654729172573308,4.175671418162619
tree.33,EN,4.376241140532013,3.171355078152627
tree.33,CR,10.371724199079534,4.64757923835101
tree.330,LC,0.23004492626539247,0.23004492626538925
tree.330,NT,0.815373958635053,0.9678844844835772
tree.330,VU,1.8230034608165298,1.576342819463277
tree.330,EN,2.9735130735081197,2.4779330680505622
tree.330,CR,7.18941258408442,2.6436591201765722
tree.331,LC,0.4540654407354051,0.4471573167557189
tree.331,NT,1.8621615750548575,2.0886444601486587
tree.331,VU,3.66299737167345,1.7473534142641245
tree.331,EN,6.282385007229292,3.052602414798042
tree.331,CR,13.02671363460189,9.143106633023564
tree.332,LC,0.20775799819856258,0.23482178787160968
tree.332,NT,0.9407937068981553,0.756853770987893
tree.332,VU,1.6905080118228537,1.3220344636913681
tree.332,EN,2.976197562305751,2.254781873252973
tree.332,CR,6.754799088559976,3.1456145464402208
tree.333,LC,0.3298358717273959,0.5712419884297723
tree.333,NT,1.3492584757360306,1.5401205964417939
tree.333,VU,2.6011017054251186,1.9431845775421772
tree.333,EN,4.687306526051958,2.798934201385356
tree.333,CR,8.838471730015158,3.1460350910226333
tree.334,LC,0.5959002002000768,0.6324922629095706
tree.334,NT,2.1908946531251283,2.310557271836039
tree.334,VU,4.119831558548582,2.964544080928485
tree.334,EN,7.5809221761298256,4.3601347960386665
tree.334,CR,14.878376695468619,2.056257203559146
tree.335,LC,0.47605491427597485,0.446938850169552
tree.335,NT,1.3736721789252955,1.1953978075676661
tree.335,VU,2.5973614065523245,2.680713536590064
tree.335,EN,4.564545342886937,2.82380366818394
tree.335,CR,9.403527767831001,3.872707339893682
tree.336,LC,0.2558672575133181,0.25586725751331135
tree.336,NT,0.9564780818301744,1.083728481919553
tree.336,VU,1.8349529173608163,1.7353899513375948
tree.336,EN,3.129542080586291,1.9653184778567458
tree.336,CR,5.893279364654947,2.8009640778300144
tree.337,LC,0.255499482425243,0.28534615203391417
tree.337,NT,0.8480504121783395,0.7352534204974686
tree.337,VU,1.6029980446020462,1.2481953008046351
tree.337,EN,2.7186279054228026,2.0099120077320505
tree.337,CR,6.596645626096774,2.3879122737244516
tree.338,LC,0.5614110077139856,0.6110458773982571
tree.338,NT,2.0105131949346426,1.5774788755796012
tree.338,VU,3.9355573590153754,3.1565443794960286
tree.338,EN,7.117747013336299,3.1076755280217383
tree.338,CR,15.860532188906598,4.515214293507882
tree.339,LC,0.262666122462637,0.25309506027898904
tree.339,NT,1.0187839627404898,0.9693237054743362
tree.339,VU,2.0570646247981648,1.881402675273408
tree.339,EN,3.5912612771813266,2.4596672328841716
tree.339,CR,8.240188308130715,2.9356460334543666
tree.34,LC,0.4486616618225213,0.40614879290761763
tree.34,NT,1.0387615441377938,1.662006950983379
tree.34,VU,2.2068626719600037,2.0485749699597195
tree.34,EN,3.7464862335149958,4.013606206342851
tree.34,CR,8.9648056482758,4.496117528668469
tree.340,LC,0.5226171121517338,0.48696916837478554
tree.340,NT,1.8594312046499246,1.8274082132517415
tree.340,VU,3.448767261551097,2.79234426499627
tree.340,EN,6.249665333566657,3.5316971863280404
tree.340,CR,13.42510326471532,2.7326713150519875
tree.341,LC,0.211648546126154,0.24095999428156292
tree.341,NT,0.9397429641817205,0.8404040427583194
tree.341,VU,1.7246724362796013,1.6474362692654012
tree.341,EN,3.200021183946359,3.1939132884973254
tree.341,CR,7.065986975408495,3.2681025981412293
tree.342,LC,0.2860327547648245,0.47160188133330033
tree.342,NT,1.061898095462568,1.0680055354411728
tree.342,VU,2.277643422868302,1.9915242755224418
tree.342,EN,3.8264578814935506,2.3565584634644665
tree.342,CR,8.398038432792601,3.7834046992100707
tree.343,LC,0.41732975199453676,0.338663218915748
tree.343,NT,1.6545090570005936,1.28102310997341
tree.343,VU,3.2932487390799423,3.572364135559552
tree.343,EN,5.977717168722515,3.3349983680752526
tree.343,CR,11.824333518044751,3.9475278152963917
tree.344,LC,0.22551480039374563,0.2852595182723263
tree.344,NT,1.055340077003305,1.17140119159428
tree.344,VU,2.1305404272612005,1.6175041052437624
tree.344,EN,4.143648808082152,2.878198300732843
tree.344,CR,8.830487627915508,3.523693273102759
tree.345,LC,0.3260328741916296,0.36731684709338736
tree.345,NT,1.019679682608042,0.9377331039528792
tree.345,VU,2.089561406541271,1.8582389609154402
tree.345,EN,3.7883764368917756,2.78553202941304
tree.345,CR,7.146465811647942,4.14693296618637
tree.346,LC,0.4054985200942543,0.4023552645150839
tree.346,NT,1.4264061579684626,1.5385198290066835
tree.346,VU,2.717994866260089,2.6667689197074638
tree.346,EN,5.035787518257059,3.078882888894207
tree.346,CR,9.067714314907667,5.7674930172554335
tree.347,LC,0.2883671901709881,0.2883671901709828
tree.347,NT,1.096963056973989,1.0059338619731508
tree.347,VU,2.087754214669785,2.872346466575752
tree.347,EN,3.793849021983468,2.985786614205655
tree.347,CR,8.13658054549894,2.9655784908143876
tree.348,LC,0.3093812147920182,0.30012551111498903
tree.348,NT,1.1568709900300185,1.2235470680077976
tree.348,VU,2.005856450555512,2.2599638953166528
tree.348,EN,3.824319246777901,2.7974470386960864
tree.348,CR,9.299328354160544,3.8107216372849964
tree.349,LC,0.4253044966711526,0.456618735650583
tree.349,NT,1.2368973993014412,1.4434765685866444
tree.349,VU,2.697882731455501,1.8864016437939382
tree.349,EN,4.785757166396704,2.9620757526683548
tree.349,CR,10.42965835499142,4.482443207104637
tree.35,LC,0.5007587635876973,0.4661459799802955
tree.35,NT,1.8480085708736678,1.615649508823929
tree.35,VU,3.446408446558965,3.0045090934530116
tree.35,EN,6.573958185667628,3.171096990657068
tree.35,CR,10.955712049716407,5.499587145722728
tree.350,LC,0.25993842722275823,0.2524916289497617
tree.350,NT,1.0852080863797358,1.3374834377184923
tree.350,VU,2.134892887853454,2.1601387262380367
tree.350,EN,3.924465800087197,2.119595732398131
tree.350,CR,8.839666059553604,3.773494939678925
tree.351,LC,0.372492850993516,0.3175601521029405
tree.351,NT,1.3579797467712642,1.2600521242768432
tree.351,VU,2.7500562944592617,1.7729852382273013
tree.351,EN,4.678904152855027,4.059606634547383
tree.351,CR,10.176144299548659,3.9847650878617067
tree.352,LC,0.45057476729448964,0.42370895780780665
tree.352,NT,1.446016195723769,2.2237849996863375
tree.352,VU,2.9239271943742358,2.651701952229094
tree.352,EN,4.921565018836815,2.1067709951437465
tree.352,CR,10.242188029673189,4.0694509989722745
tree.353,LC,0.2940036086822398,0.3497044785144365
tree.353,NT,1.0606636204563253,0.8035195151217488
tree.353,VU,2.0410362845946612,1.5742809784210883
tree.353,EN,3.5481075085440765,3.022349887040522
tree.353,CR,6.685142628719838,2.687138322407732
tree.354,LC,0.30501852261015117,0.30501852261014445
tree.354,NT,0.9767911881607397,0.8145270318110915
tree.354,VU,2.061706310745563,1.6503158616621305
tree.354,EN,3.7170506005164174,2.6272388172192067
tree.354,CR,7.740445948975119,3.1717596397142467
tree.355,LC,0.19006719551833468,0.1584113283386015
tree.355,NT,0.7869979834102624,0.8597805631455577
tree.355,VU,1.6232000486672131,1.76130463029236
tree.355,EN,3.122628412796432,2.072648738339571
tree.355,CR,7.524857672721917,4.011570469240775
tree.356,LC,0.31842958528382825,1.1617627425046535
tree.356,NT,1.2157832135060547,1.1576065646633205
tree.356,VU,2.2154683046590162,1.8837816581226132
tree.356,EN,4.062387851712782,2.426660000518108
tree.356,CR,9.711378911083967,5.16309737180978
tree.357,LC,0.27688833506917787,0.3072781015788692
tree.357,NT,1.2728710580113785,1.4310342708768196
tree.357,VU,2.4637645801215995,1.6950657364101278
tree.357,EN,3.990646855903336,2.8085072961628907
tree.357,CR,9.642536903620709,5.4748139450562885
tree.358,LC,0.2920530052066939,0.24459717193970051
tree.358,NT,0.9649046717435916,0.8245055131571705
tree.358,VU,2.0049193243952717,1.4965673995502151
tree.358,EN,3.555635920186622,3.56139849990928
tree.358,CR,7.525789922722603,2.8587121365206976
tree.359,LC,0.5368667187320211,0.4752949429705289
tree.359,NT,1.7440770422495655,1.5973793591153866
tree.359,VU,3.4829268046187614,2.6545586724109778
tree.359,EN,5.856511102288251,3.209752816087161
tree.359,CR,10.762017742574157,4.65935996611634
tree.36,LC,0.44064467129088586,0.49240334358404686
tree.36,NT,1.3816194052170425,1.3327374589846235
tree.36,VU,2.7658581778464337,2.090094145913659
tree.36,EN,5.1800699363129565,3.3148474898234195
tree.36,CR,10.144592299018809,3.3847969232912614
tree.360,LC,0.533887674201785,0.5446515506932417
tree.360,NT,1.6500462633492017,1.557976354415526
tree.360,VU,3.163705103956138,3.1084027895608837
tree.360,EN,5.759197527041383,2.672005806979739
tree.360,CR,9.445767471169141,4.6177785328746985
tree.361,LC,0.47687166593492647,0.5040958055794148
tree.361,NT,1.6387414466113597,1.3298252393269254
tree.361,VU,3.183428066754192,2.515888108664235
tree.361,EN,5.679343808361265,3.905662312983237
tree.361,CR,12.835896123351949,3.7436826246384123
tree.362,LC,0.38044797794824275,0.3303954414393171
tree.362,NT,1.4323523179411022,2.8871060941642974
tree.362,VU,3.142679909208978,1.8670369878855124
tree.362,EN,5.147474785601441,3.1074477165068046
tree.362,CR,10.941523864462848,5.412099757977602
tree.363,LC,0.3949379800411328,0.5552969452732851
tree.363,NT,1.3251101095381463,1.6775644631874405
tree.363,VU,2.49119405552225,3.090413655142212
tree.363,EN,4.63574393518542,3.749675123361354
tree.363,CR,10.486494627871886,4.662486144350277
tree.364,LC,0.3276952301565209,0.32284813142515584
tree.364,NT,1.0393494490200084,0.9784377855335178
tree.364,VU,2.15993138569343,1.4747606006691831
tree.364,EN,3.972448086430841,3.0656119499876224
tree.364,CR,7.783601295071648,3.3524294006967104
tree.365,LC,0.35291285191837424,0.32736999582062026
tree.365,NT,1.317540014087053,0.9907107755796358
tree.365,VU,2.6089279410836377,2.626557774843417
tree.365,EN,4.78475335274088,3.809081139706469
tree.365,CR,9.62271738331876,1.4542462495389032
tree.366,LC,0.4725370519317752,0.37165496990301633
tree.366,NT,1.766751235204856,1.4180304217514361
tree.366,VU,3.3548040999188844,2.90903593845417
tree.366,EN,6.265189603013222,3.5799165094524716
tree.366,CR,11.947112884187973,5.989887961871958
tree.367,LC,0.46778612516293655,0.444036037200006
tree.367,NT,1.3542619633164157,1.0379380143495849
tree.367,VU,2.790277762724421,2.100741937808018
tree.367,EN,5.196434012761749,3.503364098769048
tree.367,CR,9.228812791816837,4.740635468028607
tree.368,LC,0.3040954588111411,0.29463499967413753
tree.368,NT,1.408264912860998,1.3263940002845833
tree.368,VU,2.6769696869381954,2.016015622174117
tree.368,EN,4.602419942971474,2.924635245794921
tree.368,CR,9.251967753547016,2.9716948689824743
tree.369,LC,0.283530816243906,0.26305451474115443
tree.369,NT,1.0866229469949915,0.8988954025595506
tree.369,VU,2.0862398867375664,2.3692872014667428
tree.369,EN,3.7027684918652306,3.4942454180717464
tree.369,CR,7.226827096737616,2.879649541621137
tree.37,LC,0.27375264544016487,0.5781754922500213
tree.37,NT,1.0374974538755524,0.8302758635791772
tree.37,VU,2.0026270908387165,1.821396845272628
tree.37,EN,3.793614370520585,2.6265750988792185
tree.37,CR,8.391895829490139,5.053629839141599
tree.370,LC,0.17208322019495395,0.13451501332457869
tree.370,NT,1.0009698411826151,1.3202785914971364
tree.370,VU,1.7104867047848071,1.789614401149883
tree.370,EN,3.1865258249678203,2.28757677566735
tree.370,CR,7.305163642298906,2.7326350582044228
tree.371,LC,0.3585674624684083,0.3044975431657187
tree.371,NT,1.0973540334860177,1.3424403685350452
tree.371,VU,2.2616716066099474,2.41060971053009
tree.371,EN,3.906695093547032,1.940360972674573
tree.371,CR,8.831022717509343,3.490458900090563
tree.372,LC,0.32282516454453275,0.29417243211372734
tree.372,NT,0.9799508709931596,1.0528898441583312
tree.372,VU,1.920565679338814,1.7529793879327036
tree.372,EN,3.670356400236267,2.588619364949777
tree.372,CR,8.491784274077004,3.419036143594021
tree.373,LC,0.30429528450906523,0.2468670604333763
tree.373,NT,0.9591291269768123,0.8673329408491137
tree.373,VU,1.9801219872782374,2.0932616005486024
tree.373,EN,3.528021067292618,3.012873272950105
tree.373,CR,7.59059080077319,4.150587708778623
tree.374,LC,0.28079834416799015,0.24726930674878742
tree.374,NT,1.1542111384998992,0.9961174955592705
tree.374,VU,1.9701226479202656,1.9750441109990893
tree.374,EN,3.494926919965694,2.3663441247781867
tree.374,CR,9.65544545193973,3.7464823670637615
tree.375,LC,0.4999566663381912,0.763930319315394
tree.375,NT,1.352652832162652,1.283152727035851
tree.375,VU,2.8157466188917555,2.231366223722874
tree.375,EN,5.068820295486734,2.933083125997905
tree.375,CR,10.528039390908056,4.694136876535594
tree.376,LC,0.33095559104036326,0.2704524960010202
tree.376,NT,0.887992539046252,0.8155491605207327
tree.376,VU,2.00344592114142,1.8708842832555657
tree.376,EN,3.233977131425115,2.4399363635631772
tree.376,CR,8.143187457979616,3.9253405759923785
tree.377,LC,0.41529906975379244,0.5457077448598266
tree.377,NT,1.7133905860613639,1.45771367402544
tree.377,VU,3.1450790226139405,2.65811741809892
tree.377,EN,5.761410407680713,3.0928964434612696
tree.377,CR,10.377548295211604,4.220613245540997
tree.378,LC,0.22481373641238367,0.2242157681256539
tree.378,NT,0.7163615942935948,0.5186597714385378
tree.378,VU,1.5760786600991818,1.6266588005155955
tree.378,EN,2.8561020411114706,2.391072354161457
tree.378,CR,6.982379607979118,3.9544469588085662
tree.379,LC,0.4928467051968762,0.5922926125290914
tree.379,NT,1.364541106089168,1.4684133515287532
tree.379,VU,2.5426952533955536,2.002028260491666
tree.379,EN,5.021762225482228,2.693249326263434
tree.379,CR,9.971221689077955,7.074229771656101
tree.38,LC,0.36113791637730985,0.5586989182055878
tree.38,NT,1.2716236438355473,1.7723798773924682
tree.38,VU,2.4903650351336477,2.259268188171783
tree.38,EN,4.757626435710045,3.678914595971978
tree.38,CR,9.159874856579911,3.7367110219972557
tree.380,LC,0.29942890085513074,0.2691993662205726
tree.380,NT,1.289168891252757,1.8943594355915916
tree.380,VU,2.349709847479507,2.4642708517771807
tree.380,EN,4.09343134516935,2.6361594725094064
tree.380,CR,8.618328481084847,4.655427671019711
tree.381,LC,0.3554504509337198,0.3520214835264929
tree.381,NT,1.216954176561667,1.1114916927687994
tree.381,VU,2.3709899564792,2.212308222448168
tree.381,EN,4.656125607768511,3.564807450994642
tree.381,CR,9.761452019473081,5.370841759711546
tree.382,LC,0.6828120444702281,1.0913860313929977
tree.382,NT,2.085011845048437,1.9724877926170643
tree.382,VU,3.8404920298794707,3.6283281877819173
tree.382,EN,7.18030851155904,2.9312648180139256
tree.382,CR,12.19643416518912,2.832013098982075
tree.383,LC,0.35915196138742933,0.3349028619844796
tree.383,NT,1.5308432969676053,2.0274887824003818
tree.383,VU,2.5726088078061258,2.7599017020496768
tree.383,EN,4.793793217796006,2.5762155535652966
tree.383,CR,8.999467784077419,4.345435799435551
tree.384,LC,0.4825966299038399,0.45508045436973543
tree.384,NT,1.3920477554558408,1.367380526704637
tree.384,VU,2.8225069022224494,2.551745745957521
tree.384,EN,5.538856349018798,2.852329002659003
tree.384,CR,9.862787420171797,4.758916158170393
tree.385,LC,0.23570700590934435,0.22989111203014842
tree.385,NT,0.853290030758153,1.0061979341477552
tree.385,VU,1.6970147817891321,2.534875332806366
tree.385,EN,3.1906815586589925,2.596438634700391
tree.385,CR,7.893640477766146,4.0772220920769735
tree.386,LC,0.47069189171274506,0.4451505363645548
tree.386,NT,1.4433003631262413,1.4753534065610092
tree.386,VU,2.8329700588951328,2.2843258949740552
tree.386,EN,5.026987683066033,1.9622785754749703
tree.386,CR,9.461235719898957,4.049655009976619
tree.387,LC,0.209235729715031,0.22504033936315182
tree.387,NT,0.9724575482411909,1.2346499554540054
tree.387,VU,1.8179721948334586,1.6892255577262265
tree.387,EN,3.309114760027296,2.4820692748090356
tree.387,CR,8.079941153643194,4.484141881310157
tree.388,LC,0.3289461740560436,0.31472634238196273
tree.388,NT,1.0827706071456191,1.167131724871704
tree.388,VU,2.2529291623521353,3.1268858912364403
tree.388,EN,3.746963724354109,2.3800513747812646
tree.388,CR,7.72822918929761,3.0572870092932565
tree.389,LC,0.2299282405730329,0.24026548061941194
tree.389,NT,0.9111670403932187,1.399737012321541
tree.389,VU,1.7811469132453963,1.6215834675519538
tree.389,EN,3.19180039438069,1.6168914565797068
tree.389,CR,8.177738126787379,3.126585896514123
tree.39,LC,0.3000341915193883,0.2597790276829622
tree.39,NT,0.9629976472678027,1.4526843820323245
tree.39,VU,1.7897403056417236,2.008135110696869
tree.39,EN,3.5999788181694203,2.6112498594252878
tree.39,CR,7.007265943603395,3.9237245592037726
tree.390,LC,0.3167312789095226,0.5882560178990907
tree.390,NT,1.171050652856361,1.0176173210408137
tree.390,VU,2.034627557256455,1.853402786498737
tree.390,EN,3.8216218911513185,1.7908975243295442
tree.390,CR,7.891270303232315,5.170369063736097
tree.391,LC,0.3383016765141042,0.31671776349487596
tree.391,NT,0.9782870673834273,0.9572722408481591
tree.391,VU,1.9862541306643555,1.3086250764133915
tree.391,EN,3.8833011035718075,2.6946748624989545
tree.391,CR,8.412122761706245,2.7240787885229825
tree.392,LC,0.22689556423469628,0.21170899670729856
tree.392,NT,0.9063116633443925,0.8025906192383632
tree.392,VU,1.838563620630771,1.838183188498777
tree.392,EN,3.2238238622385604,2.125091547467937
tree.392,CR,6.830992151482918,3.4420306384530397
tree.393,LC,0.41307624772469015,0.6115629512114873
tree.393,NT,1.2478560516098447,1.3749674686019915
tree.393,VU,2.6195589721730403,2.4566790107812913
tree.393,EN,4.809453089880429,3.1941382269402996
tree.393,CR,8.99867675533502,4.336739913872446
tree.394,LC,0.5401152720447189,0.5661481371627428
tree.394,NT,1.7274195324365909,1.7962289130380018
tree.394,VU,3.268147706443774,2.2671108714586774
tree.394,EN,5.747274233947902,3.0545895536285497
tree.394,CR,12.10605673845768,1.9853503144606273
tree.395,LC,0.4201715233485561,0.380100549128186
tree.395,NT,1.7628179864698188,1.7391604443482418
tree.395,VU,3.1968198739327454,3.5958353187906464
tree.395,EN,5.439314110809518,4.714111899713695
tree.395,CR,11.341141489870479,3.540004966732503
tree.396,LC,0.7592902072598027,0.874159318307217
tree.396,NT,2.0793347835992626,2.3516653544751036
tree.396,VU,4.454242562286238,2.8999397585138933
tree.396,EN,7.61161703051908,4.298841720487255
tree.396,CR,12.142459681805386,4.838762766523844
tree.397,LC,0.4730010288960834,0.46615115062467716
tree.397,NT,1.640586343599485,1.8677594779264353
tree.397,VU,2.987779031635746,2.443912526004662
tree.397,EN,5.602522215319968,2.412373618910558
tree.397,CR,11.663643385917226,3.6419784449533066
tree.398,LC,0.5376588494505633,0.6429294528631062
tree.398,NT,1.8056060541109613,2.4159756016536384
tree.398,VU,3.440511017323606,2.7724114268455846
tree.398,EN,6.726230565938776,4.16724897380118
tree.398,CR,12.784311276815451,4.7224111803342375
tree.399,LC,0.31894197176654243,0.5520004684803821
tree.399,NT,0.8840186507668669,0.7269354135321021
tree.399,VU,1.8225465099701934,1.7407764229749978
tree.399,EN,3.1743374320337074,2.065927872540233
tree.399,CR,7.12287393693119,3.7016414123746717
tree.4,LC,0.2221928851869637,0.19064388042862446
tree.4,NT,0.8674672671355648,0.8316810737143708
tree.4,VU,1.793634979273003,1.5577448766868345
tree.4,EN,2.990116266343392,2.542934389155904
tree.4,CR,6.984913757199421,3.4178736827706957
tree.40,LC,0.5004872441934012,0.8706964468771057
tree.40,NT,1.4877668031900582,1.361842423085847
tree.40,VU,2.757066123986678,2.3478235455894785
tree.40,EN,4.801951785670508,2.370959536999494
tree.40,CR,9.891476460245459,4.4335033528959205
tree.400,LC,0.4210492747348612,0.4764268172981266
tree.400,NT,1.56291751802669,1.699753159263169
tree.400,VU,2.787729905257491,1.5327190024038229
tree.400,EN,5.599808441874847,5.036515749393236
tree.400,CR,10.742790679023255,3.8562642677119006
tree.401,LC,0.43116726760849355,0.5020739016692817
tree.401,NT,1.318284456011428,1.0666245577888698
tree.401,VU,2.730455819109915,2.0399222912997828
tree.401,EN,5.060194448542244,3.0377386472912034
tree.401,CR,11.991714853645835,3.5164363910191208
tree.402,LC,0.40139845526321194,0.3950824413635043
tree.402,NT,1.0760994136367794,0.9554717536224545
tree.402,VU,2.386063571260432,2.1555648196679424
tree.402,EN,4.022794085735186,3.0888239721722255
tree.402,CR,8.3100820135878,3.8521204692233204
tree.403,LC,0.24751606386099353,0.49842666783814105
tree.403,NT,1.081480194099577,1.2101963345236533
tree.403,VU,2.1075383799237697,1.8492100357409642
tree.403,EN,3.918930440130046,3.797684243215729
tree.403,CR,8.836318000146957,4.781263230668417
tree.404,LC,0.3025793430475606,0.2827260990599244
tree.404,NT,1.141460129469603,1.082387328353429
tree.404,VU,2.2375716185592327,1.958966109895821
tree.404,EN,4.0807636065012485,2.9662773798317326
tree.404,CR,8.55747500805785,3.7476304228896296
tree.405,LC,0.358073132670955,0.6483803481387244
tree.405,NT,1.2944836741658143,1.0446808653175605
tree.405,VU,2.3574549240059683,2.0363748803306345
tree.405,EN,4.981026169552506,2.3691607063551263
tree.405,CR,8.612429477839855,4.176129682268602
tree.406,LC,0.5121729918948544,0.5994686315963081
tree.406,NT,1.6970153499305145,1.3538548666301138
tree.406,VU,3.3516696330162774,3.359594382237557
tree.406,EN,5.525098884435503,3.6014516424203147
tree.406,CR,12.701833061638458,4.491480335335334
tree.407,LC,0.3452638748563892,0.45377891281048793
tree.407,NT,1.3869686072551772,1.1948718214784237
tree.407,VU,2.789530634121141,2.1304546267436155
tree.407,EN,5.393982321601797,3.3250011542377194
tree.407,CR,10.821881546308395,3.8902870716320144
tree.408,LC,0.22402642685027072,0.21792713037652167
tree.408,NT,0.792691028830483,0.9243638026487966
tree.408,VU,1.4945008689329835,1.6470637543467628
tree.408,EN,2.7807026992674535,2.2111739553141843
tree.408,CR,6.448780929333529,3.080361537195853
tree.409,LC,0.3266229336990791,0.7740102862327053
