tree,status,mean.true,mean.0.50
tree.13,EN,4.020012089732401,1.9345563777568413
tree.13,CR,10.032021730304148,1.191318684131861
tree.130,LC,0.4781073756163087,1.1680757785935019
tree.130,NT,2.0476169686694274,2.6489546861304683
tree.130,VU,4.617156154738457,3.0236561611043413
tree.130,EN,7.640351431911953,2.071846573812061
tree.130,CR,15.243079609882404,1.7421675622676696
tree.131,LC,0.48323593146335103,1.096398225498611
tree.131,NT,1.802609232009839,1.9909507845468681
tree.131,VU,3.9554716424901204,3.6749831315894226
tree.131,EN,6.518440043344571,2.91713559185277
tree.131,CR,13.03630982188316,1.7917268280974068
tree.132,LC,0.284857951205497,1.513617502359686
tree.132,NT,1.0617093389650492,1.2132809708435621
tree.132,VU,2.0815907816563297,3.139622553190105
tree.132,EN,3.639711041906666,2.745765668831973
tree.132,CR,7.346675499500487,3.2013142088298263
tree.133,LC,0.2700936156285999,1.2848143817449509
tree.133,NT,0.9083779843903728,1.8883302663934542
tree.133,VU,1.4901902700989844,2.164598979002917
tree.133,EN,3.1644140558014278,0.9769296224435157
tree.133,CR,8.576857106999528,0.7564993843179498
tree.134,LC,0.44515267354844645,0.7761101994258734
tree.134,NT,1.608753792651169,2.6655726173984613
tree.134,VU,3.414193316463404,2.1264640891322437
tree.134,EN,5.8337174560334795,1.9524304169089624
tree.134,CR,10.51047511805582,2.999259146205704
tree.135,LC,0.415937550296023,0.7486561896391363
tree.135,NT,1.4273144012262677,1.7823723148133233
tree.135,VU,2.715512124077025,1.9617924104389972
tree.135,EN,4.800385511561282,2.570373272329769
tree.135,CR,9.768904689543225,1.12943189556807
tree.136,LC,0.3218822815653343,1.3924760238256624
tree.136,NT,1.1925910875744965,1.326109836321853
tree.136,VU,2.3040674410741655,1.378337496711808
tree.136,EN,4.460028884303718,1.983233828690083
tree.136,CR,8.087498456266571,1.8902074833685796
tree.137,LC,0.36093148870886754,0.9314777449727528
tree.137,NT,1.0821965771529658,2.893891292596566
tree.137,VU,2.0682193299812037,2.0370308323242003
tree.137,EN,3.8926596635165724,1.6677472570455862
tree.137,CR,9.105665295973187,3.7824957750227464
tree.138,LC,0.2834058296478434,1.021927560094071
tree.138,NT,1.024697498102716,1.4428972303655345
tree.138,VU,2.0975606568360226,1.3287810770517299
tree.138,EN,3.4800603478102454,2.4965906068993444
tree.138,CR,8.857324469281293,3.2305962875316463
tree.139,LC,0.47592830080825943,1.1815766269044974
tree.139,NT,1.4771524535287983,1.4252564918826496
tree.139,VU,3.292693419751656,2.620078996639087
tree.139,EN,6.045166256078885,4.2997083778524825
tree.139,CR,12.527385269046798,0.7225223044890693
tree.14,LC,0.40260423253320815,0.4117303124735608
tree.14,NT,1.1335343244922966,2.1094739121608095
tree.14,VU,2.535839469164905,1.7895945427121343
tree.14,EN,4.460745597044473,2.585947273256642
tree.14,CR,7.903598370349431,2.7795452911116745
tree.140,LC,0.5012783532043098,1.0320409593890714
tree.140,NT,1.474124840067508,2.176505395538303
tree.140,VU,2.890635660128649,3.5936533446658565
tree.140,EN,5.490770271672818,4.007285904269001
tree.140,CR,9.56790031797037,3.2057721249405846
tree.141,LC,0.22406431289755802,0.8875842736114727
tree.141,NT,1.0495339665590668,1.3496193172262765
tree.141,VU,2.121285730996919,2.332508460831725
tree.141,EN,3.803490496438449,2.5478739002776276
tree.141,CR,7.035568493879104,2.674079131132238
tree.142,LC,0.33723473659587383,0.4057858770085491
tree.142,NT,1.2124459242531795,1.8801724187664024
tree.142,VU,2.5476132909977616,2.390313815734017
tree.142,EN,4.372820880567946,2.269147352574103
tree.142,CR,8.846499859801476,1.9877598125185951
tree.143,LC,0.2904830343933082,0.6263881615386026
tree.143,NT,1.1176243185234798,1.4062591719844575
tree.143,VU,2.2819867966864895,2.1631559716170607
tree.143,EN,4.36800444484281,2.6099128052063887
tree.143,CR,9.032664423498337,2.057232979079533
tree.144,LC,0.2895574497177017,1.5186598845991388
tree.144,NT,1.0002869614122671,1.0132183254401337
tree.144,VU,2.1679907947150814,1.6996258227060945
tree.144,EN,3.402901263142169,1.832183602170462
tree.144,CR,8.738741649123222,2.2888182449120866
tree.145,LC,0.2231214161890523,0.21479405492310205
tree.145,NT,0.7407825145495119,2.4732826339399767
tree.145,VU,1.540632332504424,2.1948999094152293
tree.145,EN,2.61936058466634,1.97210669381774
tree.145,CR,6.133237815405039,1.5203899242258554
tree.146,LC,0.561783064357121,1.327754478246886
tree.146,NT,2.001035900499748,3.5647500124504905
tree.146,VU,4.142179521752463,3.5330189205811338
tree.146,EN,6.407914895060264,5.7502258387008025
tree.146,CR,13.198987248553935,4.693434578089581
tree.147,LC,0.31905292242391303,0.738284470376741
tree.147,NT,1.280960135817261,1.4917944919286288
tree.147,VU,2.6321104281751815,1.9942827096579856
tree.147,EN,4.993415811513354,1.4963107290037303
tree.147,CR,8.892164353703624,3.955241464793974
tree.148,LC,0.34978735537636807,0.671068754017796
tree.148,NT,1.2118392576750192,1.3373717220336736
tree.148,VU,2.3805242846653445,2.9536045027218583
tree.148,EN,4.4350282425798095,2.818674526487592
tree.148,CR,9.435781073441586,2.2715374112884628
tree.149,LC,0.31609092077146744,0.5671875809818828
tree.149,NT,1.565958794443793,1.1879705993782264
tree.149,VU,2.793736852669082,2.3632559873118337
tree.149,EN,5.040339914975461,2.0208338426784787
tree.149,CR,9.27966175889103,1.6607673858809482
tree.15,LC,0.2250934239143022,0.8459542147732316
tree.15,NT,0.9304865518057871,1.3836075708303694
tree.15,VU,1.7756625503046117,2.049736032591597
tree.15,EN,3.268668376724962,1.5092972444176735
tree.15,CR,8.235855809124061,2.2210866912479705
tree.150,LC,0.30755148209807837,0.41529753427760957
tree.150,NT,1.0529757947706193,1.5830150885859775
tree.150,VU,2.314916131820853,3.3961275708095346
tree.150,EN,4.054650746218898,3.8787594566773826
tree.150,CR,9.666466130106128,2.98246578408781
tree.151,LC,0.3798057933616265,0.6311978275882294
tree.151,NT,1.4389259152415323,2.097388479712228
tree.151,VU,2.857233685515104,2.956419995681709
tree.151,EN,4.714729956550007,2.3604809484821163
tree.151,CR,9.707710149375014,2.316116009142455
tree.152,LC,0.21061699267887465,0.23334605914830484
tree.152,NT,0.7812967144644092,1.8964667725833801
tree.152,VU,1.6020819392480032,2.492487438379265
tree.152,EN,2.8729879494906805,2.396302026107619
tree.152,CR,8.104493459388125,3.5944460947855856
tree.153,LC,0.28945462175702164,0.4466255459329785
tree.153,NT,0.9237437705051851,1.345177658457225
tree.153,VU,2.0690212675619186,2.645246984572448
tree.153,EN,3.3469896046430665,1.760597995118369
tree.153,CR,7.297083860019962,0.7798730085970568
tree.154,LC,0.350582881505701,0.9989119120991814
tree.154,NT,1.1039357088841923,2.2542547380345392
tree.154,VU,2.2613944531919135,1.7485004498607375
tree.154,EN,4.260669802709548,2.4561097619167196
tree.154,CR,9.069732897525215,2.599803040611683
tree.155,LC,0.2947767727363744,1.207557963255687
tree.155,NT,1.005447481320013,1.4814656690197092
tree.155,VU,1.9711622594974672,2.71261311916061
tree.155,EN,3.629503713220725,1.6659542000300827
tree.155,CR,8.181189307923932,2.1669521173823574
tree.156,LC,0.4172208250620071,0.8746070900664531
tree.156,NT,1.4801006914235748,2.3729594089612225
tree.156,VU,3.118380823163642,1.3465874532675617
tree.156,EN,5.169234726518786,0.9477993637856872
tree.156,CR,12.708158093142998,4.486892701564319
tree.157,LC,0.44871172526633185,1.1922491583659558
tree.157,NT,1.5135790937404379,2.361923233284654
tree.157,VU,3.0141007908266326,2.909016332370488
tree.157,EN,5.54533388935904,1.9857227352101368
tree.157,CR,11.848998181163825,2.8051658218471354
tree.158,LC,0.2690291402379892,0.29234328674801296
tree.158,NT,0.9877898953206065,2.361373683224099
tree.158,VU,2.0293724149080905,2.1489615723091524
tree.158,EN,3.481931642467968,0.8621199204116234
tree.158,CR,8.254045548434128,1.5212743111758196
tree.159,LC,0.5056239761233812,0.5932139262384004
tree.159,NT,1.7147484346976607,2.638340319729791
tree.159,VU,3.5505708876635835,1.4151744348704542
tree.159,EN,6.6128719371641,3.340135542293643
tree.159,CR,10.08208364018046,2.648588760219473
tree.16,LC,0.1760500271205532,0.9933095874164438
tree.16,NT,0.653312167442099,1.189366438791813
tree.16,VU,1.462406718762954,2.2564750727199647
tree.16,EN,2.493729162308256,2.527985015584273
tree.16,CR,6.007083151721242,1.3946984760562346
tree.160,LC,0.42850256931602526,1.1821429121271707
tree.160,NT,1.985215039921458,1.846155852643449
tree.160,VU,3.744544331340865,1.8699556497693126
tree.160,EN,7.760208076209867,0.7605199873461121
tree.160,CR,10.903930534237688,0.6244010787523686
tree.161,LC,0.42064139429317837,0.9849586671960596
tree.161,NT,1.7666078727035637,1.0186921065243006
tree.161,VU,2.947364251765325,2.5105170127589664
tree.161,EN,5.894500455524731,2.1190521923181893
tree.161,CR,10.877331646440522,0.9976043202483583
tree.162,LC,0.30268436865662984,1.0097411103082994
tree.162,NT,0.8636578366150438,1.168839514571684
tree.162,VU,1.539751898758237,2.4742821766981375
tree.162,EN,3.1310945614873913,1.9982544934430881
tree.162,CR,6.240931489975469,1.5051332642451969
tree.163,LC,0.7162925769744615,1.4097593981146013
tree.163,NT,2.1044147599197505,2.6243121732500905
tree.163,VU,4.48001411242999,1.8811940573946584
tree.163,EN,7.074789316071246,2.039979921852546
tree.163,CR,12.744517792317687,2.17259727951925
tree.164,LC,0.3068596673893101,0.789097506261757
tree.164,NT,1.0643662372091776,1.942131158493582
tree.164,VU,1.8748468105156249,1.803811207605943
tree.164,EN,3.796139000876616,1.5025226850583804
tree.164,CR,7.402554328063338,2.747692605687033
tree.165,LC,0.2528476794541934,0.37773508372817827
tree.165,NT,1.2225638803349839,2.1407603241387556
tree.165,VU,2.1909858147723833,2.3990117650874345
tree.165,EN,3.9012053746502207,2.294020187235
tree.165,CR,8.498718911485375,2.9781354221367593
tree.166,LC,0.2518387838487974,0.5765735038752878
tree.166,NT,0.9763177545560405,2.0579292811166496
tree.166,VU,1.890027689114938,2.6390954745803326
tree.166,EN,3.4634086362162497,2.603931950711017
tree.166,CR,9.781681937155943,1.6685355234731836
tree.167,LC,0.3298422041485175,0.4768786536598347
tree.167,NT,1.4446354902666518,1.9021755193619017
tree.167,VU,2.912907890154135,2.586863097076864
tree.167,EN,4.875723986265145,4.709889522583143
tree.167,CR,10.481612147233841,3.80869669557069
tree.168,LC,0.22408856801149774,0.23652525498069293
tree.168,NT,0.8705248152107732,0.9676052847068418
tree.168,VU,1.7904261284675766,1.9925662080974964
tree.168,EN,3.5109752840449993,2.774884415291948
tree.168,CR,7.481764625766128,2.7366527307296153
tree.169,LC,0.34929450881332624,0.6837671578940835
tree.169,NT,1.2648749670778676,1.9761625790328892
tree.169,VU,2.3906765937687453,1.362422283966258
tree.169,EN,4.472836480761853,3.0221169943121997
tree.169,CR,8.831444969972214,0.9816511206907123
tree.17,LC,0.2514554443523541,0.700155670854126
tree.17,NT,0.8270964871696045,2.0722367319494683
tree.17,VU,1.5984638149300021,1.6867487413801456
tree.17,EN,2.9921425522678398,1.5533199532684006
tree.17,CR,7.623633384432792,2.63023927104227
tree.170,LC,0.370476216522403,1.2924414714541188
tree.170,NT,1.1280905686216047,0.934514374682585
tree.170,VU,2.4051709751217882,3.622484313833492
tree.170,EN,4.482453661885515,2.4909825621194606
tree.170,CR,10.752477160862556,2.1815685000728045
tree.171,LC,0.3827161361150889,0.5555601574339307
tree.171,NT,1.1140273216183207,1.267857786799841
tree.171,VU,2.442780447200154,2.4848097933776585
tree.171,EN,4.237025085931817,3.070879884085519
tree.171,CR,10.471217539830379,1.9064094173078578
tree.172,LC,0.37115613693216976,0.7327159674631646
tree.172,NT,1.1253655087530883,1.3326726247909282
tree.172,VU,2.1453487576397166,2.197379909417274
tree.172,EN,3.9682688355737983,3.4397050452111615
tree.172,CR,7.912375688937795,1.2786568282771662
tree.173,LC,0.21299253413933156,0.2026817958287607
tree.173,NT,0.8552249883707456,0.8606717542225644
tree.173,VU,1.5834245490756012,1.854400918585329
tree.173,EN,2.7599888352561286,1.8574407524108725
tree.173,CR,7.341186751768994,2.950792628055609
tree.174,LC,0.30040528583162,0.9437471641187188
tree.174,NT,1.0302724644256307,2.5174742856483157
tree.174,VU,1.9733917053484171,2.0914280519675086
tree.174,EN,3.962885992515901,0.9257969158941581
tree.174,CR,9.82988168515809,2.3110264534739184
tree.175,LC,0.40537647832811957,0.4425111847316942
tree.175,NT,1.5035410982294786,2.0645424045039498
tree.175,VU,2.9505729869776745,3.367390866191716
tree.175,EN,4.991095039192099,3.2667393393996162
tree.175,CR,8.81121378577221,1.8892270755251461
tree.176,LC,0.18484380395125136,0.3009878057245729
tree.176,NT,0.7317260304256429,1.046858168697021
tree.176,VU,1.497582186544958,2.641409455576904
tree.176,EN,2.9539265343968557,0.9378312349261342
tree.176,CR,7.466950949110168,2.4763715480346367
tree.177,LC,0.40084875402578557,1.4409215958344004
tree.177,NT,1.372455972134485,1.1276986815123724
tree.177,VU,2.7729561490102568,2.205625546410081
tree.177,EN,4.399461755778371,3.6681890771259997
tree.177,CR,9.575606782157733,2.581272290682437
tree.178,LC,0.30233948699103136,0.44380422454346435
tree.178,NT,1.1024877291430655,2.8354572862101195
tree.178,VU,2.186350738683235,1.411940082164609
tree.178,EN,3.774652371777659,2.3343044492600833
tree.178,CR,9.436110415368482,3.2908890429077697
tree.179,LC,0.22044888310995195,0.31163290426259016
tree.179,NT,0.9413390723988151,2.258811554957006
tree.179,VU,1.848307447744182,2.8643256278719234
tree.179,EN,3.1026085426452124,2.509340939094448
tree.179,CR,7.130732120397862,3.3146440370736414
tree.18,LC,0.44522488130485244,1.1634946500995749
tree.18,NT,1.429758191731996,1.5245484148571928
tree.18,VU,2.701811523753147,3.4201958033552464
tree.18,EN,4.817696465231946,2.7707862459630133
tree.18,CR,8.462753414348928,4.088887733080919
tree.180,LC,0.23365495995739943,0.4385544984973639
tree.180,NT,0.8766499389843351,1.7704980534713004
tree.180,VU,1.6195013470426598,2.9012948009909243
tree.180,EN,3.2180634561719916,1.582507404937399
tree.180,CR,7.228510406074923,2.7747763011029027
tree.181,LC,0.37422451827836767,1.205985866337168
tree.181,NT,1.313646751406868,1.3565259965756686
tree.181,VU,2.566238014996893,1.8907036556052466
tree.181,EN,5.004514858277843,0.5343090195322637
tree.181,CR,8.505791473721905,1.2679780250107098
tree.182,LC,0.27552877285594946,1.0469214779163794
tree.182,NT,1.0635528908843774,2.062614302034147
tree.182,VU,2.181301905845097,1.7000921324091074
tree.182,EN,4.149753637225228,2.6073800556744167
tree.182,CR,7.012158751942989,1.8518838775203297
tree.183,LC,0.4129740900944063,0.41397298955664086
tree.183,NT,1.1689397930617549,2.675243852249554
tree.183,VU,2.312440135638686,3.0460148799709494
tree.183,EN,4.079442040514243,2.6571940885193936
tree.183,CR,7.93000793877016,1.7664490681852043
tree.184,LC,0.2347825403553047,0.41325224464435995
tree.184,NT,0.8439488729506146,0.7023367296811657
tree.184,VU,1.6882941767253534,2.7715578478269425
tree.184,EN,3.4684932854710286,2.104896920005634
tree.184,CR,7.7426133304086155,2.289979533405294
tree.185,LC,0.23794119504472486,0.6016686239527552
tree.185,NT,0.9278883829371808,2.3090959826613346
tree.185,VU,1.8914413892977195,3.520269303726839
tree.185,EN,3.1208718554492085,2.551476381156576
tree.185,CR,7.4439042895215595,2.5393832322088956
tree.186,LC,0.5013883303988005,0.9687944577786282
tree.186,NT,1.8105379357220852,1.6219738159510062
tree.186,VU,3.682737861951322,2.88829687692151
tree.186,EN,6.3630757847534705,3.7372575047102554
tree.186,CR,13.606836016963486,1.0212752986969933
tree.187,LC,0.4481390419872474,1.234832380165857
tree.187,NT,1.4881589009879317,3.7108404491081535
tree.187,VU,3.2950466679123473,2.2020913442168366
tree.187,EN,5.767908703785302,1.5163253150218792
tree.187,CR,10.55893421448644,1.052204869782107
tree.188,LC,0.40119454691742995,0.8020911609150303
tree.188,NT,1.1081439104483082,1.9225397277513891
tree.188,VU,2.1224616807710452,1.9259857509849463
tree.188,EN,3.3060161867236015,1.447883795237762
tree.188,CR,10.270973430293877,3.8144029304154277
tree.189,LC,0.30383636066049774,0.526164041838362
tree.189,NT,0.8829940457719945,1.4669503976438014
tree.189,VU,1.8730748705849842,2.947288603210734
tree.189,EN,3.422187773423473,2.1001156734595274
tree.189,CR,8.231425206863806,2.7047245201780425
tree.19,LC,0.3204519937030061,0.3485999320671077
tree.19,NT,1.2906009865856367,1.8484865642702961
tree.19,VU,2.5663636086209167,2.746570764058153
tree.19,EN,4.493792161156983,3.32850836497905
tree.19,CR,8.71245683424113,1.6123678771891772
tree.190,LC,0.4072593794032968,1.0791875249187488
tree.190,NT,1.3393028112397714,2.057780238080679
tree.190,VU,2.7928705710492188,2.687536488833468
tree.190,EN,4.958677032543888,1.651688201989219
tree.190,CR,10.121046536507986,3.5440020635473655
tree.191,LC,0.22177000643710568,0.19849034248552225
tree.191,NT,0.725243899018891,1.7152193763042007
tree.191,VU,1.3641056485351164,2.4396287838693596
tree.191,EN,2.4189458694253867,1.7019283078456837
tree.191,CR,6.405717677867341,2.145171062161877
tree.192,LC,0.3272865465076984,1.0500025998725362
tree.192,NT,1.0404881407514872,1.3011470763761068
tree.192,VU,2.1131267009708905,2.806708763711103
tree.192,EN,3.487323011783291,2.692126350349796
tree.192,CR,8.011118831248893,1.8457807309146268
tree.193,LC,0.2740114858311632,0.5912169610277558
tree.193,NT,1.0817499386033598,1.6574411274137963
tree.193,VU,1.9858582584715663,1.3464077834821575
tree.193,EN,3.7522681114017495,3.968750407391174
tree.193,CR,7.240738643340785,3.736226153401302
tree.194,LC,0.24751981173500784,0.3538598735346998
tree.194,NT,0.9674786683951611,1.8419507192698763
tree.194,VU,2.1420369703110986,3.0994980968410966
tree.194,EN,3.725880991965977,2.1472650643031996
tree.194,CR,7.9292464359743935,1.5689115978629355
tree.195,LC,0.3607531785369213,0.6204114254600149
tree.195,NT,1.1589943375067733,1.64514742261739
tree.195,VU,2.242014833394342,1.5056319688059112
tree.195,EN,4.063541471527308,2.419111392230948
tree.195,CR,9.139626902710352,3.1749058930231637
tree.196,LC,0.2825804410531036,0.7046275075367922
tree.196,NT,1.237410369748694,2.444314555196317
tree.196,VU,2.4214543430139486,2.6855076111378366
tree.196,EN,4.2858473387284395,3.7016735294534966
tree.196,CR,8.39819221815694,1.5918830530274986
tree.197,LC,0.2796862413855223,0.7051500586451505
tree.197,NT,0.8805017967271115,0.8335207969121505
tree.197,VU,1.8749192919501205,3.897829812651524
tree.197,EN,3.5341567123764275,2.592886291836567
tree.197,CR,8.133859716116248,1.367630346189219
tree.198,LC,0.15130865429823256,0.17956349514973416
tree.198,NT,0.7088345105304197,1.5081573695211365
