tree,status,mean.true,mean.0.50
tree.1,LC,0.12224150762579658,0.1260897091113436
tree.1,NT,0.4256438517960516,1.2109658472017442
tree.1,VU,0.939682534079226,1.6647128278710588
tree.1,EN,1.5978117073986324,3.515325376469351
tree.1,CR,3.4510210721225576,4.368702820313802
tree.10,LC,0.2043318551086587,0.4283802989316476
tree.10,NT,0.8044331005012366,1.570927209530725
tree.10,VU,1.497114297074751,1.703465216254118
tree.10,EN,2.4417104875558193,6.593769808802218
tree.10,CR,4.141786010099123,7.758465187396039
tree.100,LC,0.22779057920296986,0.7826837943160011
tree.100,NT,0.7825168163641422,1.7475937912153268
tree.100,VU,1.682091483547886,3.8502012268180392
tree.100,EN,2.7207995820019404,4.116992082136547
tree.100,CR,4.225297945957763,6.07236672026628
tree.1000,LC,0.19969719486180432,0.7139436126685288
tree.1000,NT,0.6487896197887603,2.6505964683264183
tree.1000,VU,1.1701120083205128,2.9161188428788023
tree.1000,EN,2.150081729577271,3.5614513191223165
tree.1000,CR,3.566885341011048,3.56688534101105
tree.101,LC,0.08504218471158508,0.21537972206793024
tree.101,NT,0.38358711865697,0.7184186582122676
tree.101,VU,0.7333027793040595,2.488836150646883
tree.101,EN,1.3276519617638047,2.9266125698166205
tree.101,CR,2.3537223454521623,3.3491946157985977
tree.102,LC,0.14241781707297255,0.3660794560441301
tree.102,NT,0.513831055856488,1.0866142772348835
tree.102,VU,1.012056752755586,1.5880076231567877
tree.102,EN,1.8816063822382227,5.564461038897733
tree.102,CR,2.6784798548279163,2.714098660434145
tree.103,LC,0.1661057287866205,0.6593507648573568
tree.103,NT,0.641512562635609,1.9850535145775277
tree.103,VU,1.2326810313218388,2.6240965652145274
tree.103,EN,2.3813332382922927,3.246063979613136
tree.103,CR,3.790952973939241,6.097894608942845
tree.104,LC,0.13062850712919613,0.3703225329765567
tree.104,NT,0.6013306067018822,1.1772082067072138
tree.104,VU,1.2038734696943745,2.996901388301279
tree.104,EN,1.9591957134848441,3.842529912904111
tree.104,CR,4.336502873785076,6.2480546576352705
tree.105,LC,0.20176022411813468,0.8541789884316809
tree.105,NT,0.5313901098812198,1.6882741133114754
tree.105,VU,1.022401257772551,1.4992725956524935
tree.105,EN,1.9046620869185849,3.929403315246872
tree.105,CR,3.341335713080396,7.284276513260209
tree.106,LC,0.1518156990473461,0.3127671571406945
tree.106,NT,0.5398704428803173,1.3405537676960073
tree.106,VU,1.1126683247604992,2.180386930874721
tree.106,EN,1.8382708594442132,3.8307479337505583
tree.106,CR,3.5496169905831363,6.338314164209257
tree.107,LC,0.17148487542188387,0.33323421151872373
tree.107,NT,0.5956448956309103,1.2389303409424641
tree.107,VU,1.152404359758744,3.1127404512632793
tree.107,EN,2.1041687492350007,3.8545400610804625
tree.107,CR,4.203387007231523,5.161328558635888
tree.108,LC,0.16335962013272223,0.1633596201327144
tree.108,NT,0.49580654818454173,0.8764564019976551
tree.108,VU,0.8322716091057342,1.7843488746059741
